PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,PD020,PD030,PD050,PD060,PD070,PD080,AP,SL,M_K
1059130002,10591300,117.08666,67,1,,,1059130001.0,,,,,,,2.0,1.0,2.0,,1970.0,600.0,,,3.0,2.0,,2.0,,1.0,,,7.0,3.0,24.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,37.0,,1.0,1.0,8432.81,6519.67,0.0,0.0,2595.91,0.0,0.0,0.0,0.0,0.0,0.0,4395.08,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,1,6,1
1059140001,10591400,178.40342,52,2,,1059140002.0,,,,,,,,1.0,3.0,2.0,,1981.0,300.0,4.0,1.0,1.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,18.0,5.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.85,0.0,2.0,1.0,3.0,3.0,2.0,3.0,1,6,1
1059140002,10591400,178.40342,78,2,,,,,,,,,,5.0,3.0,2.0,,1961.0,400.0,3.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,81.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,36.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3237.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,1,6,1
1059150001,10591500,328.90282,41,2,,,1059150003.0,,,,,,,2.0,1.0,2.0,,1994.0,400.0,2.0,2.0,3.0,,,2.0,,,,,1.0,3.0,22.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,20.0,17.0,3.0,,2.0,11451.82,8687.59,0.0,0.0,3880.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059150002,10591500,328.90282,19,2,1059150003.0,1059150001.0,,,,,,,,1.0,3.0,1.0,60.0,2015.0,344.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,1382.19,1132.31,0.0,0.0,433.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,6,1
1059150003,10591500,328.90282,45,1,,,1059150001.0,,,,,,,2.0,1.0,2.0,,1993.0,600.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,41.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,23.0,22.0,13.0,1.0,2.0,11394.41,8713.91,0.0,0.0,3529.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059150004,10591500,328.90282,17,1,1059150003.0,1059150001.0,,,,,,,,1.0,3.0,1.0,34.0,2015.0,200.0,,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1,6,1
1059160001,10591600,513.52469,20,2,1059160004.0,1059160002.0,,,,,,,,1.0,3.0,1.0,34.0,2013.0,200.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,2676.02,2220.11,0.0,0.0,860.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39,30.46,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1,6,1
1059160002,10591600,513.52469,40,2,,,1059160004.0,,,,,,,2.0,1.0,2.0,,1991.0,200.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,91.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,19.0,18.0,13.0,1.0,2.0,4399.59,3616.63,0.0,0.0,1363.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1,6,1
1059160003,10591600,513.52469,7,2,1059160004.0,1059160002.0,,,25.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059160004,10591600,513.52469,39,1,,,1059160002.0,,,,,,,2.0,1.0,2.0,,1992.0,200.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,83.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.0,,20.0,20.0,13.0,1.0,2.0,8510.02,6403.85,0.0,0.0,2863.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1,6,1
1059180001,10591800,78.72134,48,1,,,1059180002.0,,,,,,,2.0,1.0,2.0,,1989.0,400.0,2.0,2.0,3.0,,,,,,,,3.0,2.0,14.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,,21.0,17.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,41710.0,40431.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059180002,10591800,78.72134,48,2,,,1059180001.0,,,,,,,2.0,1.0,2.0,,1988.0,400.0,2.0,2.0,3.0,,,,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,19.0,28.0,13.0,1.0,1.0,7488.0,5803.61,0.0,0.0,2264.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.18,397.12,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059230001,10592300,122.46363,79,2,,,,,,,,,,4.0,3.0,2.0,,1957.0,400.0,,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,22.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,33.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.42,374.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059230002,10592300,122.46363,48,2,,1059230001.0,1059230003.0,,,,,,,2.0,1.0,2.0,,1990.0,600.0,2.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,24.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,,20.0,25.0,13.0,1.0,2.0,13423.55,10092.19,0.0,0.0,4158.64,0.0,0.0,0.0,0.0,101.27,101.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059230003,10592300,122.46363,49,1,,,1059230002.0,,,,,,,2.0,1.0,2.0,,1985.0,400.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,72.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,,22.0,27.0,13.0,1.0,2.0,7111.35,5567.33,0.0,0.0,2203.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059230005,10592300,122.46363,24,2,1059230003.0,1059230002.0,,,,,,,,1.0,3.0,1.0,60.0,2014.0,600.0,,2.0,3.0,,,,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93.0,,20.0,5.0,13.0,1.0,2.0,5925.46,4638.68,0.0,0.0,1864.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059240001,10592400,181.9471,87,1,,,1059240002.0,,,,,,,2.0,1.0,2.0,,1972.0,400.0,4.0,1.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,14.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,55.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4837.16,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1,6,1
1059240002,10592400,181.9471,81,2,,,1059240001.0,,,,,,,2.0,1.0,2.0,,1962.0,400.0,4.0,1.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,24.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,42.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.96,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,1,6,1
1059260001,10592600,166.25913,63,1,,,1059260002.0,,,,,,,2.0,1.0,2.0,,1972.0,400.0,3.0,1.0,3.0,2.0,,,,1.0,,,7.0,3.0,33.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,30.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3699.69,2660.93,0.0,0.0,0.0,539.12,0.0,0.0,0.0,3075.62,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,6,1
1059260002,10592600,166.25913,63,2,,,1059260001.0,,,,,,,2.0,1.0,2.0,,1975.0,700.0,3.0,1.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,23.0,37.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059270001,10592700,193.2867,45,1,,,1059270003.0,,,,,,,2.0,1.0,2.0,,1988.0,300.0,,2.0,3.0,,,,,,,,1.0,3.0,71.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,19.0,21.0,13.0,1.0,2.0,7997.23,6720.0,0.0,0.0,1834.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1,6,1
1059270002,10592700,193.2867,21,1,1059270001.0,1059270003.0,,,,,,,,1.0,3.0,1.0,60.0,2013.0,344.0,,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1,6,1
1059270003,10592700,193.2867,42,2,,,1059270001.0,,,,,,,2.0,1.0,2.0,,1997.0,700.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,93.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,23.0,19.0,13.0,1.0,2.0,7424.74,5845.51,0.0,0.0,2300.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1,6,1
1059270004,10592700,193.2867,13,1,1059270001.0,1059270003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059280001,10592800,375.86793,50,1,,,1059280002.0,,,,,,,2.0,1.0,2.0,,1983.0,300.0,,1.0,2.0,2.0,,2.0,,,,,3.0,1.0,83.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.0,,18.0,30.0,3.0,,,23684.21,18000.0,0.0,0.0,7337.37,0.0,1477.0,1126.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280002,10592800,375.86793,44,2,1059280009.0,,1059280001.0,,,,,,,2.0,1.0,2.0,,1989.0,300.0,3.0,1.0,2.0,,,,,,,,2.0,3.0,43.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,7.0,18.0,21.0,3.0,1.0,2.0,2764.74,2400.0,0.0,0.0,856.52,0.0,0.0,0.0,0.0,252.6,252.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280003,10592800,375.86793,25,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,2.0,,2012.0,600.0,2.0,2.0,3.0,,,,,,,,1.0,3.0,33.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,,19.0,6.0,14.0,1.0,2.0,4300.32,3600.0,0.0,0.0,1185.21,0.0,0.0,0.0,0.0,680.77,680.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280004,10592800,375.86793,23,2,1059280001.0,1059280002.0,,,,,,,,3.0,3.0,2.0,,2014.0,600.0,2.0,1.0,3.0,,,,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,,19.0,4.0,12.0,1.0,2.0,2907.81,2596.81,0.0,0.0,492.59,0.0,0.0,0.0,0.0,130.91,130.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280005,10592800,375.86793,22,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,60.0,2012.0,344.0,2.0,2.0,3.0,,,,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,55.0,,19.0,3.0,13.0,1.0,2.0,6535.35,5032.42,0.0,0.0,2129.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.24,219.22,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280006,10592800,375.86793,19,1,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,60.0,2015.0,344.0,1.0,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,105.72,96.2,0.0,0.0,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280007,10592800,375.86793,18,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,34.0,2014.0,200.0,1.0,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,1082.75,890.3,0.0,0.0,335.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280008,10592800,375.86793,17,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,20.0,2008.0,100.0,1.0,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,648.15,548.82,0.0,0.0,200.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059280009,10592800,375.86793,70,1,,,,,,,,,,4.0,3.0,2.0,,1958.0,100.0,3.0,2.0,3.0,,,,,1.0,,,7.0,3.0,96.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,40.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.18,252.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1,6,1
1059290001,10592900,340.597,55,1,,,1059290002.0,,,,,,,2.0,1.0,2.0,,1980.0,400.0,3.0,1.0,3.0,,,,,,,,1.0,3.0,83.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,,20.0,22.0,13.0,1.0,2.0,9894.02,9000.0,0.0,0.0,1108.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.47,626.39,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1,6,1
1059290002,10592900,340.597,54,2,,,1059290001.0,,,,,,,2.0,1.0,2.0,,1982.0,400.0,2.0,2.0,3.0,,,,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,,19.0,12.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3980.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059300001,10593000,97.32299,59,1,,,1059300002.0,,,,,,,2.0,1.0,2.0,,1980.0,700.0,3.0,1.0,3.0,,,,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,18.0,30.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,25012.08,24288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059300002,10593000,97.32299,59,2,,,1059300001.0,,,,,,,2.0,1.0,2.0,,1979.0,700.0,,1.0,3.0,2.0,,2.0,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,18.0,34.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42653.07,41866.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,6,1
1059310001,10593100,221.64113,65,1,,,1059310002.0,,,,,,,2.0,1.0,2.0,,1968.0,200.0,3.0,,,2.0,,2.0,,1.0,,,7.0,3.0,75.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,45.0,,1.0,2.0,9206.97,7067.66,0.0,0.0,2610.29,0.0,0.0,0.0,0.0,0.0,0.0,3867.18,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,1,6,1
1059310002,10593100,221.64113,65,2,,,1059310001.0,,,,,,,2.0,1.0,2.0,,1980.0,400.0,2.0,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,23.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,35.0,,1.0,2.0,7083.96,5383.4,0.0,0.0,2194.64,0.0,0.0,0.0,0.0,0.0,0.0,3860.17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1,6,1
1059330001,10593300,244.21999,47,2,,,,,,,,,,5.0,3.0,2.0,,1987.0,400.0,3.0,1.0,2.0,,,2.0,,,,,1.0,3.0,52.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,19.0,22.0,15.0,1.0,2.0,4332.59,3487.58,0.0,0.0,1347.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.11,102.79,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1,6,1
1059330002,10593300,244.21999,19,2,,1059330001.0,,,,,,,,1.0,3.0,1.0,34.0,2013.0,200.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1,6,1
1059340001,10593400,157.38493,57,2,,,,,,,,,,3.0,3.0,2.0,,1976.0,300.0,3.0,2.0,2.0,2.0,,2.0,,1.0,2.0,,5.0,3.0,71.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,20.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1,6,1
