HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10590700,206.44665,4,1,2.0,1980,2,2,,80.0,140.0,,1,1,,3.0,,2,2,1,3,3,1,1,2,500.0,2,,2,2,2,2,8573.02,8560.02,8560.02,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,13.0,0,0,0.0,0,0.0,1,6,1
10591000,44.34199,1,1,5.0,1971,2,1,,150.0,127.5,,1,1,,3.0,,2,1,1,2,1,1,1,3,1200.0,2,,2,2,2,2,14373.79,12930.56,9767.26,6613.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.470000000000001,6.470000000000001,0,0.0,0.0,14.0,0,0,1429.23,-375,0.0,1,6,1
10591100,631.66964,1,2,4.0,2012,2,1,,100.0,273.84000000000003,200.0,1,1,3.0,3.0,,2,1,1,1,1,1,1,3,1200.0,2,,2,1,2,2,22616.67,18205.29,17419.53,17419.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2100,0.0,0.0,41.0,0,0,4370.38,-141,0.0,1,6,1
10591200,534.59215,4,1,1.0,2003,2,1,,,83.0,,1,1,3.0,3.0,3.0,2,1,2,1,2,1,2,3,400.0,2,,2,2,2,2,2948.94,2948.94,2948.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
10591300,117.08666,4,1,4.0,1978,2,2,,200.0,260.0,,1,1,3.0,3.0,,2,1,1,1,1,1,1,3,800.0,3,,2,2,2,2,15019.08,12999.94,12999.94,6637.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,223.63,201.63,0,0.0,0.0,84.0,0,0,1935.14,0,0.0,1,6,1
10591400,178.40342,4,1,3.0,2004,2,1,,,130.0,,1,1,,3.0,,2,1,2,2,3,1,3,3,900.0,2,,1,2,2,2,5423.25,5423.25,3237.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
10591500,328.90282,4,1,2.0,1998,2,2,,100.0,153.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,900.0,2,,2,2,2,2,24228.42,18569.81,18569.81,18569.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5658.61,-36,0.0,1,6,1
10591600,513.52469,4,1,3.0,2009,2,2,,100.0,250.0,,1,1,3.0,3.0,3.0,2,1,1,1,1,1,1,3,900.0,2,,1,2,2,2,15622.02,12457.05,12420.66,12420.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,13.0,0,0,3151.97,-199,0.0,1,6,1
10591800,78.72134,1,2,7.0,2003,2,1,,,275.67,35.0,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,5,1500.0,3,,2,2,2,2,57693.18,53322.86,52827.68,52827.68,8000.0,6916.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,180,0.0,0.0,229.09,0,0,4141.23,-4,0.0,1,6,1
10592300,122.46363,4,1,3.0,1959,2,1,,,289.75,,1,1,,3.0,,1,1,1,1,1,1,1,3,4000.0,2,,2,2,2,2,30672.39,24568.23,24466.96,20368.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.64,12.64,0,0.0,0.0,0.0,0,0,6104.16,-58,0.0,1,6,1
10592400,181.9471,4,1,4.0,1984,2,2,,80.0,150.0,,1,1,,3.0,,2,1,2,3,3,1,1,3,800.0,2,,2,2,2,2,7930.12,7919.12,7919.12,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,11.0,0,0,0.0,0,0.0,1,6,1
10592600,166.25913,4,1,2.0,1987,2,2,,100.0,160.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,900.0,2,,2,2,2,2,9272.71,8217.28,5141.66,2644.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,16.67,0,0,1038.76,0,0.0,1,6,1
10592700,193.2867,4,1,3.0,1983,2,2,,100.0,180.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,1000.0,2,,2,2,2,2,15422.09,12658.63,12658.63,12658.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.12,0.12,0,0.0,0.0,28.0,0,0,2735.46,-121,0.0,1,6,1
10592800,375.86793,1,1,9.0,1992,2,1,,,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,5500.0,2,,2,2,2,2,49000.78,33832.55,30615.0,28337.82,0.0,0.0,1791.83,1550.91,91.2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6000,0,9168.23,-339,0.0,1,6,1
10592900,340.597,3,1,2.0,2011,2,2,,250.0,225.0,,1,1,,3.0,,1,1,1,1,1,1,1,5,1500.0,2,,2,2,2,2,14658.49,13092.39,12307.92,12307.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,34.0,0,0,1532.1,0,0.0,1,6,1
10593000,97.32299,1,1,6.0,2003,2,1,,500.0,192.5,,1,1,,3.0,,1,1,1,3,1,1,1,4,1000.0,2,,1,2,2,2,68448.05,66874.21,66874.21,66874.21,776.0,776.0,0.0,0.0,0.0,0.0,0,0,6.9,6.9,0,0.0,0.0,83.0,0,0,1490.84,-20,0.0,1,6,1
10593100,221.64113,4,1,3.0,1975,2,2,,70.0,141.67,,1,1,,3.0,,1,1,1,1,3,1,1,3,800.0,2,,2,2,2,2,24018.28,20164.41,20164.41,12437.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,14.0,0,0,3839.87,0,0.0,1,6,1
10593300,244.21999,4,1,3.0,1983,1,1,,90.0,160.0,,1,1,,3.0,,1,1,2,3,1,1,1,3,1500.0,2,,2,2,2,2,4462.7,4780.37,4650.26,4650.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,-317.67,-1190,0.0,1,6,1
10593400,157.38493,4,1,1.0,2004,2,2,,25.0,52.83,,2,2,,3.0,,2,1,2,2,3,1,3,3,800.0,2,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
10593500,197.48876,4,1,5.0,1998,2,1,,150.0,210.0,,1,1,,3.0,,2,1,1,3,1,1,1,3,800.0,2,,2,2,2,2,8934.11,8455.86,7766.21,2915.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,0,0,458.25,-222,0.0,1,6,1
10593600,203.36267,4,1,2.0,1983,2,2,,1.0,150.0,,1,1,,3.0,,2,2,1,3,3,1,3,2,300.0,1,,2,2,2,2,3919.68,3919.68,3919.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
10593700,281.00159,1,1,7.0,1978,2,1,,1.0,148.25,,1,1,,3.0,,1,1,1,1,1,1,1,4,600.0,3,,2,2,2,2,36612.95,33699.73,33699.73,28810.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,70.65,0,0,2842.57,0,3000.86,1,7,2
10593800,355.8777,1,1,5.0,1990,2,1,,1.0,88.33,,1,1,,3.0,,2,1,1,3,3,1,1,3,600.0,2,,2,2,2,2,4029.9,4014.9,3477.0,1395.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,15.0,0,0,0.0,0,449.43,1,7,2
10593900,358.3384,2,1,3.0,1965,2,1,,1.0,62.25,,2,2,,3.0,,2,1,2,1,1,1,1,4,500.0,3,,2,1,2,2,8722.2,8656.2,2661.82,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,66.0,0,0,0.0,0,0.0,1,7,2
10594000,744.43343,1,1,4.0,1968,1,2,,1.0,52.08,,3,3,,3.0,,2,2,1,3,3,1,3,2,300.0,1,,2,2,2,2,2342.76,2342.76,2342.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,7,2
10594200,411.87491,1,1,3.0,2007,2,2,,50.0,235.83,,1,1,,2.0,1.0,2,2,2,2,1,1,1,1,1200.0,1,1.0,2,2,1,2,7273.2,7158.65,3944.44,81.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,0,0,94.55,-113,0.0,1,7,2
10594300,232.07804,1,1,5.0,1960,2,1,,50.0,130.99,,1,1,,3.0,,2,1,1,3,3,1,3,3,500.0,2,,2,2,2,2,6808.9,6808.9,6808.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,1294.62,1,7,2
10594500,239.15021,1,1,5.0,2007,2,2,,100.0,119.17,,1,1,,3.0,,1,1,1,3,1,1,1,4,1000.0,2,,2,2,2,2,6612.81,5093.48,5093.48,5093.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,59.07,400,0,1060.26,0,0.0,1,7,2
10594600,208.76968,1,1,4.0,1978,2,1,,1.0,100.0,,1,3,,3.0,,2,1,1,2,3,1,1,3,900.0,2,,2,2,2,2,7606.12,7563.12,6498.52,5863.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,43.0,0,0,0.0,0,344.84,1,7,2
10594800,699.66911,1,1,3.0,1963,1,2,,1.0,43.75,,3,3,,3.0,,2,2,2,3,3,1,3,2,300.0,1,,2,2,2,2,5463.26,5454.26,5454.26,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,9.0,0,0,0.0,0,0.0,1,7,2
10594900,451.10708,1,1,4.0,1982,2,1,,1.0,96.17,,1,1,,3.0,,2,1,1,2,1,1,1,3,800.0,2,,2,2,2,2,15403.81,14910.1,13469.66,9560.62,0.0,0.0,637.14,637.14,91.2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.38,0,0,493.33,-101,0.0,1,7,2
10595100,92.71409,1,1,4.0,1999,1,1,,,105.0,,3,1,,3.0,,2,1,1,1,1,1,1,3,1000.0,2,,1,2,2,2,10153.44,8647.12,7106.44,7106.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,0,0,1486.32,-60,68.6,1,7,2
10595200,247.96855,1,1,6.0,1984,2,1,,30.0,97.33,,1,1,,3.0,,2,1,1,1,3,1,1,4,500.0,3,,2,2,2,2,17347.65,14752.46,14752.46,10053.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4.0,0,0,2591.19,0,87.98,1,7,2
10595300,734.01188,3,1,3.0,1968,2,1,,,82.5,,1,1,,3.0,,2,1,2,1,1,1,1,3,700.0,3,,2,2,2,2,5367.9,5367.9,5367.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,7,2
10595400,908.08932,1,1,4.0,1983,1,2,,1.0,21.659999999999997,,1,3,,3.0,,1,1,2,2,1,1,2,3,200.0,1,,2,1,2,2,1699.8,1559.92,714.37,714.37,0.0,0.0,0.0,0.0,845.55,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,139.88,0,515.26,1,7,2
10595700,25.4001,4,1,4.0,1955,2,2,,70.0,160.0,,1,1,,3.0,,1,1,2,3,1,1,3,2,900.0,1,,2,2,2,2,19252.33,16138.25,16138.25,9657.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.36,0.36,0,0.0,0.0,0.0,0,0,3114.08,-70,0.0,2,2,1
10595800,85.67038,4,1,3.0,1969,2,1,,130.0,98.58,,1,1,,3.0,,1,1,2,3,1,1,1,2,500.0,1,,2,2,2,2,7766.9,7731.9,7731.9,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,35.0,0,0,0.0,0,119.09,2,2,1
10596000,57.52578,4,1,3.0,1969,2,2,,180.0,179.33,,1,1,,3.0,,1,1,1,3,1,1,1,3,550.0,2,,1,1,1,2,7462.52,7462.52,7462.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10596100,84.73921,1,1,6.0,1976,2,1,,160.0,80.0,,1,1,,3.0,,1,1,1,3,1,1,1,4,350.0,2,,2,2,2,2,4519.24,4327.16,4327.16,618.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,120,0,72.08,0,373.75,2,2,1
10596200,134.13256,4,1,2.0,1985,2,1,,50.0,97.0,,1,1,,3.0,,1,1,2,3,1,1,1,2,350.0,1,,2,2,2,2,8957.19,8957.19,8957.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10596300,1044.84865,4,4,1.0,2014,2,2,150.0,,230.0,,1,1,,3.0,,1,1,1,3,1,1,1,4,700.0,3,,2,2,1,2,20903.9,18855.54,18325.65,18325.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2048.36,-104,0.0,2,2,1
10596400,76.74407,3,2,3.0,2004,1,2,,120.0,276.0,106.0,1,1,3.0,3.0,,1,1,1,3,1,1,1,3,700.0,2,,2,2,2,2,18228.41,15222.53,14557.74,14557.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,192,0.0,0.0,0.0,0,0,3005.88,-5,0.0,2,2,1
10596500,306.44517,4,1,4.0,2003,2,1,,200.0,100.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,450.0,2,,2,1,1,2,8601.56,6653.78,6653.78,6653.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,1940.78,0,0.0,2,2,1
10596900,244.13225,3,1,2.0,1994,2,1,,25.0,55.83,,1,1,,3.0,,1,1,1,1,1,1,1,3,600.0,1,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10597100,41.35028,4,1,4.0,1987,2,1,,110.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1400.0,2,,2,2,2,2,22599.07,18018.56,16500.84,16500.84,500.0,475.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4580.51,-36,0.0,2,2,1
10597200,94.14873,4,1,2.0,1969,2,1,,100.0,100.0,,1,1,,3.0,,1,1,2,1,1,1,1,3,600.0,2,,2,2,1,2,7288.73,7288.73,5271.58,0.0,0.0,0.0,0.0,0.0,692.97,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10597300,45.00196,3,1,3.0,1953,2,2,,250.0,170.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1100.0,2,,2,2,2,2,16727.81,14687.07,14687.07,8204.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2040.74,0,0.0,2,2,1
10597400,197.04282,4,1,3.0,1992,2,1,,70.0,120.0,,1,1,,3.0,,2,1,2,2,3,1,3,2,300.0,1,,2,2,2,2,5958.72,5958.72,5958.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10597600,207.96548,4,1,2.0,1975,2,1,,120.0,78.67,,1,1,,3.0,,1,1,2,3,3,1,3,2,300.0,1,,2,2,1,2,4096.66,4096.66,4096.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10597900,277.50945,4,1,5.0,2007,2,1,,150.0,200.0,,1,1,,3.0,3.0,1,1,2,3,1,1,1,3,1500.0,2,2.0,2,2,2,2,23936.04,18785.8,18424.35,18224.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6.01,0,0,5144.23,-228,0.0,2,2,1
10598000,73.04424,1,1,6.0,1974,2,2,,110.0,166.67,,1,1,,3.0,,1,1,2,3,1,1,1,2,1800.0,2,,2,2,2,2,21689.36,20421.63,15276.96,11905.18,0.0,0.0,3815.79,3376.71,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,9.0,0,0,1258.73,-80,0.0,2,2,1
10598100,145.04367,4,1,3.0,1999,2,1,,150.0,150.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,700.0,2,,2,1,2,2,4977.76,4374.26,3113.3,3113.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,603.5,0,0.0,2,2,1
10598300,108.24077,4,2,3.0,2007,2,1,,100.0,137.0,105.0,1,1,3.0,3.0,,1,1,1,1,1,1,1,3,1500.0,2,,2,2,2,2,32479.12,28973.68,28973.68,28973.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,120,0.0,0.0,0.0,0,0,3505.44,-90,0.0,2,2,1
10598400,89.18752,4,1,3.0,2005,2,1,,60.0,130.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1200.0,2,,2,1,2,2,17706.6,17205.14,14346.56,14346.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,501.46,-274,0.0,2,2,1
10598700,207.90145,4,1,1.0,2015,2,2,,100.0,130.0,,1,1,,3.0,,1,1,2,2,3,2,3,1,400.0,1,,2,2,2,2,2917.14,2917.14,2917.14,360.0,0.0,0.0,0.0,0.0,0.0,0.0,360,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10598800,202.189,4,4,1.0,1994,1,2,10.0,,65.0,,3,3,3.0,1.0,,2,1,2,2,3,1,3,1,125.0,1,,2,2,1,2,3943.72,3943.72,3943.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10599000,58.73697,1,1,5.0,1975,2,2,,50.0,84.0,,1,1,,3.0,,2,1,2,3,1,1,1,2,1200.0,1,,2,2,2,2,22684.5,17502.81,17083.21,17083.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,28.0,0,0,5153.69,0,0.0,2,2,1
10599100,217.35762,4,1,2.0,1965,2,2,,50.0,70.0,,1,1,,3.0,,2,1,2,2,3,1,3,2,450.0,1,,2,2,2,2,3368.64,3368.64,3368.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10599200,191.62397,4,1,3.0,1963,2,2,,100.0,85.0,,1,1,,3.0,,1,1,2,3,3,3,3,1,400.0,1,,2,2,2,2,2744.82,2744.82,2744.82,210.0,0.0,0.0,0.0,0.0,0.0,0.0,210,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10599400,213.95332,2,1,3.0,1934,2,1,,50.0,85.34,,1,1,,3.0,,2,2,2,2,3,1,3,1,600.0,1,,2,2,2,2,4021.88,4021.88,4021.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10599500,128.80674,4,1,3.0,1999,2,1,,300.0,120.0,,1,1,,3.0,3.0,1,1,1,1,1,1,1,4,1500.0,3,,2,2,2,2,55480.12,42296.94,42296.94,42296.94,984.71,984.71,0.0,0.0,0.0,0.0,0,0,29.1,29.1,0,0.0,0.0,61.0,0,0,13122.18,0,0.0,2,2,1
10599700,132.50018,4,1,2.0,1999,1,1,,,79.17,,1,1,,2.0,,2,2,2,2,2,1,3,1,300.0,1,,2,1,1,2,2872.98,2931.98,2931.98,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,-59.0,-59,0.0,2,2,1
10599900,107.28614,4,1,3.0,1986,2,1,,140.0,40.0,,1,1,,3.0,,1,1,2,3,3,1,1,2,900.0,2,,2,1,1,2,18698.09,16105.35,15409.77,7848.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2592.74,0,0.0,2,2,1
10600200,192.65364,4,1,3.0,1989,2,2,,100.0,84.0,,1,1,,2.0,,2,1,2,2,3,2,3,1,450.0,1,,2,2,2,2,2406.78,2406.78,2406.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10600300,61.13502,4,1,3.0,1994,2,2,,,120.0,,1,1,,3.0,,1,1,2,3,3,1,3,2,700.0,1,,2,2,2,2,5397.94,5397.94,5397.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10600400,100.33153,4,1,2.0,1972,2,1,,100.0,100.0,,1,1,,3.0,,2,2,2,3,1,1,2,4,800.0,3,,2,2,2,2,7716.36,7716.36,7716.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10600500,219.41099,4,1,3.0,1973,2,1,,130.0,150.0,,1,1,,3.0,,2,1,2,2,3,1,3,4,400.0,3,,2,1,1,2,4124.58,4124.58,4124.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10600700,169.20411,4,1,4.0,1984,2,2,,90.0,150.0,,1,1,,3.0,,1,1,2,3,3,1,1,2,700.0,1,,2,2,2,2,14664.36,13545.74,13545.74,4620.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.55,17.55,0,0.0,0.0,9.0,0,0,1109.62,0,0.0,2,2,1
10600800,85.82821,4,1,2.0,1972,2,1,,100.0,100.0,,1,1,,3.0,,1,1,2,2,1,1,3,3,700.0,2,,2,2,2,2,6761.61,6676.42,6676.42,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,85.19,0,0.0,2,2,1
10600900,206.47057,4,1,2.0,2002,2,2,,50.0,45.0,,1,1,,3.0,,2,1,2,2,3,1,3,2,300.0,1,,2,2,2,2,3109.56,3109.56,3109.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,2,1
10601000,135.16893,4,1,1.0,1985,2,1,,50.0,100.0,,1,1,,3.0,,1,1,1,3,1,1,3,3,370.0,2,,1,1,1,1,10378.73,7860.44,7482.02,7482.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47000000000000003,0.47000000000000003,0,0.0,0.0,0.0,0,0,2518.29,0,0.0,2,2,1
10601100,79.37281,3,1,3.0,1961,2,2,,150.0,125.0,,1,1,,3.0,,1,1,1,3,1,1,1,4,600.0,2,,1,2,1,2,22302.64,17243.15,16764.98,16764.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,9.0,0,0,5050.49,-51,0.0,2,2,1
10601200,58.61925,4,1,3.0,1995,2,2,,60.0,150.0,,1,1,,3.0,,1,1,1,1,1,1,1,2,900.0,1,,2,2,2,2,11986.2,10700.4,7890.96,7890.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1285.8,0,0.0,2,2,1
10601500,39.05763,4,1,4.0,1990,2,1,,150.0,130.0,,1,1,,3.0,,1,1,2,3,1,1,2,3,1000.0,2,,2,2,2,2,28589.78,21508.28,21508.28,21508.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54.94,54.94,0,0.0,0.0,0.0,0,0,7081.5,-53,0.0,2,2,1
10601900,202.48335,4,1,4.0,1990,2,1,,100.0,150.0,,1,1,,3.0,,1,1,2,1,1,1,1,2,1200.0,1,,2,2,2,2,26066.26,20864.57,20618.02,20618.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09,0.09,0,0.0,0.0,0.0,0,0,5201.69,-20,0.0,2,2,1
10602100,179.24458,4,1,4.0,2010,2,2,,160.0,110.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1000.0,2,,2,1,1,2,28287.07,21913.42,21913.42,21913.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6373.65,-117,0.0,2,2,1
10602300,89.98975,4,1,1.0,1999,1,2,,50.0,70.0,,3,3,,3.0,3.0,1,1,2,2,1,1,2,2,700.0,1,1.0,2,1,2,2,9703.5,7962.15,7962.15,7962.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1741.35,0,0.0,2,2,1
10602400,99.43962,4,1,3.0,1999,2,1,,90.0,120.0,,1,1,,3.0,,1,1,2,1,1,1,3,2,600.0,1,,2,2,2,2,6777.67,6351.53,5823.94,5823.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,10.06,0,0,416.08,-74,0.0,2,2,1
10602600,82.99066,3,1,3.0,1976,2,1,,70.0,105.67,,1,1,,3.0,,2,1,2,3,1,1,1,2,700.0,2,,2,2,2,2,6888.0,6667.0,6667.0,6667.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,53.0,0,0,168.0,0,0.0,2,2,1
10602900,95.31794,4,1,3.0,1999,2,1,,160.0,110.0,,1,1,,3.0,,1,1,1,3,1,1,1,2,600.0,1,,2,1,1,1,5060.41,4277.18,4180.86,4180.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,780.23,0,0.0,2,2,1
10603000,163.31436,1,1,3.0,2015,2,1,,,97.34,,1,1,,3.0,,1,1,1,3,3,3,1,3,400.0,2,,2,2,2,2,6048.71,5632.71,2451.4,2451.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.86,2.86,0,0.0,0.0,0.0,0,0,416.0,-60,0.0,2,7,2
10603100,63.50216,4,2,3.0,2008,2,2,,70.0,205.0,250.0,1,1,3.0,3.0,,1,1,2,3,1,1,1,1,1500.0,1,,2,2,2,2,25576.68,20733.95,20733.95,20733.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,540,0.0,0.0,0.0,0,0,4842.73,-40,0.0,2,2,1
