HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
40482500,101.20963,1,1,5.0,2011,2,1,,150.0,167.5,,1,1,,3.0,,2,1,1,3,1,1,1,4,600.0,2,,2,2,2,2,14872.11,13903.68,13836.99,13836.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,69.0,0,0,899.43,0,0.0,7,6,1
40482700,110.01193,4,1,2.0,1999,2,2,,110.0,98.08,,1,1,,3.0,,1,2,2,2,1,1,1,2,1250.0,1,,2,2,2,2,15071.66,12276.39,11037.84,11037.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,10.56,1800,0,984.71,-203,0.0,1,6,1
40483000,113.66676,4,1,3.0,2001,2,2,,35.0,90.0,,1,1,,1.0,3.0,1,1,2,3,1,1,2,3,600.0,1,2.0,2,2,2,2,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,9,6,1
40483100,143.82892,1,1,4.0,1974,2,1,,50.0,77.91,,1,1,,3.0,,2,1,2,2,3,1,3,2,500.0,2,,2,2,2,2,2551.35,2547.35,2410.4,-4.0,0.0,0.0,0.0,0.0,0.0,136.95,0,0,0.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0,107.29,10,6,1
40483700,66.18422,4,1,2.0,1998,2,2,,100.0,93.08,,1,1,,3.0,,1,1,1,2,1,1,1,3,1250.0,1,,2,2,2,2,21126.51,13431.82,13431.82,13431.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39.21,39.21,0,0.0,0.0,0.0,3000,0,4694.69,-105,0.0,1,6,1
40483800,164.03536,1,1,4.0,1977,1,2,,25.0,64.0,,3,3,,3.0,,2,1,2,3,3,1,3,2,250.0,2,,2,2,2,2,3375.67,3375.67,3375.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,4,6,1
40484200,80.34159,4,1,4.0,1991,2,1,,30.0,206.67,,1,1,,3.0,,1,1,1,3,1,1,1,4,600.0,2,,2,2,2,2,17990.7,15423.44,12292.26,9443.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.99,0.99,0,0.0,0.0,0.0,0,0,2567.26,-13,0.0,6,6,1
40484300,33.8043,1,1,7.0,1988,2,2,,100.0,93.33,,1,1,,3.0,,2,1,2,2,1,1,2,3,600.0,2,,2,2,2,2,20600.03,16179.36,16179.36,16179.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,83.5,0,0,4337.17,0,0.0,5,6,1
40484500,368.402,4,1,3.0,1998,2,2,,120.0,36.0,,1,1,,3.0,,2,1,2,2,1,1,2,2,450.0,2,,2,2,2,2,4865.51,4865.51,983.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,6,1
40484600,137.05474,4,1,3.0,1988,2,2,,80.0,101.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,850.0,2,,2,2,2,2,22282.78,21620.82,20162.04,20162.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,661.96,0,0.0,4,6,1
40484800,376.49908,1,1,3.0,2013,2,1,,90.0,133.32999999999998,,1,1,,,3.0,1,1,1,3,1,1,1,3,1000.0,2,,2,2,2,2,51779.02,45568.69,41784.27,41784.27,0.0,0.0,3784.42,3111.95,0.0,0.0,0,0,1.22,1.22,0,0.0,0.0,228.0,0,0,5982.33,-111,308.17,6,6,1
40484900,240.89055,4,1,2.0,2001,2,1,,30.0,140.0,,1,1,,3.0,,2,1,2,1,1,1,3,3,600.0,2,,2,1,2,2,3871.55,3871.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
40485100,50.74596,3,1,3.0,1983,2,1,,70.0,66.25,,1,1,,3.0,,2,1,2,2,3,1,1,3,1000.0,2,,2,2,2,2,5839.05,4963.29,3821.61,3821.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,875.76,0,0.0,1,6,1
40485900,155.89514,4,1,2.0,1956,2,2,,1.0,116.0,,1,1,,3.0,,1,1,1,3,3,1,1,4,300.0,3,,2,2,2,2,4790.46,4790.46,4790.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,6,6,1
40486300,148.92703,2,5,4.0,1974,2,1,,,111.67,,1,1,,3.0,,1,1,2,1,1,1,1,2,1000.0,2,,2,1,1,2,13444.53,10748.91,9988.42,9988.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2695.62,-44,0.0,3,6,1
40486400,160.25731,4,1,2.0,1997,2,2,,1.0,60.0,,1,1,,3.0,,1,1,2,3,1,1,1,3,1700.0,2,,2,2,2,2,34081.66,26614.84,26614.84,26614.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14,0.14,0,0.0,0.0,0.0,0,0,7466.82,-487,0.0,8,6,1
40486500,70.52894,1,1,4.0,1975,1,1,,10.0,44.16,,3,3,,3.0,,1,1,2,1,1,3,1,3,1000.0,2,,2,2,2,2,10892.76,9122.29,8752.34,5526.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,1763.47,0,104.24,5,6,1
40487000,112.64205,1,1,5.0,1998,2,1,,100.0,100.5,,1,1,,3.0,3.0,1,1,1,3,1,1,1,3,500.0,2,2.0,2,2,2,2,16065.69,12609.25,12609.25,12609.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,36.0,0,0,3420.44,-41,0.0,6,6,1
40487100,484.44498,1,2,4.0,2009,2,1,,100.0,154.32999999999998,110.0,1,1,3.0,3.0,,1,1,2,2,1,1,1,2,2500.0,1,,2,2,2,2,21024.14,18629.93,17528.95,17528.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,540,0.0,0.0,20.0,0,0,2374.21,-424,158.95,8,6,1
40487300,175.16498,1,1,4.0,1933,2,1,,30.0,59.75,,1,3,,3.0,,2,1,2,3,1,1,2,3,300.0,2,,2,1,2,2,4409.59,4397.59,4397.59,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0,1222.06,1,6,1
40487800,56.81076,4,1,4.0,2015,2,1,,,85.59,,1,1,,3.0,,1,1,1,2,1,1,1,2,1250.0,2,,2,2,2,2,13209.54,8839.97,7046.72,7046.72,0.0,0.0,0.0,0.0,0.0,0.0,0,444,0.02,0.02,0,0.0,0.0,11.9,1680,0,2677.67,0,0.0,1,6,1
40487900,176.45722,1,1,5.0,1966,2,1,,1.0,63.02,,1,1,,3.0,,1,2,2,3,3,1,3,3,600.0,2,,2,2,2,2,3434.65,3434.65,3419.4,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,8,6,1
40488100,122.64221,4,1,2.0,1974,2,1,,1.0,90.0,,1,1,,3.0,,2,2,2,3,3,1,2,2,1000.0,1,,2,2,2,2,5094.09,4885.17,4885.17,2312.89,270.0,270.0,0.0,0.0,0.0,0.0,0,0,2.89,2.89,0,0.0,0.0,13.0,0,0,195.92,-13,0.0,6,6,1
40488200,186.86533,4,1,2.0,2007,2,1,,100.0,60.0,,1,1,,3.0,,1,1,2,3,3,1,3,2,400.0,2,,2,2,2,2,3746.02,3746.02,3746.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,3,6,1
40488400,39.75926,4,1,3.0,1993,2,1,,100.0,173.75,,1,1,,3.0,,1,1,1,3,1,1,1,4,400.0,2,,2,2,2,2,23315.56,19946.4,16432.42,16432.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5.03,0,0,3364.13,-172,0.0,7,6,1
40488800,160.21043,1,5,4.0,1988,2,1,,90.0,77.5,,1,1,,3.0,,1,1,2,1,1,1,1,3,900.0,2,,2,2,2,2,9504.72,7192.2,6940.43,6940.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2312.52,-57,0.0,3,6,1
40488900,64.91399,4,1,2.0,1989,2,2,,25.0,80.0,,1,1,,3.0,,1,1,2,2,1,1,1,2,1250.0,1,,2,2,2,2,22495.99,17830.78,15380.22,15380.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49.84,49.84,0,0.0,0.0,8.0,0,0,4657.21,0,747.05,1,6,1
40489000,134.60407,4,1,5.0,1980,2,1,,90.0,120.0,,1,1,,3.0,,2,1,2,2,3,1,3,2,300.0,1,,2,2,2,2,4675.74,4675.74,4675.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,4,6,1
40489100,123.52165,4,1,3.0,1994,2,1,,90.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,950.0,2,,2,2,2,2,37721.82,29095.43,28609.37,28609.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,268.76000000000005,268.76000000000005,0,0.0,0.0,69.02,0,0,8557.37,-131,149.56,9,6,1
40489200,121.25172,1,1,5.0,1998,1,1,,90.0,81.75,,1,1,,3.0,,2,1,2,2,3,1,1,2,1000.0,2,,2,2,2,2,6920.53,5878.68,5878.68,4212.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,11.0,0,0,1030.85,0,1045.21,8,6,1
40489700,114.23697,4,4,4.0,2000,2,1,15.0,200.0,112.17,,1,1,,2.0,,2,2,2,2,2,1,3,1,350.0,1,,2,2,2,2,6714.57,5741.27,5741.27,5741.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,973.3,0,0.0,2,6,1
40489800,94.96758,3,1,4.0,1961,2,1,,80.0,125.0,,1,1,,3.0,,1,1,1,1,1,1,1,5,850.0,3,,2,2,2,2,7852.17,6101.66,6101.66,6101.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,1743.51,-6,0.0,6,6,1
40489900,87.07123,4,1,3.0,1995,2,1,,35.0,90.0,,1,1,,3.0,,2,1,2,3,1,1,3,2,600.0,1,,2,2,2,2,9297.21,9197.32,7758.71,976.69,0.0,0.0,0.0,0.0,397.11,0.0,0,0,0.0,0.0,0,0.0,0.0,3.0,0,0,96.89,-51,190.7,9,6,1
40490200,76.15872,4,1,3.0,1995,2,1,,70.0,100.0,,1,1,,3.0,,2,1,2,1,1,1,1,3,500.0,2,,2,2,2,2,11557.21,9442.1,9095.75,9095.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2115.11,0,0.0,5,6,1
40490300,50.05353,4,1,5.0,1989,2,1,,70.0,150.0,,1,1,,3.0,,1,1,1,1,1,1,1,5,600.0,3,,2,2,2,2,41936.18,32096.63,32096.63,32096.63,970.9,824.9,0.0,0.0,0.0,0.0,0,0,2526.18,2148.18,0,0.0,0.0,84.59,0,0,9754.96,0,0.0,5,6,1
40490500,92.90087,4,1,4.0,1987,1,2,,10.0,150.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1000.0,2,,2,1,2,1,19219.04,14751.29,14408.25,14408.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.35,1.35,0,0.0,0.0,7.0,0,0,4460.75,0,0.0,10,6,1
40490700,49.11418,4,1,3.0,1981,2,2,,25.0,100.0,,1,1,,3.0,,1,1,1,1,3,1,3,3,1750.0,2,,2,2,2,2,23994.44,18650.6,15937.0,14020.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,1200,0,4123.84,0,151.52,5,6,1
40490800,47.54638,1,1,4.0,2000,2,1,,100.0,179.16,,1,1,,3.0,,1,1,1,2,1,1,1,3,2000.0,2,,2,2,2,2,13488.03,11806.04,11806.04,8972.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.41,7.41,0,0.0,0.0,35.0,0,0,1646.99,0,0.0,10,6,1
40490900,269.73828,4,1,2.0,1990,2,2,,,83.33,,1,1,,1.0,,2,2,2,2,3,1,2,2,575.0,1,,2,2,2,2,5121.22,4198.1,4198.1,4198.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1,1.1,0,0.0,0.0,3.0,0,0,920.12,0,0.0,3,6,1
40491000,48.66583,4,1,3.0,1985,2,2,,130.0,100.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1250.0,1,,2,2,2,2,16617.58,13333.2,13010.76,13010.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,8.0,0,0.0,0.0,0.0,0,0,3284.38,-20,826.11,1,6,1
40491100,93.776,3,1,3.0,1956,1,1,,25.0,225.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1300.0,2,,2,2,2,2,19328.8,16655.49,13915.9,9675.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2673.31,-227,0.0,2,6,1
40491400,88.57745,4,1,2.0,1971,1,2,,86.0,79.92,,1,1,,3.0,,2,1,2,2,2,1,2,1,600.0,1,,1,1,1,2,4407.66,4407.66,4407.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
40491500,91.68251,1,1,5.0,2012,2,1,,170.0,83.42,,1,1,,3.0,3.0,1,1,2,1,1,1,1,3,1000.0,2,2.0,2,2,2,2,15528.65,14238.73,14189.85,5791.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,35.0,0,0,1254.92,0,0.0,3,6,1
40491600,70.1526,3,1,3.0,1984,2,1,,25.0,62.25,,1,1,,3.0,,2,2,2,2,3,1,3,2,400.0,1,,2,2,2,2,3558.54,3558.54,3558.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,232.94,5,6,1
40491800,64.91673,1,1,5.0,1981,2,1,,50.0,73.66,,1,1,,3.0,,1,1,2,1,1,1,1,3,950.0,2,,2,1,1,2,15288.89,13798.28,13798.28,5552.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,17.0,0,0,1473.61,0,67.56,5,6,1
40492100,76.97069,4,1,2.0,1989,2,1,,,154.0,,1,1,,3.0,,1,1,1,3,2,1,1,3,400.0,1,,2,2,2,2,11651.1,10834.63,10834.63,3657.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20.06,20.06,0,0.0,0.0,0.0,0,0,816.47,-37,166.6,7,6,1
40492400,190.40939,4,1,3.0,1976,2,2,,35.0,60.0,,1,1,,3.0,,1,1,1,3,3,1,2,3,400.0,2,,2,2,2,2,3870.02,3870.02,3870.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,8,6,1
40492500,54.19198,1,1,5.0,1970,2,1,,20.0,65.58,,1,1,,3.0,,1,1,2,3,1,1,1,3,600.0,2,,2,2,2,2,10115.38,10081.38,10081.38,1892.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,34.0,0,0,0.0,0,189.88,9,6,1
40492700,73.79861,4,1,5.0,1984,2,1,,50.0,70.0,,1,1,,3.0,,2,1,1,3,3,1,3,3,500.0,2,,2,2,2,2,4228.16,4228.16,4228.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,6,6,1
40492800,88.10254,2,1,4.0,1971,2,2,,100.0,81.67,,1,1,,3.0,,2,2,2,2,3,1,1,2,1000.0,1,,2,2,2,2,5713.2,5688.2,5688.2,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,25.0,0,0,0.0,0,129.57,3,6,1
40492900,82.48354,4,1,4.0,1974,2,2,,,123.0,,1,1,,3.0,,2,1,1,3,3,1,1,3,600.0,2,,2,2,2,2,5817.63,5652.2,5571.1,2096.0,0.0,0.0,0.0,0.0,81.1,0.0,0,0,0.0,0.0,0,0.0,0.0,12.0,0,0,153.43,0,0.0,1,6,1
40493000,174.9951,4,1,2.0,2000,2,2,,25.0,66.42,,1,1,,3.0,,2,2,2,2,3,1,3,3,300.0,2,,2,2,2,2,3340.98,3340.98,3340.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,6,1
40493400,234.87191,1,1,5.0,1994,2,1,,600.0,129.16,,1,1,,3.0,,2,1,2,1,1,1,1,3,3500.0,2,,2,2,2,2,17753.42,14334.28,13814.88,13814.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,35.0,0,0,3384.14,-244,0.0,2,6,1
40493500,115.3157,4,1,2.0,2003,2,2,,100.0,90.0,,1,1,,3.0,,1,1,2,2,1,1,1,3,1250.0,1,,2,1,2,2,39877.19,37310.89,37310.89,37310.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.59,2.59,0,0.0,0.0,14.0,0,0,2552.3,0,698.74,1,6,1
40493600,198.59122,4,1,3.0,1989,2,2,,70.0,120.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,1250.0,2,,2,1,2,2,17746.3,13806.58,13588.07,13588.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3939.72,0,0.0,4,6,1
40493700,141.86744,4,1,2.0,1978,2,1,,1.0,120.0,,1,1,,3.0,,2,1,2,2,1,1,2,3,1000.0,2,,2,2,2,2,6939.38,5467.66,5234.78,5234.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1471.72,0,0.0,8,6,1
40493800,335.55959,4,1,3.0,2004,2,2,,50.0,125.0,,1,1,,3.0,,2,1,2,3,3,1,3,3,600.0,2,,2,2,2,2,4465.18,4465.18,4465.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,6,1
40493900,291.35266,3,5,2.0,1994,1,1,,20.0,39.17,,1,1,,3.0,,1,1,1,2,3,1,3,3,350.0,2,,2,2,2,2,8665.75,6779.29,6440.32,6440.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11.94,11.94,0,0.0,0.0,13.0,0,0,1873.46,-107,67.14,2,6,1
40494100,93.36521,1,5,4.0,2013,1,1,,1.0,55.66,,3,3,,3.0,,1,1,1,3,3,1,1,3,500.0,2,,2,2,2,2,8423.26,8403.26,8403.26,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.0,0,0,0.0,0,0.0,9,7,2
40494200,66.63372,4,1,4.0,1967,2,2,,50.0,150.0,,1,1,,3.0,,1,1,2,2,2,1,3,2,500.0,1,,2,2,2,2,10060.02,10054.02,10054.02,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6.0,0,0,0.0,0,0.0,4,6,1
40494300,42.00993,2,1,2.0,1972,2,1,,25.0,63.25,,3,3,,3.0,,2,2,2,2,2,3,3,2,700.0,2,,2,2,2,2,7963.3,7906.9,6871.54,164.04,0.0,0.0,0.0,0.0,318.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,56.4,0,0.0,2,6,1
40494500,67.44235,1,1,4.0,1970,2,1,,145.0,76.67,,1,1,,3.0,,2,1,1,3,3,1,1,3,500.0,2,,2,2,1,2,6304.26,6304.26,6304.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,6,1
40494600,150.78586,2,1,3.0,1988,2,1,,25.0,32.25,,1,1,,3.0,,1,1,1,3,3,1,3,3,250.0,2,,2,2,2,2,5603.02,5603.02,5603.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,5,6,1
40494800,229.13009,3,1,3.0,1995,2,1,,,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,5,700.0,3,,2,2,2,2,27686.9,24355.63,24355.63,24355.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1104.63,946.63,0,0.0,0.0,0.0,0,0,3331.27,-9,0.0,2,6,1
40495200,333.43502,1,4,3.0,2013,2,1,100.0,,117.33,,1,1,3.0,3.0,,1,1,1,3,1,1,1,3,950.0,3,,2,2,2,2,9954.81,9940.16,9446.16,9446.16,0.0,0.0,494.0,494.0,0.0,0.0,9020,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14.65,-42,0.0,1,7,2
40495400,233.87006,1,5,4.0,2012,1,2,,1.0,52.65,,3,3,,2.0,,1,2,2,3,3,3,3,2,500.0,1,,2,2,2,2,1499.57,1499.57,1146.84,0.0,0.0,0.0,0.0,0.0,89.97,262.76,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,5,6,1
40495500,76.17981,4,1,4.0,1991,2,1,,60.0,120.0,,1,1,,3.0,3.0,1,1,1,2,1,1,1,3,600.0,1,,2,2,2,2,4927.76,4927.76,4927.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,6,6,1
40495600,63.59439,4,1,3.0,1988,2,1,,100.0,128.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,1400.0,2,,2,2,2,2,28812.9,23672.63,22638.39,22334.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,550.0,440.0,0,0.0,0.0,32.0,0,0,5108.27,-261,0.0,2,6,1
40496000,94.79328,4,1,5.0,2005,2,1,,90.0,200.0,,1,1,,2.0,,2,1,2,2,1,1,1,1,950.0,1,,2,2,2,2,16024.67,12615.0,11827.29,8247.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1200,0,2209.67,-127,0.0,4,6,1
40496200,180.56519,3,5,2.0,1996,2,1,,1.0,140.0,,1,1,,3.0,3.0,2,1,2,1,1,1,1,3,1000.0,2,,1,1,1,2,17367.11,13408.26,12995.69,12995.69,0.0,0.0,0.0,0.0,306.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,250,0,3708.85,-103,0.0,6,6,1
40496400,153.87535,2,4,1.0,1997,2,2,10.0,,43.67,,3,3,3.0,3.0,,2,2,2,2,1,2,2,1,625.0,1,,2,2,2,2,3792.85,2449.53,2449.53,2449.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49,0.49,0,0.0,0.0,0.0,720,0,623.32,0,0.0,1,6,1
40496500,87.78742,1,1,6.0,1995,2,1,,50.0,80.0,,1,1,,3.0,,2,1,1,2,1,1,1,3,500.0,2,,2,1,1,2,8545.73,7123.94,6860.02,6860.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,18.0,0,0,1403.79,-37,0.0,4,6,1
40496600,136.53923,4,1,1.0,2012,2,2,,,80.0,,2,2,,3.0,,2,2,2,2,1,1,2,2,575.0,1,,2,1,2,2,5197.35,4200.0,3963.76,3963.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,997.35,0,0.0,1,6,1
40496800,111.22899,4,1,3.0,1998,2,2,,,80.0,,1,1,,2.0,,2,2,2,2,3,1,3,1,300.0,1,,2,2,2,2,2495.66,2495.66,2495.66,320.0,0.0,0.0,0.0,0.0,0.0,0.0,320,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,6,1
40496900,108.3749,3,1,4.0,1993,2,1,,30.0,69.17,,1,1,,3.0,,1,1,2,3,1,1,1,3,600.0,1,,2,1,2,2,5525.84,4867.0,4867.0,4867.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,0,0.0,0.0,0,0.0,0.0,29.0,0,0,629.84,0,109.97,4,6,1
40497300,55.48987,4,1,2.0,1995,2,1,,1.0,220.0,,1,1,,3.0,3.0,1,1,1,3,1,1,1,3,450.0,2,2.0,2,2,1,2,18530.36,14545.12,14347.39,8395.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,900,0,3085.24,0,0.0,6,6,1
40497400,537.87052,4,2,3.0,2009,2,2,,50.0,178.32999999999998,250.0,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,4,1200.0,3,,2,2,2,2,15989.61,12072.24,12072.24,12072.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1020,0.0,0.0,0.0,0,0,3917.37,0,0.0,2,6,1
40497800,160.18962,3,1,2.0,1959,2,1,,30.0,122.08,,1,1,,3.0,,2,2,2,2,1,1,1,2,1000.0,1,,2,2,2,2,14198.68,13552.28,7357.88,7357.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,646.4,-132,0.0,8,6,1
40497900,112.16883,4,1,3.0,1990,2,1,,1.0,135.0,,1,1,,3.0,,2,2,2,2,3,1,2,3,1500.0,1,,2,2,2,2,11420.29,10487.69,7355.6,4340.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,932.6,-104,0.0,8,6,1
40498000,185.98951,3,1,2.0,1994,2,1,,50.0,85.01,,3,3,,3.0,,2,1,2,2,3,1,1,3,1200.0,2,,2,2,2,2,8152.9,7655.02,6702.85,6702.85,0.0,0.0,0.0,0.0,45.6,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,497.88,0,0.0,10,6,1
40498100,164.50956,4,1,1.0,1994,2,1,,1.0,80.0,,1,1,,3.0,,1,1,2,3,1,1,1,2,1500.0,2,,2,2,2,2,7869.77,7092.32,6283.38,6283.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,777.45,-99,0.0,8,6,1
40498300,44.01898,1,1,4.0,1972,2,1,,90.0,124.17,,1,1,,3.0,,2,1,2,1,1,1,1,2,900.0,1,1.0,2,1,2,2,16404.44,13298.0,13298.0,13298.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,10.0,1200,0,1896.44,-228,291.95,1,6,1
