HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10000400,484.06244,4,1,5.0,1992,2,1,,320.0,146.67,,1,1,,3.0,,1,1,1,1,1,1,3,1200.0,2,,2,2,2,2,44600.82,35544.78,32915.27,30119.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9056.04,-47,0.0,10,1,1
10000500,186.77438,4,1,3.0,1973,2,1,,110.0,100.0,,1,1,,3.0,,2,1,1,1,1,2,3,1000.0,2,,2,2,2,2,16586.07,13652.17,13652.17,10986.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2933.9,-87,0.0,10,1,1
10000600,307.50238,4,4,1.5,1999,2,1,115.0,1.0,225.0,,1,1,3.0,3.0,3.0,1,1,2,3,1,1,3,3000.0,2,2.0,2,1,1,2,22549.45,19111.07,14497.29,10735.59,0.0,0.0,4613.78,3858.34,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3438.38,-57,0.0,10,1,1
10001100,256.59559,4,1,2.0,2000,2,1,,180.0,108.33,,1,1,,3.0,,1,1,1,1,1,1,4,800.0,2,,1,2,2,2,41911.77,32216.48,32216.48,32216.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9695.29,0,0.0,10,1,1
10001200,257.78839,3,1,4.0,2007,1,1,,450.0,9.25,,1,1,3.0,3.0,,1,1,1,1,1,1,5,550.0,3,,2,2,2,2,24100.22,20243.55,20175.19,17618.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.01,0.01,0,0.0,0.0,0.0,0,0,3856.67,-576,0.0,10,1,1
10001300,370.96012,3,1,3.0,1970,2,2,,,177.5,,1,1,,3.0,,2,1,1,1,1,1,3,1000.0,2,,2,2,2,2,28989.02,24143.69,23899.16,23899.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.0,15.0,0,0.0,0.0,0.0,0,0,4845.33,-431,157.79,10,1,1
10001400,196.01531,4,5,2.0,2015,2,2,,350.0,1.0,,1,1,,,,2,2,2,2,1,1,1,700.0,3,,2,2,2,2,2994.94,2875.98,-118.96,-118.96,0.0,0.0,2994.94,2395.98,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,118.96,-480,0.0,10,1,1
10001500,73.607,4,1,3.0,1988,2,2,,100.0,50.0,,1,1,,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,1,1,2,26342.51,23750.76,20986.25,12506.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2591.75,0,209.06,10,1,1
10001800,207.11655,4,1,2.0,1984,2,2,,300.0,80.0,,2,1,,3.0,,1,1,1,1,3,1,4,600.0,2,,2,1,1,2,15441.08,11610.68,10789.84,10789.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,900,0,2930.4,-75,0.0,10,1,1
10001900,174.38719,4,1,4.0,1976,2,2,,400.0,150.0,,1,1,,3.0,,2,2,2,2,3,2,2,600.0,1,,2,2,2,2,11355.54,11355.54,11355.54,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4800.0,4800.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10002400,163.07706,4,1,4.0,1985,2,2,,,150.0,,1,1,,3.0,,1,1,2,2,1,2,3,1000.0,2,,2,2,2,2,13064.04,12496.87,11367.37,4090.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,567.17,0,0.0,10,1,1
10002500,259.61094,1,1,5.0,2005,2,2,,600.0,161.67000000000002,,1,1,,2.0,2.0,2,1,2,1,1,1,3,1500.0,2,2.0,2,1,2,2,13527.35,12878.68,6635.31,6635.31,0.0,0.0,6029.52,5490.56,0.0,0.0,100,0,0.0,0.0,0,0.0,0.0,6.0,0,0,642.67,-242,0.0,10,1,1
10003100,490.41017,4,1,2.0,1987,2,2,,,50.0,,1,1,,3.0,,1,2,2,2,2,2,3,500.0,2,,2,2,2,2,3971.34,3971.34,3971.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10003300,108.85032,4,1,4.0,2005,2,2,,,76.33,,1,1,,3.0,,1,2,2,2,2,1,3,800.0,2,,2,2,2,2,11360.54,11359.34,11359.34,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.2,0,0,0.0,0,0.0,10,1,1
10003900,198.64729,4,1,3.0,1973,1,2,,250.0,100.0,,1,1,,1.0,,2,2,2,2,2,2,2,600.0,1,,2,2,2,2,5051.16,5051.16,5051.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10004000,305.4509,2,1,5.0,2002,1,1,,600.0,70.0,,1,1,,3.0,,1,1,1,1,1,1,5,2000.0,3,,2,2,2,2,80174.83,64093.2,62231.45,62231.45,1200.0,1200.0,1041.6,1041.6,0.0,0.0,0,0,8227.21,8227.21,0,0.0,0.0,0.0,0,0,16081.63,0,0.0,10,1,1
10004200,533.45034,4,1,3.0,2010,2,1,,90.0,60.0,,1,1,,3.0,,1,1,1,1,1,3,4,400.0,3,,2,1,2,2,7726.1,6343.68,5912.85,5912.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1382.42,0,0.0,10,1,1
10004800,679.68967,4,1,3.0,2000,2,1,,250.0,80.0,,1,1,,3.0,,1,1,1,1,1,1,3,350.0,2,,2,2,2,2,4506.02,3897.89,3897.89,3897.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,608.13,-196,0.0,10,1,1
10005100,281.9665,4,1,2.0,2009,2,1,,,75.0,,1,1,,3.0,,1,1,1,3,2,1,4,1000.0,3,,2,2,2,2,9112.49,9112.49,9112.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10005300,994.5069,4,1,4.0,2014,2,1,,,90.0,,1,1,,3.0,,1,1,1,1,1,1,4,1000.0,3,,2,2,2,2,24661.84,19602.99,13291.71,13291.71,0.0,0.0,5261.28,4254.77,1050.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5058.85,0,0.0,10,1,1
10006100,131.38445,4,1,4.0,2000,2,1,,300.0,170.0,,1,1,,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,36237.16,28243.89,26257.74,26257.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,7993.27,-37,0.0,10,1,1
10006400,323.1904,4,2,6.0,2007,2,1,,700.0,235.0,250.0,1,1,3.0,3.0,,1,1,1,1,1,1,5,1300.0,3,,2,2,2,2,55980.63,48023.67,48023.67,48023.67,4230.0,3600.0,0.0,0.0,0.0,0.0,0,0,7553.67,7241.67,420,0.0,0.0,0.0,0,0,7956.96,-682,0.0,10,1,1
10006500,516.76683,4,1,4.0,2001,2,1,,200.0,75.0,,1,1,,3.0,,1,1,1,1,1,1,3,1400.0,2,,2,1,1,2,19618.52,18034.92,7536.4,7536.4,0.0,0.0,3726.16,3145.77,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1583.6,0,0.0,10,1,1
10006600,112.06537,4,1,4.0,1973,2,2,,300.0,120.0,,1,1,,3.0,,1,1,2,3,3,3,3,700.0,1,,2,2,2,2,3932.88,4847.88,4847.88,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,-915.0,-915,0.0,10,1,1
10006700,406.21958,4,1,1.0,2006,2,2,,90.0,60.0,,1,1,,3.0,,1,1,2,3,1,3,4,500.0,2,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10006900,184.71087,4,1,6.0,1996,2,1,,400.0,193.83,,1,1,,3.0,,1,1,1,1,1,1,4,1000.0,3,,2,2,2,2,37527.38,28279.66,28279.66,28279.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,9247.72,0,0.0,10,1,1
10007200,1286.41461,4,3,2.0,2017,2,1,130.0,,195.0,,1,1,,3.0,3.0,1,1,1,1,1,1,4,450.0,3,,2,1,2,2,9295.36,7267.32,7267.32,7267.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2028.04,0,0.0,10,1,1
10007400,507.3516,4,1,2.0,1995,2,1,,180.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,4,500.0,2,,2,2,2,2,14355.23,11185.24,10978.53,10978.53,1000.2,1000.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3169.99,0,0.0,10,1,1
10007600,269.66035,4,1,5.0,1970,2,2,,300.0,140.0,,1,1,,3.0,,1,1,1,3,1,1,3,800.0,2,,2,2,2,2,44531.47,41371.84,41371.84,31626.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,2100,3159.63,0,0.0,10,1,1
10007700,346.30268,4,1,3.0,2005,2,1,,350.0,140.0,,1,1,,3.0,,1,1,1,1,1,1,4,1000.0,3,,2,2,2,2,63551.48,53202.77,53035.57,53035.57,0.0,0.0,167.2,167.2,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,8.0,0,0,10340.71,-532,0.0,10,1,1
10008300,428.5385,4,1,3.0,2008,2,1,,300.0,140.0,,1,1,3.0,3.0,,1,1,1,3,1,1,3,1500.0,2,,2,2,2,2,19111.85,15202.45,14384.83,14384.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49.55,49.55,0,0.0,0.0,1.0,0,0,3908.4,-159,0.0,10,1,1
10008400,110.17214,4,1,4.0,1976,2,2,,600.0,242.5,,1,1,,3.0,,1,1,2,2,1,1,3,1500.0,1,,2,1,1,2,12377.85,12442.6,12442.6,2352.34,0.0,0.0,0.0,0.0,0.0,0.0,1650,0,131.42000000000002,123.42,0,0.0,0.0,0.0,0,0,-64.75,-118,0.0,10,1,1
10008500,323.44539,4,1,3.0,2013,1,1,,300.0,130.0,,1,1,,3.0,,2,1,2,3,1,1,3,1000.0,2,,2,2,2,2,12677.67,11483.98,10821.89,10821.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1193.69,-195,0.0,10,1,1
10008700,626.29296,4,1,2.0,2000,2,2,,,57.5,,1,1,3.0,3.0,,1,1,1,1,1,2,4,600.0,2,,2,1,2,2,9919.82,7800.0,7800.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2119.82,0,0.0,10,1,1
10008800,512.98144,3,1,2.0,1979,2,1,,400.0,93.75,,1,1,,3.0,,1,1,1,1,1,3,5,500.0,3,,2,2,2,2,6851.64,6851.64,6851.64,1567.33,509.0,509.0,0.0,0.0,0.0,0.0,0,0,558.3299999999999,558.3299999999999,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10009500,169.59977,3,1,3.0,1983,2,2,,300.0,78.33,,1,1,,3.0,,1,1,1,3,1,1,3,700.0,3,,2,2,2,2,7537.44,7537.44,7537.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10009600,515.07516,4,1,4.0,2007,2,1,,300.0,139.0,,1,1,,3.0,3.0,1,1,1,1,1,1,3,1500.0,2,2.0,2,2,2,2,26737.14,20923.15,20669.51,20669.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5813.99,-107,0.0,10,1,1
10009900,527.47158,4,2,4.0,2015,2,1,,220.0,88.75,160.0,1,1,3.0,3.0,,1,1,1,1,1,1,3,1200.0,2,,2,2,2,2,36308.43,28687.78,27852.38,27852.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.62,0.62,225,0.0,0.0,0.0,0,0,7620.65,-149,0.0,10,1,1
10010100,146.00421,4,1,3.0,2000,2,1,,350.0,90.0,,1,1,,3.0,,1,1,1,1,1,1,4,1000.0,3,,2,2,2,2,78761.11,58230.88,58230.88,58230.88,3600.0,3060.0,0.0,0.0,0.0,0.0,0,0,151.0,128.35,0,0.0,0.0,0.0,0,0,20530.23,0,0.0,10,1,1
10010900,158.88931,4,1,4.0,1970,2,1,,280.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,3,1200.0,2,,2,2,2,2,32518.16,26586.55,22846.86,19288.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5931.61,-180,0.0,10,1,1
10011200,493.13672,4,1,2.0,1961,2,1,,70.0,90.0,,1,1,,3.0,,2,1,1,1,3,2,3,280.0,2,,2,1,2,2,3644.0,3644.0,3644.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10011300,681.39245,4,2,4.0,2014,2,1,,,173.17000000000002,130.0,1,1,3.0,3.0,3.0,1,1,1,1,1,1,5,2000.0,2,,2,2,2,2,29568.0,23775.89,14444.45,14444.45,0.0,0.0,9331.44,7883.08,0.0,0.0,0,0,750.52,750.52,792,0.0,0.0,0.0,0,0,5792.11,-153,0.0,10,1,1
10011400,269.11879,4,1,3.0,1991,2,1,,,78.17,,1,1,,3.0,,1,1,1,3,3,1,4,500.0,2,,2,2,2,2,10219.86,10219.86,10219.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,361.58,10,1,1
10011700,224.38518,4,1,4.0,1990,2,1,,280.0,130.0,,1,1,,3.0,,1,1,1,1,1,1,4,1300.0,2,,2,2,2,2,23610.09,18899.94,18328.75,18328.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,159.0,135.15,0,0.0,0.0,0.0,0,0,4710.15,0,0.0,10,1,1
10011800,487.70993,4,1,5.0,1997,2,2,,400.0,100.0,,1,1,,1.0,,2,1,2,2,3,3,2,600.0,1,,2,2,2,2,3582.12,3582.12,3582.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10011900,637.63553,4,1,3.0,1997,2,1,,400.0,70.0,,1,1,,3.0,,1,1,1,1,1,1,3,800.0,2,,2,1,1,2,22784.71,19741.63,19583.98,19583.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3043.08,-105,0.0,10,1,1
10012100,562.74659,4,1,2.0,1985,2,2,,,60.0,,1,1,,3.0,,1,2,1,2,2,2,3,600.0,2,,2,2,2,2,7790.62,7156.1,7156.1,4259.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,634.52,0,0.0,10,1,1
10012400,306.47213,4,1,2.0,2016,2,2,,300.0,70.0,,1,1,,3.0,,1,1,2,2,1,3,3,500.0,2,,2,2,2,2,4678.07,4560.0,4560.0,4560.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,118.07,0,0.0,10,1,1
10012800,540.55836,4,1,3.0,2002,2,2,,,50.0,,1,1,,3.0,,1,1,1,2,1,3,3,500.0,2,,2,2,2,2,4136.46,4136.46,4136.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10013200,450.09675,4,3,2.0,2006,2,2,1.0,,2.0,,1,1,,3.0,,2,1,1,2,1,3,3,,1,,1,1,2,2,38638.08,38434.08,35932.4,32083.28,0.0,0.0,76.0,76.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,204.0,0,0.0,10,1,1
10013600,679.47417,1,1,2.0,2013,2,2,,,110.0,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,2,2,2,2,14144.51,12734.78,10998.46,10998.46,0.0,0.0,1045.73,933.5,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1409.73,-295,0.0,10,1,1
10014000,189.70409,4,1,3.0,1987,2,1,,,68.33,,1,1,,3.0,,1,1,1,1,1,1,3,1500.0,2,,1,2,2,2,42235.1,35247.78,31215.78,26578.03,900.0,900.0,0.0,0.0,0.0,0.0,450,0,87.03,76.03,0,0.0,0.0,18.0,0,0,6969.32,-270,0.0,10,1,1
10014300,158.78359,4,1,5.0,2006,2,1,,380.0,160.0,,1,1,,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,30876.49,29600.52,29347.16,26853.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,36.98,0,0,1238.99,-317,0.0,10,1,1
10014600,205.41729,4,1,3.0,1982,2,1,,160.0,1.0,,1,1,3.0,3.0,3.0,1,2,1,3,1,3,3,950.0,2,,2,2,1,1,7992.06,6280.54,6280.54,3341.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,83.5,70.5,0,0.0,0.0,0.0,0,0,1711.52,0,236.36,10,1,1
10014700,312.12901,4,1,2.0,1985,2,2,,400.0,130.0,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,2,2,2,2,21803.72,19678.78,18815.21,9841.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2124.94,-201,0.0,10,1,1
10015300,317.59236,4,1,3.0,1976,2,2,,250.0,130.0,,1,1,,3.0,,1,1,2,1,3,1,3,700.0,1,,2,2,2,2,6200.6,6030.6,6030.6,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,170.0,0,0.0,10,1,1
10015500,507.17337,4,1,1.0,1990,2,1,,100.0,67.0,,1,1,,3.0,,1,1,1,1,3,3,3,300.0,2,,2,1,2,2,4117.68,4117.68,4117.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10016200,604.00511,4,1,3.0,2007,2,2,,,105.0,,1,1,,3.0,,1,1,1,3,1,1,3,1500.0,2,,2,2,2,2,24577.65,17972.15,17972.15,17972.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6605.5,0,0.0,10,1,1
10016400,134.09973,4,1,4.0,1981,2,1,,400.0,148.58,,1,1,,3.0,3.0,1,1,1,1,1,1,5,950.0,3,3.0,2,2,2,2,43993.08,35236.49,32943.54,28079.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.03,1.03,0,0.0,0.0,0.0,0,0,8756.59,-296,0.0,10,1,1
10016500,547.88791,4,2,3.0,2004,2,1,,380.0,125.0,105.0,1,1,3.0,3.0,,1,1,1,1,1,1,4,800.0,2,,2,2,2,2,15813.61,12024.28,12024.28,12024.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,300,0.0,0.0,0.09,0,0,3789.24,-430,0.0,10,1,1
10016800,599.30809,1,2,4.0,2009,2,1,,600.0,317.75,200.0,1,1,3.0,3.0,,1,1,1,3,1,1,3,1250.0,1,,2,2,1,2,19971.94,17551.83,14876.79,14876.79,0.0,0.0,2675.04,2426.85,0.0,0.0,0,0,0.0,0.0,720,0.0,0.0,0.0,0,0,2420.11,-88,858.04,10,1,1
10017200,501.09328,4,1,2.0,2016,2,1,,180.0,73.0,,1,1,,3.0,,1,1,1,1,1,3,3,450.0,2,,2,2,2,2,12530.73,9517.97,8587.66,8587.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3012.76,0,0.0,10,1,1
10017500,475.13891,4,1,3.0,1977,2,1,,,100.0,,1,1,,3.0,,2,1,2,1,1,1,3,1500.0,2,,2,2,2,2,16859.26,15075.46,13932.4,13932.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1783.8,-935,0.0,10,1,1
10017700,162.88763,3,1,1.0,1995,2,2,,,97.5,,3,3,,3.0,,2,1,2,2,2,2,1,600.0,1,,1,2,2,2,5111.76,5111.76,5111.76,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10017900,357.59518,4,1,4.0,2008,2,1,,380.0,80.0,,1,1,,3.0,,1,1,1,1,1,1,4,550.0,3,,2,2,2,2,21895.3,18514.65,17372.37,16691.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3380.65,-480,0.0,10,1,1
10018000,156.39556,4,1,4.0,1990,2,1,,280.0,136.67000000000002,,1,1,,3.0,,1,1,1,1,1,1,4,1500.0,2,,2,2,2,2,37329.34,31885.55,31109.82,20735.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5443.79,-381,0.0,10,1,1
10018300,382.47145,4,5,5.0,1993,2,1,,,1.0,,1,1,,3.0,3.0,1,1,1,3,1,1,3,,2,2.0,1,1,1,2,44162.29,33932.05,33149.82,30289.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,10230.24,-104,0.0,10,1,1
10018600,161.25254,1,1,6.0,1960,2,1,,100.0,50.17,,1,1,,1.0,,1,1,1,1,1,1,3,500.0,3,,2,2,2,2,39949.56,33098.65,27425.8,27379.85,350.0,350.0,0.0,0.0,0.0,0.0,0,0,137.45000000000002,137.45000000000002,0,0.0,0.0,0.0,0,0,6850.91,-119,176.34,10,1,1
10018700,173.41104,4,1,3.0,1997,2,1,,220.0,70.0,,1,1,,3.0,,1,1,1,1,3,3,2,800.0,2,,2,1,2,2,8872.44,8925.44,8925.44,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,-53.0,-53,0.0,10,1,1
10019100,132.51447,4,2,4.0,2002,2,1,,450.0,191.67,70.0,1,1,3.0,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,1,2,2,38518.28,29913.53,29913.53,29913.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,420,0.0,0.0,0.0,0,0,8604.75,-90,0.0,10,1,1
10020100,720.18094,4,2,3.0,2017,2,2,,,145.42000000000002,175.0,1,1,3.0,3.0,3.0,1,1,1,1,3,1,5,800.0,2,2.0,2,2,2,2,13236.65,10193.92,10193.92,10193.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,245,0.0,0.0,0.0,60,0,2982.73,-172,0.0,10,1,1
10020300,201.73687,4,1,3.0,2000,2,2,,,91.67,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,2,2,2,2,30413.3,23817.15,23479.96,23479.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6596.15,0,0.0,10,1,1
10020600,515.83102,4,2,4.0,2017,2,2,,300.0,198.32999999999998,175.0,1,1,3.0,3.0,3.0,1,1,1,1,1,1,4,500.0,2,2.0,2,2,2,2,12127.22,10110.02,9976.89,9976.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,900,0.0,0.0,0.0,0,0,2017.2,0,0.0,10,1,1
10020900,507.17337,4,1,3.0,1974,2,1,,,70.0,,1,1,3.0,3.0,,1,1,1,3,3,3,4,400.0,3,,2,1,2,2,5709.91,5363.96,5363.96,1110.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,345.95,0,0.0,10,1,1
10021300,182.50446,4,1,4.0,1989,2,1,,250.0,108.33,,1,1,,3.0,,1,1,1,1,1,1,3,700.0,2,,2,2,2,2,16074.88,13770.48,13058.9,8272.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,15.0,0,0,2289.4,0,0.0,10,1,1
10021800,232.79525,4,1,3.0,1984,2,2,,,80.0,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,2,,2,2,2,2,15024.09,14986.47,14986.47,3979.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,37.62,-910,0.0,10,1,1
10021900,269.80771,4,1,4.0,1996,2,2,,400.0,66.58,,1,1,3.0,3.0,,1,1,1,1,1,1,4,950.0,3,,2,2,2,2,29490.25,29185.16,29185.16,11630.91,506.0,430.0,0.0,0.0,0.0,0.0,0,0,30.0,30.0,0,0.0,0.0,0.0,0,0,305.09,-384,538.07,10,1,1
10022000,290.99838,4,5,2.0,1974,2,2,,100.0,1.0,,1,1,3.0,3.0,,1,2,2,2,1,2,2,1700.0,2,,2,1,2,2,13678.63,11568.34,11568.34,7528.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,158.0,134.3,0,0.0,0.0,0.0,0,0,2110.29,0,362.2,10,1,1
10022100,502.62934,4,4,4.0,2014,2,2,160.0,400.0,290.0,,1,1,1.0,1.0,,2,1,2,2,1,1,1,1100.0,1,,2,2,2,2,20958.93,18371.45,12846.97,12846.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2587.48,-204,0.0,10,1,1
10022500,235.29719,4,1,3.0,2007,2,1,,,66.33,,2,2,3.0,3.0,,1,1,1,3,3,1,5,,3,,2,1,1,2,16058.99,13155.95,12634.52,9365.0,400.0,400.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2903.04,0,168.02,10,1,1
10022900,242.72738,2,1,4.0,1972,2,1,,,138.08,,1,1,,3.0,,2,1,2,2,2,2,2,625.0,1,,2,2,2,2,4898.57,4887.57,4887.57,78.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,89.42,89.42,0,0.0,0.0,11.0,0,0,0.0,0,0.0,10,1,1
10023500,222.02472,4,1,3.0,1962,2,2,,350.0,120.0,,1,1,,3.0,,2,1,2,3,1,3,2,1000.0,1,,2,2,2,2,6627.0,6627.0,6627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
