HB030,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,DB090,AP,SL,M_K
106451,4,1,2,1983,2,1,,600.0,446.42,0,1,1,,3.0,,1,1,1,1,1,1,1,1,5,6000,3,,2,1,2,2,18211.0,16572.01,16572.01,16572.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1638.99,0,0.0,315.95215,3,3,1
106452,4,1,1,1994,2,1,,250.0,300.0,0,1,1,,3.0,,2,2,2,1,1,1,3,1,2,1400,1,,2,2,2,2,27920.87,24650.63,15854.63,15854.63,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,350,0,0,2920.24,183,0.0,165.81519,2,2,1
106453,1,1,3,1988,1,1,,200.0,170.17,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,3000,2,,1,2,2,2,20722.97,18736.32,9020.54,9020.54,0.0,0.0,92.26,92.26,0.0,0.0,0,0,0.0,0.0,0,0.0,0,108,0,0,1878.65,33,5484.1,261.18944,1,7,2
106454,4,1,3,1982,2,2,,800.0,356.25,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,3000,1,,2,2,2,2,66097.31,52699.07,44633.51,44633.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,13398.24,0,0.0,203.77313,10,1,1
106455,1,1,3,1955,2,1,,50.0,277.67,0,1,1,,3.0,,2,1,2,1,1,1,1,1,5,2000,2,,2,1,1,2,21931.43,18975.6,16377.82,16377.82,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2955.83,0,1107.91,86.37680999999999,1,6,1
106456,1,1,4,1942,2,1,,,155.67,0,3,3,,3.0,,2,1,2,1,1,3,1,1,3,2000,2,,2,2,2,2,0.0,-75.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,0.0,0,0.0,869.4106,3,7,2
106457,4,1,3,1976,2,1,,1.0,323.33,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,39626.36,30969.6,29108.07,29108.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,8656.76,316,0.0,214.30392,1,6,1
106458,4,1,2,2000,2,1,,,500.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,2,,2,2,2,2,69942.94,55243.86,48310.3,48310.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,14649.09,712,0.0,803.13373,2,2,1
106460,4,1,3,1990,2,1,,900.0,501.83,0,1,1,,3.0,,1,1,2,1,1,1,1,3,3,3000,1,,2,2,2,2,54684.05,42162.85,42162.85,42162.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,12521.2,0,0.0,675.5919700000001,10,1,1
106461,1,1,5,1983,1,2,,600.0,251.58,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,3,,2,1,2,2,68825.93,52997.97,49192.78,49192.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,123,0,0,15704.96,-88,0.0,254.9555,6,4,1
106464,4,1,2,1980,2,1,,200.0,317.42,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,2500,2,,2,2,2,2,39794.53,30283.02,30283.02,30283.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9511.51,-39,0.0,159.26905,9,6,1
106465,4,1,3,1989,2,1,,700.0,600.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,4000,2,,2,2,2,2,62145.55,47668.42,47143.23,47143.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200.0,200.0,0,0.0,0,0,0,0,14477.13,1497,0.0,341.62352000000004,2,2,1
106466,3,1,1,1960,2,1,,1.0,159.76,0,3,3,,3.0,,2,1,2,3,1,3,1,3,3,2000,2,,2,2,2,2,10748.54,10748.54,10711.44,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,953.62675,5,7,2
106467,4,1,3,1996,2,2,,700.0,454.25,0,1,1,,1.0,3.0,1,1,2,1,1,1,1,1,3,3000,2,2.0,2,2,2,2,62199.13,49486.31,45586.31,45586.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200.0,200.0,0,0.0,0,0,0,0,12712.82,588,0.0,509.73602999999997,10,1,1
106468,4,1,2,1968,2,2,,,600.0,0,1,1,,2.0,,2,2,2,1,1,2,1,2,1,6000,1,,2,2,2,1,35926.6,31721.83,26938.07,16205.77,0.0,0.0,0.0,0.0,3465.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4204.77,0,0.0,285.80715,3,3,1
106470,1,1,3,1968,2,2,,1.0,191.33,0,1,1,,3.0,,2,2,2,1,1,2,1,2,2,2500,1,,2,2,2,2,15619.64,15171.36,15171.36,4532.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,448.28,0,1355.85,254.38242999999997,8,7,2
106471,4,1,3,1975,2,2,,120.0,289.5,0,1,1,,3.0,,2,1,1,1,1,3,1,1,3,1000,1,,2,2,2,2,23040.24,23040.24,23040.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,337,0.0,68.68958,6,4,1
106473,1,5,5,1986,2,1,,400.0,904.0,0,1,1,,2.0,,2,1,2,1,1,1,1,1,2,3000,1,,2,1,2,2,50832.14,30007.88,25301.6,25301.6,0.0,0.0,1165.14,1165.14,0.0,0.0,6000,0,0.0,0.0,0,0.0,0,250,12000,0,8574.26,861,3468.97,525.41844,10,6,1
106474,4,4,1,2010,2,1,200.0,200.0,200.0,0,1,1,3.0,,,1,1,2,1,2,2,2,2,3,4000,2,,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,513.44758,2,2,1
106475,1,1,5,2004,2,1,,500.0,295.33,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,4000,3,,2,2,2,2,52490.34,39681.88,34066.96,34066.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,2000,0,10058.46,1311,0.0,280.50032999999996,1,7,2
106477,3,1,2,1985,1,1,,500.0,242.0,0,1,3,,3.0,,2,1,1,1,1,1,1,1,3,1800,2,,2,2,1,2,38072.19,30123.76,16591.06,16591.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,7198.43,0,0.0,83.82005,3,3,1
106478,3,1,3,1964,1,1,,1.0,225.67,0,3,3,,2.0,,2,1,2,1,1,1,1,1,2,5000,1,,1,2,2,2,35005.3,29973.82,22773.82,22773.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,10,0,0,5021.48,516,0.0,313.26018999999997,8,6,1
106479,2,1,2,2009,1,2,,200.0,280.0,0,3,3,,2.0,,2,2,2,1,1,2,2,2,1,1000,1,,2,2,2,1,0.0,-50.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,0.0,0,0.0,497.86551,10,1,1
106480,1,1,3,1987,2,1,,700.0,326.92,0,1,1,,2.0,,2,1,2,1,1,1,1,1,3,3000,2,,2,2,2,2,22572.38,22025.63,21306.7,21306.7,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,546.75,0,1456.67,147.80831,7,7,2
106481,3,1,3,1990,2,1,,200.0,303.75,0,1,1,,2.0,,2,1,2,1,1,1,1,1,1,2000,1,,1,1,1,2,31591.92,25340.65,25340.65,25340.65,0.0,0.0,0.0,0.0,0.0,0.0,3000,0,0.0,0.0,0,0.0,0,0,0,0,6251.27,0,0.0,157.70746,1,6,1
106482,4,1,3,1972,2,2,,200.0,206.67,0,1,1,,3.0,,2,2,2,1,1,3,1,1,1,2000,1,,2,2,2,2,11998.36,9814.08,9814.08,9814.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,36,0,0,2148.28,246,0.0,211.20058999999998,2,2,1
106484,1,1,3,1988,1,2,,1.0,272.0,0,1,1,,3.0,,2,2,2,1,1,1,1,1,3,2000,2,,2,2,2,2,23975.91,19729.68,18743.14,18743.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,4171.23,468,0.0,298.05461,8,7,2
106485,1,1,5,2004,2,1,,300.0,322.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,64780.7,54928.67,54772.67,54772.67,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9852.03,973,2206.98,161.09552,7,6,1
106488,1,1,4,1988,2,1,,500.0,500.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,51605.66,44315.97,43145.97,43145.97,15000.0,11850.0,1170.0,1170.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,150,0,0,7139.69,558,0.0,130.21133,3,6,1
106489,1,1,2,1994,1,1,,,193.33,0,3,3,,3.0,3.0,2,1,2,1,1,1,1,1,2,3000,1,1.0,2,1,2,2,41997.36,39822.29,10779.79,10779.79,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2175.07,0,1265.03,850.82804,9,7,2
106490,4,1,3,1991,2,2,,500.0,386.92,0,1,1,,2.0,,2,1,2,1,1,1,1,1,2,1500,1,,2,2,2,2,17000.5,13810.81,9109.11,9109.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3189.69,0,0.0,56.78957,2,2,1
106494,4,1,2,1984,2,2,,100.0,400.0,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,1200,2,,1,2,2,1,36272.72,28069.76,26116.31,26116.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200.0,200.0,0,0.0,0,750,0,0,7452.96,191,0.0,193.34589,6,4,1
106495,4,1,1,1976,2,1,,,189.33,0,1,1,,3.0,,2,2,2,1,1,3,2,3,2,1000,1,,2,2,2,2,8342.45,6300.63,6300.63,6300.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,1291.82,136,0.0,528.62514,3,3,1
106499,4,1,3,2005,2,1,,700.0,498.83,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,2000,2,,2,2,2,2,70967.36,55582.46,53771.97,53771.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,15384.9,304,0.0,946.33159,10,1,1
106500,4,1,3,1996,1,1,,100.0,400.42,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,1500,2,2.0,2,1,2,2,60488.5,47205.81,35531.43,35531.43,0.0,0.0,520.0,520.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,13282.69,374,0.0,375.6828,8,6,1
106501,4,1,2,1986,2,2,,150.0,452.5,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,2,1500,1,1.0,2,2,2,2,11772.0,11772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,209.73289,5,5,1
106503,4,1,3,1983,1,2,,200.0,500.0,0,1,1,,2.0,,2,1,2,1,1,2,1,1,2,700,1,,1,2,1,1,17200.44,17200.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,122.64113,10,6,1
106505,4,1,2,1985,1,1,,400.0,500.0,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,3000,2,,2,1,1,1,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,346.03567999999996,2,2,1
106506,4,1,1,2008,2,1,,,231.25,0,1,1,,2.0,,2,2,2,1,1,1,1,1,2,2000,2,,2,2,2,2,26692.73,22615.58,22615.58,22615.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,2040,4077.15,0,0.0,531.41432,3,3,1
106509,1,1,5,1982,2,1,,2000.0,418.0,0,1,1,,3.0,,1,2,2,1,1,1,1,1,2,3000,2,,2,2,2,2,14208.93,11496.13,11496.13,11496.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2712.8,10,0.0,466.33989,2,6,1
106510,2,2,3,1984,2,1,,600.0,594.5,7500,1,1,,3.0,,1,1,1,1,1,3,1,1,3,3000,2,,2,2,2,2,57200.56,40660.51,40660.51,40660.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3930,0.0,0,750,3000,0,12790.05,0,0.0,27.52372,2,2,1
106511,1,1,5,1999,2,1,,500.0,252.08,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,6000,2,,2,2,2,2,41737.11,32324.92,32012.92,32012.92,0.0,0.0,312.0,312.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9412.19,0,0.0,307.63207,5,6,1
106512,1,1,4,1993,2,1,,60.0,514.0,0,1,1,,2.0,,2,1,1,1,1,1,1,1,3,2500,2,,2,2,2,2,22405.56,20360.26,20360.26,20360.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2045.3,0,0.0,265.67434,2,7,2
106514,1,1,3,1996,2,1,,,505.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,3000,2,,2,2,2,2,55203.83,47033.42,47033.42,47033.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,450.0,450.0,0,0.0,0,70,0,0,8100.41,0,0.0,122.2105,6,4,1
106515,4,1,2,1998,2,2,,,240.83,0,1,1,,3.0,,2,2,2,1,1,3,1,3,2,1000,1,,2,2,2,2,14970.48,14970.48,14970.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,124.39155,3,3,1
106517,1,1,2,1985,2,1,,150.0,222.17,0,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,3000,2,2.0,2,2,2,2,89214.51,69113.83,64947.49,64947.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,20025.68,923,193.88,437.19274,10,6,1
106518,4,1,2,1993,1,1,,400.0,406.42,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2000,1,,2,2,2,1,31131.49,24086.53,16565.41,16565.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,6294.96,906,0.0,346.94105,2,2,1
106521,4,1,3,1986,2,2,,200.0,800.0,0,1,1,,2.0,2.0,2,2,2,1,1,1,1,1,1,300,1,1.0,2,2,2,2,18200.36,16175.88,13307.76,13307.76,0.0,0.0,624.0,624.0,0.0,0.0,5000,0,0.0,0.0,0,0.0,0,0,0,0,2024.48,786,1539.0,47.50197,1,6,1
106522,2,5,2,2008,2,2,,1.0,63.33,0,2,2,,2.0,,2,2,2,1,1,1,2,1,1,800,1,,2,2,2,2,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,388.17692,6,4,1
106524,4,1,3,1983,2,1,,500.0,570.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,53575.04,43949.81,36105.7,36105.7,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9625.23,845,0.0,717.87041,10,1,1
106525,4,1,2,1986,2,2,,200.0,350.0,0,1,1,,3.0,,2,1,2,1,1,3,1,1,2,2000,1,,2,2,2,2,25509.0,25509.0,25509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,48.18029,2,2,1
106526,4,1,3,1995,2,1,,100.0,516.67,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,3000,1,,2,2,2,2,35922.04,28290.84,28134.84,28134.84,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,6,0,0,7625.2,33,0.0,215.24473999999998,8,6,1
106528,4,1,3,1982,2,2,,500.0,408.75,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,4000,2,,2,2,1,2,36077.95,27558.47,27402.47,27402.47,0.0,0.0,156.0,156.0,0.0,0.0,0,0,50.0,50.0,0,0.0,0,0,0,0,8519.48,0,0.0,199.20676,3,3,1
106530,4,1,3,1993,2,2,,,550.0,0,1,1,,3.0,,2,1,1,1,1,3,1,1,3,3000,1,,2,2,1,1,17313.77,14083.14,11157.49,11157.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3230.63,786,0.0,195.30983,10,6,1
106533,3,2,4,2007,2,2,,100.0,832.38,1596,1,1,2.0,2.0,2.0,1,1,2,1,1,1,1,1,1,4000,2,2.0,2,2,2,2,22764.3,20741.27,7646.71,7646.71,0.0,0.0,11036.56,10402.81,0.0,2058.0,0,0,0.0,0.0,4500,0.0,0,0,0,1200,2023.03,197,0.0,988.3476199999999,5,6,1
106535,4,1,1,1990,2,1,,200.0,368.67,0,1,1,,3.0,,1,1,1,1,1,3,1,1,4,2000,2,,2,2,1,2,30121.36,24161.48,21886.78,21886.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,5959.88,337,0.0,134.13466,3,3,1
106536,4,1,3,1991,2,1,,70.0,285.0,0,1,1,,3.0,,2,1,2,1,1,3,1,2,1,1200,1,,2,1,2,2,21767.23,18650.68,16937.51,16937.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3116.55,890,0.0,191.25233,6,6,1
106539,4,1,3,2000,2,1,,1000.0,300.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,4000,3,,2,2,2,2,156420.95,119600.98,118618.94,118618.94,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,36819.97,106,0.0,1298.7568800000001,10,1,1
106540,4,5,1,2003,2,2,,100.0,280.0,0,1,1,,2.0,2.0,2,2,2,1,1,1,1,1,1,1400,1,2.0,2,2,2,2,9704.78,8624.78,5420.0,5420.0,0.0,0.0,2824.78,2824.78,0.0,0.0,2000,3000,0.0,0.0,0,0.0,0,0,0,0,1080.0,0,0.0,1780.9877600000002,6,4,1
106541,4,1,3,1987,2,1,,400.0,460.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,4000,2,,2,2,2,2,41806.38,32677.67,32053.67,32053.67,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9128.71,0,0.0,236.85162999999997,3,6,1
106545,1,1,6,1961,2,1,,300.0,194.83,0,1,1,,2.0,,2,2,2,1,1,1,1,2,1,1000,1,,2,2,2,2,6300.0,6180.0,-120.0,-120.0,0.0,0.0,0.0,0.0,6300.0,0.0,0,0,0.0,0.0,0,0.0,0,120,0,0,0.0,0,1546.0,183.01154,5,6,1
106546,4,1,2,1998,2,1,,600.0,398.5,0,1,1,,,,2,2,2,1,1,1,1,1,1,1500,1,,2,2,2,2,41053.45,31896.68,31740.68,31740.68,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9156.77,489,0.0,302.89808999999997,10,1,1
106547,1,1,3,2006,2,1,,130.0,120.0,0,1,1,,3.0,,1,1,1,1,1,3,1,1,3,800,3,,2,2,1,2,7645.92,7506.49,576.49,576.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,64.43,0,0.0,843.83736,5,6,1
106549,4,1,1,1979,2,1,,300.0,237.58,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,39528.58,32387.25,32387.25,23706.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200.0,200.0,0,0.0,0,0,0,0,7141.33,0,0.0,228.85435,2,2,1
106551,4,1,3,1987,2,1,,700.0,455.67,0,1,1,,2.0,,2,1,2,1,1,1,1,1,3,3000,1,,2,2,2,2,62057.55,47252.37,47252.37,47252.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,14805.18,-2357,0.0,606.45121,10,1,1
106554,4,1,3,1965,2,1,,600.0,450.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,3000,1,,2,2,2,2,59481.17,48818.85,30212.91,30212.91,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,10662.32,461,0.0,388.68846,10,1,1
106555,4,1,2,1979,2,1,,100.0,334.5,0,1,1,,1.0,,1,1,2,1,1,1,1,1,3,2000,1,,2,2,2,2,15563.58,12178.98,9091.48,9091.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,8,0,0,3376.6,723,0.0,180.13803000000001,1,6,1
106556,4,1,3,2003,2,2,,450.0,550.0,0,1,1,,2.0,2.0,2,2,2,1,1,1,1,2,2,3000,2,1.0,2,2,2,2,15012.49,14349.62,12451.62,4507.5,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,662.87,0,0.0,97.57799,3,3,1
106557,4,1,2,1992,2,1,,250.0,376.58,0,1,1,,3.0,,2,1,2,1,1,2,1,1,3,1000,1,,2,2,2,2,12965.36,10889.08,9802.43,9802.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2076.28,94,0.0,371.79998,7,6,1
106558,4,1,1,1974,2,1,,200.0,204.33,0,1,1,,2.0,,2,2,2,1,1,1,1,1,2,1500,1,,2,2,2,2,16573.84,13199.99,8745.13,8745.13,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3373.85,0,0.0,329.8776,5,5,1
106559,4,1,2,1995,2,1,,550.0,417.75,0,1,1,,3.0,,1,1,1,1,1,1,3,1,3,3000,2,,2,2,2,2,78156.18,59778.52,48825.49,48825.49,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,18377.66,-218,0.0,255.3849,10,1,1
106564,1,1,7,1980,2,1,,1500.0,352.67,0,1,1,,2.0,,1,1,1,1,1,3,1,1,3,2000,2,,2,2,2,2,24652.68,24652.68,24652.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,315.48546,2,7,2
106566,4,1,2,1980,2,1,,800.0,324.5,0,1,1,,3.0,,1,1,2,1,1,3,1,1,3,2500,2,,2,2,1,1,98079.68,78691.08,78691.08,69462.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5776.55,5776.55,0,0.0,0,0,0,0,19388.6,0,0.0,330.85772000000003,10,1,1
106567,4,1,2,2005,2,2,,100.0,384.0,0,1,1,,3.0,,1,1,1,1,1,3,1,1,2,3000,1,,2,1,1,2,28514.88,28514.88,28514.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,236.68202999999997,1,6,1
106568,1,1,5,1968,1,1,,,272.83,0,1,1,,3.0,,2,2,2,1,1,3,1,1,3,800,1,,2,2,2,2,15382.92,15232.92,15232.92,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,150,0,0,0.0,0,3158.29,306.90637000000004,7,7,2
106570,1,1,4,1974,2,1,,100.0,268.33,0,3,3,,3.0,,2,1,2,1,1,1,1,1,3,5000,2,,2,2,2,2,34692.44,34692.44,25212.44,5785.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,213,9405.0,276.05855,5,7,2
106572,4,1,1,1993,2,1,,300.0,280.0,0,1,1,,3.0,,2,1,2,1,1,3,1,3,3,2500,2,,2,2,2,2,12409.61,12409.61,12409.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,92.14589000000001,3,3,1
106573,4,1,1,1990,2,1,,100.0,150.0,0,1,1,,2.0,,1,1,2,1,1,2,2,2,3,800,3,,2,1,2,2,17436.09,17436.09,17436.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,467.72667,5,5,1
106574,4,1,2,1963,1,2,,200.0,245.33,0,1,1,,3.0,,2,2,2,1,1,3,1,1,2,2000,2,,2,2,1,2,32354.43,31303.91,31303.91,9521.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1050.52,0,0.0,126.50586000000001,6,4,1
106576,4,1,2,1983,2,1,,1.0,346.5,0,1,1,,3.0,,2,2,2,1,1,3,1,1,2,2000,1,,1,2,2,2,34364.43,34275.56,34275.56,776.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,88.87,0,0.0,256.08417000000003,7,6,1
106580,1,1,3,1973,2,1,,100.0,205.33,0,1,1,,3.0,,2,1,2,1,1,2,1,1,2,1200,2,,2,2,2,2,14858.76,14808.76,10920.76,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,0.0,0,0.0,324.78508999999997,4,7,2
106581,1,1,5,1990,2,1,,100.0,252.67,0,1,1,,3.0,,2,1,2,1,1,3,1,1,3,1500,2,,2,2,1,2,22604.63,22604.63,22604.63,372.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,2074.06,160.49182,1,6,1
106582,4,1,2,1981,2,1,,300.0,250.0,0,1,1,,,,2,1,2,1,1,3,1,3,2,1500,1,,2,2,2,2,21333.89,21333.89,21333.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,178.54698,5,5,1
106583,4,1,2,1985,2,1,,600.0,356.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,1500,3,,2,2,2,2,28459.76,28459.76,28459.76,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,211.51861,10,1,1
