HB030,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,DB090,AP,SL,M_K
313813,1,5,3,2008,2,1,,100.0,235.0,0,1,1,,3.0,,2,2,2,1,1,1,1,2,1,2000,1,,2,2,2,2,5188.46,4739.72,4739.72,4739.72,0.0,0.0,0.0,0.0,0.0,0.0,200,0,0.0,0.0,0,0.0,0,0,0,0,448.74,0,0.0,144.10159,10,7,2
314033,4,1,2,2009,2,2,,80.0,786.17,0,1,1,,2.0,,2,2,2,1,1,1,1,1,1,2000,1,,2,2,2,2,17343.04,14789.47,13619.47,13619.47,0.0,0.0,1170.0,1170.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2553.57,0,0.0,210.04618,2,7,2
404330,4,1,1,2007,1,2,,200.0,287.5,0,1,1,,2.0,,2,2,2,1,1,2,2,2,2,1000,1,,1,1,2,1,12156.49,10008.41,10008.41,10008.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2148.08,0,0.0,167.50669,2,7,2
404331,4,1,4,1960,2,1,,600.0,704.0,0,1,1,,3.0,,1,1,1,1,1,1,1,3,2,2000,2,,2,2,1,2,40731.7,37407.45,32981.45,11463.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3324.25,112,0.0,139.07905,10,1,1
404332,1,1,5,2009,2,1,,300.0,233.33,0,3,3,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,31421.51,25527.19,16813.42,16813.42,579.7,457.92,4465.5,4465.5,0.0,0.0,0,0,0.0,0.0,0,0.0,0,150,0,0,5744.32,1346,0.0,216.98125,5,7,2
404334,2,1,5,1990,2,1,,150.0,230.0,0,1,1,,3.0,,2,1,2,1,1,3,1,1,3,1200,2,,2,2,2,2,31203.27,24606.69,22295.63,22295.63,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,21,0,0,6575.58,0,0.0,74.878,6,7,2
404335,1,1,3,2003,2,1,,200.0,196.25,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,4000,2,,2,2,2,2,54942.6,42824.39,41420.94,41420.94,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,12118.21,234,0.0,53.71228000000001,5,7,2
404336,4,5,2,2007,2,1,,200.0,302.33,0,1,1,,2.0,,2,2,2,1,1,1,1,2,1,2500,1,,2,1,1,2,13200.0,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,175.66926999999998,3,3,1
404337,4,1,2,1995,2,1,,200.0,238.33,0,1,1,,3.0,,2,1,2,1,1,1,1,2,3,1200,1,,2,2,2,1,18749.24,11207.31,11207.31,11207.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,50.0,0,0.0,0,0,3897,0,3644.93,0,0.0,845.1343300000001,6,4,1
404338,3,1,2,1987,2,1,,200.0,262.0,0,1,1,,3.0,,2,1,2,1,1,3,1,2,2,1000,2,,2,2,2,2,14624.0,14120.0,5096.0,5096.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,504.0,0,1173.4,121.67483999999999,2,7,2
404339,1,1,5,1990,2,2,,1.0,307.5,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,2000,1,,2,2,2,2,220929.49,219316.69,219316.69,208979.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1612.8,0,1720.47,167.11093,6,7,2
404341,3,1,3,2004,2,1,,200.0,235.0,0,1,1,,2.0,,2,1,2,1,1,1,1,1,2,1500,1,,2,2,2,2,20382.19,16093.79,16093.79,16093.79,300.0,300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4288.4,0,1216.5,65.05487,5,7,2
404344,4,1,3,1971,2,2,,200.0,450.0,0,1,1,,3.0,,1,1,1,1,1,2,1,3,3,2000,2,,2,2,2,2,23552.76,23552.76,11654.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,142.97759,6,4,1
404345,1,1,3,1987,2,1,,150.0,154.83,0,1,3,,3.0,3.0,2,2,2,1,1,1,1,2,1,2500,1,1.0,2,2,2,2,41278.17,32913.47,29349.54,29349.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,130,0,0,8234.7,521,4178.52,108.01473,4,7,2
404346,2,1,2,1968,1,2,,200.0,312.33,0,2,3,,2.0,,2,2,2,1,1,1,1,1,2,4000,1,,1,1,2,2,43344.95,34824.33,32868.33,32868.33,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,8520.62,181,0.0,178.2834,2,7,2
404349,1,1,2,1998,2,1,,150.0,269.17,0,1,1,,3.0,3.0,2,2,2,1,1,1,1,2,2,700,1,1.0,2,2,2,2,12685.61,11574.01,5962.23,5962.23,0.0,0.0,156.0,156.0,0.0,0.0,0,1500,0.0,0.0,0,0.0,0,28,0,0,1083.6,0,1290.45,150.01797,6,7,2
404350,1,1,4,1980,2,1,,100.0,262.0,0,1,1,,3.0,,2,1,2,1,1,3,1,1,3,1500,2,,2,2,2,2,17230.44,17230.44,17230.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1115.6,52.02435,8,7,2
404351,4,1,3,2007,1,1,,1000.0,700.0,0,1,1,3.0,3.0,,1,1,2,1,1,1,1,1,3,4000,1,1.0,2,2,2,2,56773.48,49848.42,49848.42,49848.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,6925.06,1593,0.0,350.57169,10,1,1
404352,1,1,5,1967,2,1,,100.0,337.83,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,3000,2,,2,2,2,2,36302.52,36259.52,29143.52,4957.0,1000.0,1000.0,156.0,156.0,0.0,0.0,4000,0,0.0,0.0,0,0.0,0,43,0,0,0.0,0,0.0,205.63382,2,6,1
404354,4,1,3,2001,2,1,,,390.0,0,1,1,,3.0,,2,2,2,1,1,1,1,3,2,6000,1,,2,2,2,2,22323.62,18873.01,15645.01,15645.01,0.0,0.0,1248.0,1248.0,0.0,1980.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3450.61,0,0.0,256.87805,6,6,1
404355,4,1,3,1997,2,2,,80.0,337.92,0,1,1,,3.0,3.0,1,1,2,1,1,1,1,1,3,2000,2,2.0,2,2,2,2,28235.07,23011.92,23011.92,23011.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,5223.15,61,0.0,97.99303,6,6,1
404357,4,1,3,1987,2,1,,400.0,450.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,5000,2,,2,1,2,2,92199.08,76111.37,75535.58,53332.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,16087.71,-14,0.0,1009.91139,2,2,1
404359,4,1,2,1989,2,1,,100.0,420.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,5000,2,,2,2,2,2,31780.01,25610.97,24986.97,24986.97,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,6169.04,0,0.0,389.00762000000003,10,6,1
404361,4,2,3,2008,2,1,,700.0,805.83,7500,1,1,3.0,3.0,,1,1,1,1,1,1,1,1,3,3000,1,,2,2,2,2,91200.84,69993.76,69993.76,69993.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4500,0.0,0,0,0,0,21207.08,451,0.0,544.2058900000001,10,1,1
404362,4,5,1,2002,2,2,,100.0,175.0,0,1,1,,3.0,,2,1,2,1,1,1,1,2,1,2500,1,,2,1,2,1,33180.25,28781.66,17963.5,17963.5,0.0,0.0,2080.0,2080.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4398.59,457,0.0,663.82329,5,5,1
404363,3,1,3,1970,2,1,,,256.33,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,3000,2,,2,2,2,2,54026.01,43760.23,42512.23,36253.99,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,10265.78,372,0.0,40.06462,5,7,2
404365,4,1,2,2003,2,2,,100.0,350.0,0,1,1,,1.0,,2,2,2,1,1,2,1,3,1,2000,1,,2,2,2,2,4938.44,4344.38,3720.38,3306.56,0.0,0.0,624.0,624.0,0.0,0.0,1000,0,0.0,0.0,0,0.0,0,0,0,0,594.06,333,0.0,172.17905,2,6,1
404366,2,1,3,1973,1,1,,100.0,346.67,0,1,1,,3.0,,2,1,2,1,1,3,1,2,2,1000,1,,2,2,2,2,9385.36,9275.36,9275.36,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,110,0,0,0.0,0,0.0,60.147180000000006,10,6,1
404367,4,1,2,2002,2,1,,100.0,288.33,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,1800,2,,2,2,2,2,30616.0,25820.26,18996.93,18996.93,250.0,250.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4795.74,0,1722.55,387.24748999999997,6,7,2
404368,4,1,4,1979,2,2,,,555.83,0,1,1,,2.0,,2,2,2,1,1,1,1,2,1,3000,1,,2,2,2,1,96620.49,91757.26,82745.4,74945.4,0.0,0.0,4680.0,4680.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4863.23,712,0.0,93.73676,2,2,1
404369,4,1,3,1994,2,1,,800.0,448.58,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2000,2,,2,2,2,2,7555.78,6100.87,5476.87,5476.87,6931.78,5476.87,624.0,624.0,0.0,0.0,0,600,0.0,0.0,0,0.0,0,0,0,0,1454.91,179,0.0,489.85152999999997,2,6,1
404370,1,1,3,1970,2,1,,50.0,199.5,0,1,3,,3.0,,1,1,2,1,1,3,1,3,3,1000,2,,2,2,2,2,15944.86,15944.86,15944.86,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,175.14438,2,7,2
404373,4,1,1,1980,2,2,,300.0,400.0,0,1,1,,3.0,,2,2,2,1,2,3,2,3,2,800,1,,2,2,2,2,8681.76,8681.76,8681.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,294.30478,2,2,1
404374,1,1,4,1997,2,1,,50.0,253.33,0,3,3,,3.0,,1,1,1,1,1,1,1,2,2,4000,1,,1,2,2,2,12331.29,10655.67,8365.01,8365.01,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1675.62,0,1239.88,240.24657000000002,5,7,2
404375,1,1,1,1968,1,2,,300.0,146.67,0,3,3,,3.0,,2,1,2,2,1,3,1,3,2,900,1,,2,2,2,2,12174.04,12174.04,12174.04,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,326.26749,10,7,2
404377,1,1,4,1996,2,1,,300.0,288.17,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,3,4500,3,2.0,2,2,2,2,23824.18,21426.97,8344.9,8344.9,0.0,0.0,13082.07,12122.83,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2397.21,139,0.0,221.29983,8,7,2
404378,1,1,5,2004,2,1,,500.0,369.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,6000,2,,2,2,2,2,54317.95,43225.01,41933.94,41933.94,0.0,0.0,312.0,312.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,11092.94,248,0.0,326.49388999999996,5,6,1
404379,4,1,3,1992,2,2,,800.0,632.08,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,2,3,6000,1,2.0,2,2,1,2,86374.41,72475.57,60359.98,40559.98,0.0,0.0,8945.59,7552.96,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,13898.85,0,0.0,109.13999,10,1,1
404381,4,1,2,2001,2,1,,1.0,360.0,0,1,1,,3.0,,2,1,2,1,1,1,1,3,3,1700,2,,2,2,2,2,9622.8,8444.97,6945.2,6945.2,0.0,0.0,0.0,0.0,0.0,720.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1177.83,0,0.0,1326.59634,6,6,1
404383,1,5,5,1983,1,1,,400.0,576.83,0,1,1,,3.0,2.0,2,2,2,1,1,1,1,1,1,8000,2,1.0,2,2,2,2,41223.34,38629.99,15716.69,5997.77,0.0,0.0,17616.65,16673.41,4999.04,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2593.35,718,0.0,47.67265,8,7,2
404386,4,1,2,1999,2,1,,200.0,354.17,0,1,1,,3.0,3.0,1,1,1,1,1,1,1,3,4,1500,2,2.0,2,2,2,2,27335.45,21433.08,20389.61,20389.61,0.0,0.0,624.0,624.0,0.0,0.0,0,3600,0.0,0.0,0,0.0,0,0,0,0,5902.37,0,0.0,359.10065,7,6,1
404387,1,1,4,1979,2,1,,1000.0,308.33,0,1,1,,3.0,,2,1,1,1,1,2,1,1,3,5000,2,,2,2,1,2,34317.25,26337.15,26337.15,26337.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,7980.1,0,3293.38,155.7443,3,3,1
404388,1,1,4,1989,2,1,,300.0,200.83,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,1300,2,,2,2,1,2,41887.29,32933.74,25663.72,25663.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,8203.55,0,5054.15,125.09751999999999,2,7,2
404391,1,1,4,1986,2,1,,200.0,391.33,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,2500,1,,2,2,2,2,45766.48,24384.57,18910.23,18910.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,12000,0,9381.91,340,0.0,798.7882599999999,3,7,2
404393,1,1,4,1947,2,1,,200.0,351.5,0,3,3,,3.0,,1,1,1,1,1,3,1,1,3,2500,2,,2,2,2,2,19698.15,19623.15,19623.15,3390.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,0.0,0,3202.47,119.39566,1,7,2
404394,1,1,6,1958,2,1,,150.0,161.67,0,2,2,,3.0,,2,2,2,1,1,3,3,3,2,1100,2,,2,2,2,2,8333.52,8333.52,8333.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,107.24811000000001,10,6,1
404395,1,1,6,1995,2,1,,100.0,370.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,5,2000,3,,2,2,2,2,132784.43,127216.82,127216.82,127216.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,5567.61,396,11177.3,264.97831,4,7,2
404396,4,1,3,1978,1,1,,100.0,359.67,0,1,1,,3.0,,2,1,2,1,1,3,1,3,3,2000,2,,2,1,1,2,22702.56,22702.56,22702.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,98.46434,2,6,1
404397,3,1,3,1976,2,2,,500.0,467.25,0,1,1,,3.0,,2,2,2,1,1,1,1,1,2,3000,2,,2,2,2,2,45200.49,42773.67,42773.67,13126.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2426.82,0,0.0,57.178580000000004,10,1,1
404399,2,1,3,1979,2,1,,100.0,291.0,0,1,1,,3.0,,2,1,1,1,1,2,1,3,3,1500,2,,2,2,2,2,10764.95,10689.95,10689.95,5009.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,0.0,0,4108.19,144.0721,4,7,2
404402,3,1,2,1949,2,2,,,203.67,0,3,3,,3.0,,2,2,2,1,1,3,1,3,1,2000,1,,2,1,2,2,4909.5,4909.5,4909.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,824.96,239.57088,3,6,1
404403,4,1,3,1982,2,1,,300.0,280.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,5,3000,3,,2,2,2,2,123542.82,89346.39,87984.51,83275.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,5000,0,28446.43,364,0.0,157.16718,5,5,1
404404,3,5,2,1990,1,2,,1.0,138.33,0,3,3,,3.0,,2,2,2,2,1,2,1,3,3,500,1,,2,2,2,2,4377.58,4377.58,916.65,0.0,0.0,0.0,0.0,0.0,3460.93,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,340.74992000000003,6,7,2
404408,2,1,2,1960,2,2,,1.0,118.0,0,3,3,,3.0,,2,2,2,3,1,3,1,3,2,1000,1,,2,2,2,2,8608.03,8608.03,8608.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,289.29986,8,7,2
404409,4,1,2,1973,2,1,,400.0,301.5,0,1,1,,3.0,,2,1,1,3,1,3,1,2,3,1000,1,,2,2,1,2,6415.2,6415.2,6415.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,98.53367,10,1,1
404410,4,1,4,1999,2,1,,500.0,800.0,0,1,1,,1.0,,2,1,2,1,1,1,1,3,3,3000,2,,2,2,2,2,14888.0,12968.0,7968.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1920.0,201,0.0,192.22138,2,2,1
404412,3,1,2,1982,1,1,,100.0,171.5,0,3,3,,3.0,,2,1,2,1,1,3,1,1,3,1200,2,,2,2,2,2,20227.09,18014.36,16929.8,9098.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2212.73,0,0.0,156.49558000000002,10,6,1
404414,1,1,4,1983,2,1,,200.0,470.33,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,1200,2,,2,2,2,2,89915.0,81745.92,81036.42,81036.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,8119.08,0,1528.24,103.64009,4,6,1
404416,2,1,3,1975,2,1,,200.0,153.33,0,1,1,,3.0,,1,1,1,1,1,2,1,3,3,1500,2,,2,2,2,2,10052.07,7621.63,7523.61,7523.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,1680.44,95,0.0,188.79496,5,5,1
404419,1,1,2,1977,2,1,,300.0,150.83,0,1,1,,3.0,,2,1,2,1,1,3,1,3,3,1200,2,,2,2,2,2,9074.44,8974.44,8974.44,600.0,700.0,700.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,100,0,0,0.0,0,1162.16,304.41735,2,7,2
404420,4,1,3,1996,2,2,,300.0,400.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,2,2500,1,,2,2,2,2,18360.94,15765.57,15184.0,15184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2595.37,0,0.0,65.84226,1,6,1
404421,4,1,4,1982,2,1,,400.0,700.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,1,,2,2,2,2,87034.7,68526.71,68526.71,60580.79,500.0,500.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,18457.99,533,0.0,217.12922999999998,2,2,1
404422,2,1,2,1948,2,1,,300.0,216.67,0,3,3,,3.0,,2,1,2,1,1,2,1,2,2,1500,1,,2,1,1,2,22671.05,17790.8,14742.05,14742.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4880.25,848,742.9,37.3011,10,1,1
404423,2,1,4,1989,1,1,,100.0,290.0,0,3,1,,3.0,,2,1,1,1,1,3,1,1,3,6200,2,,2,2,2,2,52655.15,40696.19,40696.19,40696.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,11958.96,352,2698.05,116.3272,10,6,1
404424,4,1,3,1969,2,1,,700.0,397.5,0,1,1,,3.0,,2,1,1,1,1,2,1,1,3,2500,1,,2,2,2,2,30999.27,29996.28,17876.28,9635.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1002.99,46,0.0,87.55660999999999,10,1,1
404425,3,4,3,1993,2,2,16.0,50.0,130.17,0,3,3,3.0,3.0,,2,2,2,1,1,3,1,3,2,1200,1,,2,2,2,2,3915.0,3915.0,3600.0,3600.0,0.0,0.0,0.0,0.0,315.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,113.38838,8,7,2
404426,4,1,3,1990,2,1,,600.0,393.0,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,2,6000,2,2.0,2,1,1,2,74808.39,58436.6,44106.92,44106.92,0.0,0.0,14329.68,11566.15,0.0,0.0,0,0,1073.0,794.02,0,0.0,0,0,0,0,16371.79,272,0.0,130.62759,3,3,1
404427,1,1,3,1989,1,1,,1.0,235.0,0,3,3,,3.0,,2,1,1,1,1,1,1,1,2,3000,1,,2,2,2,2,123005.15,119790.13,116430.13,116430.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3215.02,384,2178.25,125.46245,9,7,2
404429,4,1,2,2003,2,1,,100.0,370.0,0,1,1,,3.0,,2,2,2,1,1,3,1,3,3,1500,2,,2,2,2,2,17151.12,17151.12,17151.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,328.36273,10,6,1
404430,2,1,2,2004,2,2,,200.0,129.17,0,1,1,,2.0,,2,2,2,1,1,3,1,3,1,700,1,,2,2,1,2,2490.0,2490.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,242.22,130.66346000000001,2,7,2
404431,4,1,3,1984,2,1,,500.0,491.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3500,2,,1,1,1,2,161395.9,131040.61,129937.12,117570.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,711.44,711.44,0,0.0,0,0,0,0,30355.29,552,0.0,76.21096999999999,10,1,1
404432,4,1,2,1980,2,2,,200.0,250.25,0,1,1,,3.0,,2,2,2,1,1,3,1,2,1,900,1,,1,2,1,1,30866.85,26897.89,26897.89,14408.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3968.96,0,0.0,254.38914,10,1,1
404437,2,1,3,1950,2,1,,1.0,124.67,0,3,3,,3.0,,2,1,2,1,1,3,1,3,2,800,1,,2,2,2,2,9289.68,9289.68,9289.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,295.94782999999995,8,7,2
404438,1,1,4,1970,2,1,,500.0,241.67,0,3,3,,3.0,,2,1,2,1,1,2,1,1,3,700,1,,2,2,1,2,10583.3,10263.48,10263.48,1600.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,319.82,0,2288.63,128.83233,10,7,2
404439,4,1,2,2000,2,1,,400.0,269.83,0,1,1,,3.0,,1,1,1,1,1,1,1,3,3,2000,2,,2,2,2,2,83364.59,66874.98,66874.98,52217.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,16489.61,0,0.0,100.79139,10,1,1
404440,1,1,5,1988,2,1,,100.0,90.0,0,3,3,,,,2,1,2,1,1,2,2,3,3,1500,2,,2,2,2,2,9953.28,9953.28,9953.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1087.59,295.81029,10,7,2
404441,1,1,3,1970,1,1,,200.0,204.08,0,3,3,,3.0,,2,1,1,1,1,3,1,3,3,1000,1,,2,2,2,2,7962.84,7962.84,7962.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,301.64235,7,7,2
404442,4,1,2,1971,2,1,,200.0,251.0,0,1,1,,3.0,,2,1,2,1,1,3,1,1,1,2500,2,,2,2,2,2,31864.12,31325.62,28035.62,2155.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,538.5,0,961.99,146.62358,1,6,1
404443,4,1,2,2002,2,1,,1.0,146.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,1200,1,,2,2,2,2,49568.7,39337.7,39337.7,11750.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1750.0,1750.0,0,0.0,0,0,10000,0,231.0,0,0.0,322.02601,10,1,1
404444,1,1,5,1975,1,1,,500.0,312.92,0,3,3,,1.0,,2,2,2,1,1,1,1,1,2,3000,1,,2,2,2,2,29090.73,29090.73,20437.17,12248.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,6876.4,262.26287,7,6,1
404448,4,1,3,2005,2,1,,700.0,426.67,0,1,1,3.0,3.0,,2,1,1,1,1,1,1,1,4,5000,1,,2,2,1,2,70525.76,54327.44,54327.44,54327.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,16198.32,0,0.0,603.1231,10,1,1
404449,1,1,3,1952,1,1,,1.0,145.0,0,3,3,,3.0,,2,2,2,1,1,2,1,2,1,2000,1,,1,2,2,2,31950.23,28051.86,25353.16,13028.68,0.0,0.0,1040.0,1040.0,842.9,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3898.38,0,1059.9,304.88277,9,7,2
404451,1,1,3,1960,1,2,,100.0,125.0,0,3,3,,2.0,,2,2,2,1,1,2,1,2,1,1000,1,,2,2,2,2,1017.72,1011.18,66.18,66.18,0.0,0.0,0.0,0.0,945.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,6.54,0,0.0,317.08757,2,7,2
404452,4,1,1,1958,2,2,,300.0,152.08,0,1,1,,3.0,,2,2,2,3,1,3,3,3,1,1000,1,,2,2,2,2,10473.36,10473.36,10473.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,244.10018,10,1,1
