PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
1059070001,10590700,452.9616,69,1,,,1059070002.0,,,,,,,2.0,1.0,2.0,,1964.0,300.0,3.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,73.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,37.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12884.88,0.0,0.0,0.0,0.0,0.0,1,6,1
1059070002,10590700,452.9616,68,2,,,1059070001.0,,,,,,,2.0,1.0,2.0,,1965.0,300.0,3.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,73.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,33.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13086.72,0.0,0.0,0.0,0.0,0.0,1,6,1
1059080001,10590800,835.60789,60,1,,,1059080002.0,,,,,,,2.0,1.0,2.0,,,400.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,96.0,40.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,,18.0,38.0,13.0,1.0,2.0,15002.22,12000.87,0.0,0.0,4847.98,0.0,0.0,0.0,0.0,939.3,749.73,0.0,0.0,129.08,112.05,0.0,0.0,1,6,1
1059080002,10590800,835.60789,57,2,,,1059080001.0,,,,,,,2.0,1.0,2.0,,1981.0,700.0,4.0,1.0,2.0,2.0,,2.0,,1.0,1.0,1.0,5.0,3.0,23.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24.0,31.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5141.59,5141.59,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059080003,10590800,835.60789,24,1,1059080001.0,1059080002.0,,,,,,,,1.0,3.0,2.0,,2012.0,600.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,21.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,,22.0,1.0,13.0,1.0,2.0,16026.96,12815.82,0.0,0.0,5053.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059100001,10591000,102.16463,54,1,,1059100002.0,,,,,,,,1.0,3.0,2.0,,1984.0,600.0,5.0,2.0,1.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,22.0,27.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9924.6,0.0,1,6,1
1059100002,10591000,102.16463,82,2,,,,,,,,,,4.0,3.0,2.0,,1958.0,600.0,3.0,2.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,23.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,26.0,33.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9198.72,840.0,0.0,0.0,0.0,0.0,1,6,1
1059100003,10591000,102.16463,50,2,,1059100002.0,,,,,,,,1.0,3.0,2.0,,1986.0,600.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,26.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,,24.0,26.0,12.0,1.0,2.0,24060.12,18690.72,0.0,0.0,7453.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984.77,1579.51,0.0,0.0,1,6,1
1059110001,10591100,1683.82812,40,1,,,1059110003.0,,,,,,,2.0,2.0,1.0,60.0,1992.0,300.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,33.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,,18.0,20.0,12.0,1.0,2.0,37367.53,28560.45,0.0,0.0,11576.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059110002,10591100,1683.82812,2,2,1059110001.0,1059110003.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059110003,10591100,1683.82812,35,2,,,1059110001.0,,,,,,,2.0,2.0,2.0,,2010.0,600.0,2.0,2.0,1.0,2.0,,2.0,,,,,1.0,3.0,33.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,21.0,13.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059120001,10591200,1151.38448,73,2,,,,,,,,,,4.0,3.0,2.0,,1964.0,300.0,3.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,53.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,37.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.32,840.0,0.0,0.0,0.0,0.0,1,6,1
1059130001,10591300,273.46746,60,2,,,1059130002.0,,,,,,,2.0,1.0,2.0,,1980.0,400.0,3.0,2.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,75.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,22.0,,1.0,2.0,87.85,66.94,0.0,0.0,27.22,0.0,0.0,0.0,0.0,6075.36,6075.36,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059130002,10591300,273.46746,66,1,,,1059130001.0,,,,,,,2.0,1.0,2.0,,1970.0,600.0,,2.0,2.0,2.0,,2.0,,,,,1.0,3.0,24.0,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,28.0,,18.0,36.0,13.0,1.0,1.0,30271.14,23231.74,0.0,0.0,9378.01,0.0,0.0,0.0,0.0,0.0,0.0,13522.82,0.0,0.0,0.0,0.0,0.0,1,6,1
1059140001,10591400,429.62422,51,2,,1059140002.0,,,,,,,,1.0,3.0,2.0,,1981.0,300.0,,1.0,2.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,51.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,18.0,5.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5315.28,0.0,1,6,1
1059140002,10591400,429.62422,77,2,,,,,,,,,,5.0,3.0,2.0,,1961.0,400.0,3.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,81.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,36.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10153.2,0.0,0.0,0.0,0.0,0.0,1,6,1
1059150001,10591500,821.68867,40,2,,,1059150003.0,,,,,,,2.0,1.0,2.0,,1994.0,400.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,52.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,20.0,15.0,3.0,,2.0,34580.69,26641.2,0.0,0.0,10662.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059150002,10591500,821.68867,18,2,1059150003.0,1059150001.0,,,,,,,,1.0,3.0,1.0,34.0,2013.0,200.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059150003,10591500,821.68867,44,1,,,1059150001.0,,,,,,,2.0,1.0,2.0,,1993.0,600.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,41.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,23.0,20.0,13.0,1.0,2.0,36006.33,27688.76,0.0,0.0,11154.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059150004,10591500,821.68867,16,1,1059150003.0,1059150001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059160001,10591600,1235.35569,19,2,1059160004.0,1059160002.0,,,,,,,,1.0,3.0,1.0,34.0,2013.0,200.0,1.0,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059160002,10591600,1235.35569,39,2,,,1059160004.0,,,,,,,2.0,1.0,2.0,,1991.0,200.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,96.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,19.0,16.0,13.0,1.0,2.0,12524.85,10547.61,0.0,0.0,3880.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.7,123.8,0.0,0.0,1,6,1
1059160003,10591600,1235.35569,6,2,1059160004.0,1059160002.0,,40.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059160004,10591600,1235.35569,38,1,,,1059160002.0,,,,,,,2.0,1.0,2.0,,1992.0,200.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,83.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.0,,20.0,18.0,13.0,1.0,2.0,30130.9,23133.76,0.0,0.0,9507.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059170001,10591700,219.65745,62,2,,,1059170002.0,,,,,,,2.0,1.0,2.0,,1970.0,300.0,3.0,2.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,81.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,42.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9138.12,0.0,0.0,0.0,0.0,0.0,1,6,1
1059170002,10591700,219.65745,52,1,,,1059170001.0,,,,,,,2.0,1.0,2.0,,,400.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,72.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,20.0,30.0,13.0,1.0,2.0,20579.3,16163.71,0.0,0.0,6352.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059180001,10591800,199.98035,47,1,,,1059180002.0,,,,,,,2.0,1.0,2.0,,1989.0,400.0,,1.0,3.0,2.0,,2.0,,,,,4.0,2.0,33.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,7.0,21.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,136260.0,136074.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059180002,10591800,199.98035,47,2,,,1059180001.0,,,,,,,2.0,1.0,2.0,,1988.0,400.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,19.0,25.0,13.0,1.0,2.0,23663.41,18400.72,0.0,0.0,7330.95,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.46,503.86,0.0,0.0,1,6,1
1059200001,10592000,302.53305,55,2,,,1059200002.0,,,,,,,2.0,1.0,2.0,,1980.0,400.0,3.0,1.0,2.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,43.0,,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,21.0,30.0,,1.0,2.0,17328.04,13169.31,0.0,0.0,5368.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7263.6,0.0,1,6,1
1059200002,10592000,302.53305,51,1,,,1059200001.0,,,,,,,2.0,1.0,2.0,,1984.0,300.0,,1.0,2.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,21.0,,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,21.0,20.0,,1.0,1.0,14321.77,10884.54,0.0,0.0,4436.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638.4,0.0,1,6,1
1059220001,10592200,821.68867,40,2,,,1059220004.0,,,,,,,2.0,1.0,2.0,,1992.0,300.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,91.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,81.0,,22.0,15.0,13.0,1.0,2.0,15203.63,12483.93,0.0,0.0,4776.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059220002,10592200,821.68867,14,1,1059220004.0,1059220001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059220003,10592200,821.68867,18,2,1059220004.0,1059220001.0,,,,,,,,1.0,3.0,1.0,35.0,2013.0,200.0,1.0,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,1,6,1
1059220004,10592200,821.68867,43,1,,,1059220001.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34015.4,26235.01,0.0,0.0,10537.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059230001,10592300,289.12582,78,2,,,1059230004.0,,,,,,,2.0,1.0,2.0,,1957.0,400.0,,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,22.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8585.52,0.0,0.0,0.0,0.0,0.0,1,6,1
1059230002,10592300,289.12582,47,2,1059230004.0,1059230001.0,1059230003.0,,,,,,,2.0,1.0,2.0,,1990.0,600.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,12.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,20.0,,6.0,1.0,1.0,45688.92,34723.92,0.0,0.0,14154.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059230003,10592300,289.12582,48,1,,,1059230002.0,,,,,,,2.0,1.0,2.0,,1985.0,400.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,21.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,,22.0,,13.0,1.0,2.0,23362.1,18197.51,0.0,0.0,7237.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059230004,10592300,289.12582,81,1,,,1059230001.0,,,,,,,2.0,1.0,2.0,,1955.0,300.0,,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,71.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,23.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10565.52,0.0,0.0,0.0,0.0,0.0,1,6,1
1059230005,10592300,289.12582,23,2,1059230003.0,1059230002.0,,,,,,,,1.0,3.0,1.0,60.0,2010.0,344.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93.0,,20.0,3.0,13.0,1.0,2.0,15312.33,12211.19,0.0,0.0,5562.8,0.0,0.0,0.0,0.0,2507.92,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059240001,10592400,436.65699,86,1,,,1059240002.0,,,,,,,2.0,1.0,2.0,,1972.0,400.0,4.0,1.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,14.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,55.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13821.96,0.0,0.0,0.0,0.0,0.0,1,6,1
1059240002,10592400,436.65699,80,2,,,1059240001.0,,,,,,,2.0,1.0,2.0,,1962.0,400.0,4.0,2.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,42.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9969.72,0.0,0.0,0.0,0.0,0.0,1,6,1
1059260001,10592600,394.33128,62,1,,,1059260002.0,,,,,,,2.0,1.0,2.0,,1972.0,400.0,2.0,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,33.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,30.0,,1.0,2.0,2885.52,2670.82,0.0,0.0,739.03,0.0,5146.48,3701.51,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,10931.28,0.0,1,6,1
1059260002,10592600,394.33128,62,2,,,1059260001.0,,,,,,,2.0,1.0,2.0,,1975.0,700.0,2.0,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,12.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,23.0,37.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7218.38,0.0,0.0,0.0,0.0,0.0,1,6,1
1059270001,10592700,440.06103,44,1,,,1059270003.0,,,,,,,2.0,1.0,2.0,,1988.0,300.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,71.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,,19.0,19.0,12.0,1.0,2.0,29074.69,24000.0,0.0,0.0,7396.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059270002,10592700,440.06103,20,1,1059270001.0,1059270003.0,,,,,,,,1.0,3.0,1.0,60.0,2013.0,344.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059270003,10592700,440.06103,41,2,,,1059270001.0,,,,,,,2.0,1.0,2.0,,1997.0,700.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,23.0,17.0,13.0,1.0,2.0,22704.9,19200.0,0.0,0.0,5476.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059270004,10592700,440.06103,12,1,1059270001.0,1059270003.0,,,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059280001,10592800,920.0858,49,1,,,1059280002.0,,,,,,,2.0,1.0,2.0,,1983.0,300.0,,1.0,2.0,2.0,,2.0,,,,,3.0,1.0,13.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.0,,18.0,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9562.55,7291.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059280002,10592800,920.0858,43,2,1059280009.0,,1059280001.0,,,,,,,2.0,1.0,2.0,,1989.0,300.0,3.0,1.0,2.0,2.0,,2.0,,,,,2.0,3.0,43.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,7.0,18.0,,3.0,1.0,2.0,5635.58,5230.0,0.0,0.0,1396.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059280003,10592800,920.0858,24,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,2.0,,2012.0,600.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,33.0,40.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,,19.0,,14.0,1.0,2.0,10216.57,8518.53,0.0,0.0,3023.62,0.0,0.0,0.0,0.0,132.31,132.31,0.0,0.0,223.33,181.47,0.0,0.0,1,6,1
1059280004,10592800,920.0858,22,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,60.0,2011.0,344.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,,19.0,,12.0,1.0,2.0,7466.1,6022.11,0.0,0.0,2922.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1,6,1
1059280005,10592800,920.0858,21,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,60.0,2012.0,344.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,51.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,55.0,,19.0,,13.0,1.0,2.0,2040.07,1776.59,0.0,0.0,906.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175.0,1,6,1
1059280006,10592800,920.0858,18,1,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,34.0,2013.0,200.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059280007,10592800,920.0858,17,2,1059280001.0,1059280002.0,,,,,,,,1.0,3.0,1.0,20.0,2008.0,100.0,2.0,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059280008,10592800,920.0858,16,2,1059280001.0,1059280002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
1059280009,10592800,920.0858,69,1,,,,,,,,,,4.0,3.0,2.0,,,0.0,,,2.0,2.0,,2.0,,1.0,,,8.0,3.0,96.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,16.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6880.68,840.0,0.0,0.0,0.0,0.0,1,6,1
1059290001,10592900,848.02268,54,1,,,1059290002.0,,,,,,,2.0,1.0,2.0,,1980.0,400.0,2.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,83.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,,20.0,20.0,12.0,1.0,2.0,34347.19,30000.0,0.0,0.0,5611.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059290002,10592900,848.02268,53,2,,,1059290001.0,,,,,,,2.0,1.0,2.0,,1982.0,400.0,2.0,,3.0,2.0,,2.0,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,,19.0,10.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16460.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059300001,10593000,238.68191,58,1,,,1059300002.0,,,,,,,2.0,1.0,2.0,,1980.0,700.0,2.0,2.0,3.0,2.0,,2.0,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,18.0,28.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,119480.0,116300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059300002,10593000,238.68191,58,2,,,1059300001.0,,,,,,,2.0,1.0,2.0,,1979.0,700.0,2.0,2.0,3.0,2.0,,2.0,,,,,3.0,2.0,52.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,18.0,32.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,104212.2,101032.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
1059310001,10593100,545.63783,64,1,,,1059310002.0,,,,,,,2.0,1.0,2.0,,1968.0,200.0,,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,75.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,44.0,,1.0,2.0,29686.11,22563.86,0.0,0.0,9188.74,0.0,0.0,0.0,0.0,0.0,0.0,12536.52,0.0,1294.77,1029.34,0.0,0.0,1,6,1
