HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10011400,126.49298,4,1,3.0,1991,2,2,,160.0,116.67,,1,1,,3.0,,1,1,2,3,1,1,2,600.0,1,,2,2,2,2,12054.04,12040.04,12040.04,558.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,14.0,0,0,0.0,0,0.0,10,1,1
10011700,126.44689,4,1,4.0,1990,2,1,,300.0,60.0,,1,1,,3.0,,1,1,2,1,1,1,3,800.0,2,,2,2,2,2,42485.9,37164.25,35155.9,35155.9,0.0,0.0,1082.62,1082.62,0.0,0.0,0,720,1659.0,1410.15,0,0.0,0.0,60.1,0,1200,5261.55,-79,579.98,10,1,1
10011800,229.80834,4,1,5.0,1997,2,1,,350.0,110.0,,1,1,,1.0,,2,2,2,3,3,3,1,600.0,1,,2,2,2,2,4052.16,4052.16,4052.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10011900,274.97778,4,1,3.0,1997,2,1,,400.0,70.0,,1,1,,3.0,,1,1,1,1,1,1,3,800.0,2,,2,1,1,2,12500.0,11956.39,11956.39,11956.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,543.61,0,0.0,10,1,1
10012100,310.59401,4,1,2.0,1985,2,2,,,60.0,,1,1,,3.0,,1,2,2,2,2,2,3,900.0,2,,2,2,2,2,8900.49,8172.84,8172.84,4875.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,727.65,0,0.0,10,1,1
10012400,146.04135,4,1,2.0,2016,2,1,,300.0,70.0,,1,1,,3.0,,1,1,1,2,1,3,3,400.0,2,,2,2,2,2,5157.82,4800.0,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,357.82,0,0.0,10,1,1
10012800,260.10519,4,1,2.0,2002,2,2,,,56.0,,1,1,,3.0,,1,1,1,3,1,1,4,550.0,3,,2,2,2,2,4700.28,4700.28,4700.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10013200,303.89379,4,4,3.0,2006,2,2,50.0,200.0,130.0,,1,1,3.0,3.0,,2,1,2,2,1,3,2,850.0,2,,2,1,2,2,42879.02,42529.02,39401.72,35112.2,0.0,0.0,330.22,330.22,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,350.0,0,0.0,10,1,1
10013600,296.22036,4,5,1.0,2013,1,2,,150.0,110.0,,1,1,,3.0,3.0,1,1,2,1,1,1,4,2000.0,3,,2,1,2,2,19809.52,15860.14,14067.27,14067.27,0.0,0.0,330.22,330.22,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3949.38,-126,0.0,10,1,1
10014000,99.58061,4,1,3.0,1987,2,1,,,65.0,,1,1,,3.0,,1,1,1,1,1,1,3,1600.0,2,,1,1,2,2,44895.43,36854.19,32095.97,27176.45,909.07,772.71,330.22,330.22,0.0,0.0,500,0,173.89000000000001,148.89000000000001,0,0.0,0.0,117.0,0,0,7924.24,-90,0.0,10,1,1
10014300,89.33861,4,1,5.0,2006,2,1,,350.0,160.0,,1,1,,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,38971.02,36858.37,36858.37,33901.81,1411.8,1199.8,0.0,0.0,0.0,0.0,0,0,826.33,702.38,0,0.0,0.0,78.14,0,0,2034.51,-383,0.0,10,1,1
10014600,98.05854,4,1,3.0,1982,2,2,,,70.0,,1,1,3.0,3.0,,1,1,1,3,1,3,3,,2,,2,1,1,1,15323.7,12932.45,12932.45,9651.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5577.8,4740.8,0,0.0,0.0,6.0,0,0,2385.25,0,498.78,10,1,1
10014700,162.98411,4,1,2.0,1985,2,2,,,70.0,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,2,2,2,2,19271.43,18217.94,18217.94,4627.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,21.0,0,0,1032.49,-220,0.0,10,1,1
10015300,145.18451,4,1,3.0,1976,2,2,,400.0,120.0,,1,1,,3.0,,1,1,1,1,3,2,3,625.0,2,,2,2,2,2,6675.36,6494.36,6494.36,3119.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,181.0,0,0.0,10,1,1
10015500,226.94042,4,1,1.0,1990,2,1,,100.0,67.0,,1,1,,3.0,,1,1,1,1,3,3,3,300.0,2,,2,1,2,2,4629.5,4629.5,4629.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10016200,300.79609,4,2,3.0,2007,2,2,,,110.0,175.0,1,1,3.0,3.0,,1,1,1,3,1,1,4,1500.0,2,,2,2,2,2,30860.09,22931.73,22931.73,22931.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,420,0.0,0.0,0.0,0,0,7928.36,-55,0.0,10,1,1
10016400,70.61111,4,1,4.0,1981,2,1,,350.0,122.5,,1,1,,3.0,3.0,1,1,1,1,1,1,4,1000.0,3,3.0,2,2,2,2,60419.85,52231.59,51937.67,39216.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.03,1.03,0,0.0,0.0,0.0,0,0,8188.26,-300,0.0,10,1,1
10016500,293.35643,4,2,3.0,2004,2,1,,400.0,125.0,105.0,1,1,3.0,3.0,,1,1,1,1,1,1,4,800.0,2,,2,2,2,2,23510.65,17539.16,16878.72,16878.72,0.0,0.0,660.44,660.44,0.0,0.0,0,0,0.0,0.0,300,0.0,0.0,29.0,0,0,5942.49,0,0.0,10,1,1
10016800,301.27343,1,2,4.0,2009,2,1,,600.0,281.08,200.0,1,1,3.0,3.0,,1,1,1,3,1,1,3,1250.0,1,,2,2,2,2,11094.55,8975.55,8315.11,8315.11,0.0,0.0,660.44,660.44,0.0,0.0,0,0,0.0,0.0,280,0.0,0.0,50.0,0,0,2069.0,-124,0.0,10,1,1
10017500,263.28573,4,1,3.0,1977,2,1,,,100.0,,1,1,,3.0,,2,1,2,1,1,1,3,1500.0,2,,2,2,2,2,20047.14,17614.11,14799.5,14799.5,0.0,0.0,660.44,660.44,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2433.03,-700,0.0,10,1,1
10017900,171.68001,4,1,4.0,2008,2,1,,400.0,90.0,,1,1,,3.0,,1,1,1,1,1,1,5,600.0,3,,2,2,2,2,31120.81,25778.66,25559.21,18329.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5342.15,0,0.0,10,1,1
10018000,89.77509,4,1,4.0,1990,2,1,,300.0,136.67000000000002,,1,1,,3.0,,1,1,1,1,1,1,4,1500.0,2,,2,2,2,2,41850.29,35031.05,34596.02,23986.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6819.24,-417,0.0,10,1,1
10018300,227.63426,4,5,5.0,1993,2,1,,,150.0,,1,1,,3.0,3.0,1,1,1,3,1,1,3,,2,2.0,1,1,1,2,51564.46,39401.78,36778.97,33543.65,0.0,0.0,2438.64,1936.77,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,143.98,0,0,12018.7,-21,0.0,10,1,1
10018600,76.59312,1,1,6.0,1960,2,1,,350.0,50.17,,1,1,,1.0,,1,1,1,1,1,1,3,800.0,3,,2,2,2,2,46981.46,39295.05,38613.03,38613.03,300.0,300.0,0.0,0.0,0.0,0.0,0,0,71.28999999999999,71.28999999999999,0,0.0,0.0,80.0,0,0,7606.41,-84,181.9,10,1,1
10018700,82.73375,4,1,3.0,1997,2,1,,220.0,70.0,,1,1,,3.0,,1,1,1,1,3,3,2,800.0,2,,2,1,2,2,9856.7,9856.7,9856.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10019100,76.76311,4,2,4.0,2002,2,1,,450.0,191.67,70.0,1,1,3.0,3.0,,1,1,1,1,1,1,3,1000.0,2,,2,1,2,2,43839.24,33459.66,32889.28,32889.28,0.0,0.0,570.38,570.38,0.0,0.0,0,0,0.0,0.0,420,0.0,0.0,8.0,0,0,10371.58,-13,0.0,10,1,1
10020300,101.19316,4,1,2.0,2000,2,1,,,111.67,,1,1,,3.0,3.0,1,1,1,3,1,1,4,1500.0,3,,2,2,2,2,31595.18,24444.61,23262.35,23262.35,0.0,0.0,330.22,330.22,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6.0,0,0,7144.57,0,0.0,10,1,1
10020900,233.88856,4,1,3.0,1974,2,1,,,70.0,,1,1,3.0,3.0,,1,1,1,3,3,3,4,400.0,3,,2,1,2,2,6370.09,6239.04,6239.04,1325.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,131.05,0,0.0,10,1,1
10021300,94.46834,4,1,4.0,1989,2,1,,250.0,108.33,,1,1,,3.0,,1,1,1,1,1,1,3,700.0,2,,2,2,2,2,19724.04,16733.2,15819.0,10177.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,18.46,0,0,2972.38,-59,0.0,10,1,1
10021900,141.28951,4,1,4.0,1996,2,1,,400.0,70.83,,1,1,3.0,3.0,,1,1,1,3,1,1,4,575.0,3,,2,2,2,2,17978.77,17063.31,17063.31,2936.19,506.0,430.0,0.0,0.0,0.0,0.0,0,0,150.0,127.5,0,0.0,0.0,50.0,0,0,865.46,0,464.7,10,1,1
10022000,150.83719,4,5,2.0,1974,2,2,,100.0,90.0,,1,1,3.0,1.0,,1,2,2,2,1,2,2,1800.0,2,,2,1,2,2,14599.95,12440.0,12440.0,8094.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,158.0,134.3,0,0.0,0.0,0.0,0,0,2159.95,0,337.69,10,1,1
10022100,314.33806,4,4,4.0,2014,2,2,160.0,300.0,250.0,,1,1,1.0,2.0,,2,1,2,2,1,1,2,1200.0,1,,2,2,2,2,33415.23,27867.44,22358.43,22358.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5547.79,-211,0.0,10,1,1
10022500,123.53991,4,1,4.0,2007,2,1,,300.0,81.0,,1,1,,3.0,,1,1,1,1,1,1,5,950.0,3,,2,1,1,2,17273.15,14273.22,13869.35,10120.07,400.0,351.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,90.0,0,0,2909.93,0,276.08,10,1,1
10022900,135.72555,2,1,4.0,1972,2,1,,,140.0,,1,1,,3.0,,2,1,2,2,2,2,2,625.0,1,,2,2,2,2,5611.08,5582.08,5582.08,37.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,66.36,66.36,0,0.0,0.0,29.0,0,0,0.0,0,0.0,10,1,1
10023500,187.33959,4,1,3.0,1962,2,1,,350.0,120.0,,1,1,,3.0,,2,1,2,1,1,3,2,350.0,1,,2,2,2,2,3430.23,3430.23,2814.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
10023600,506.34686,4,1,3.0,2015,2,1,,400.0,85.0,,1,1,,3.0,,1,1,1,1,1,1,6,1000.0,3,,2,1,2,2,22962.02,18528.1,18197.88,18197.88,0.0,0.0,330.22,330.22,0.0,0.0,0,0,97.75,87.55,0,0.0,0.0,0.0,0,0,4433.92,0,0.0,10,1,1
10023900,146.68918,4,1,3.0,1982,2,2,,160.0,90.0,,1,1,,3.0,,1,1,2,3,1,1,2,,1,,2,2,2,2,9125.52,9051.1,9051.1,434.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,74.42,-23,0.0,10,1,1
10024000,297.66722,4,1,3.0,2015,2,1,,300.0,90.0,,1,1,,3.0,,1,1,1,1,1,1,4,800.0,3,,2,2,2,2,25765.92,24310.5,24310.5,24310.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1455.42,0,0.0,10,1,1
10024100,81.42591,4,1,3.0,2000,2,2,,,111.67,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,2,2,2,2,17252.35,12574.46,11855.01,11855.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,16.0,0,0,4661.89,-177,0.0,10,1,1
10024500,89.14462,4,1,3.0,1966,2,2,,,100.0,,1,1,,3.0,,2,1,2,3,3,3,3,200.0,2,,2,2,2,2,11067.43,11051.83,11051.83,64.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79.87,70.27000000000001,0,0.0,0.0,6.0,0,0,9.6,0,0.0,10,1,1
10024700,240.30344,4,5,4.0,2015,2,1,,450.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,4,1200.0,3,,2,2,2,2,48218.31,41212.98,41167.38,41167.38,0.0,0.0,45.6,45.6,0.0,0.0,0,0,35294.12,30000.120000000003,0,0.0,0.0,0.04,0,0,7005.29,0,0.0,10,1,1
10025000,242.8461,4,1,5.0,1974,2,2,,300.0,130.0,,1,1,,2.0,,2,1,2,2,2,2,2,700.0,1,,2,2,2,2,4603.32,4593.32,4593.32,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,10.0,0,0,0.0,0,0.0,10,1,1
