PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL050,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
10645505,106455,139.97881,10,2,,10645503.0,,,35.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
10645601,106456,534.64012,55,1,,,,,,,,,,1.0,3.0,2.0,,1973.0,3.0,,,,,,,,1.0,2.0,,5.0,3.0,93.0,,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,3483.55,3000.0,0.0,0.0,1079.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2
10645701,106457,114.38982,55,1,,,10645702.0,,,,,,,2.0,1.0,2.0,,1979.0,4.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,71.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,84.0,,12.0,1.0,2.0,19200.0,9240.0,0.0,0.0,1498.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1
10645702,106457,114.38982,51,2,,,10645701.0,,,,,,,2.0,1.0,2.0,,2000.0,5.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,13.0,1.0,2.0,29542.01,22630.55,0.0,0.0,9153.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.66,1717.98,854.41,0.0,1,6,1
10645801,106458,443.72752,55,1,,,10645802.0,,,,,,,2.0,1.0,2.0,,1978.0,5.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,12.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,12.0,1.0,2.0,40510.88,30789.72,0.0,0.0,12552.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1
10645802,106458,443.72752,48,2,,,10645801.0,,,,,,,2.0,1.0,2.0,,1985.0,5.0,3.0,2.0,2.0,2.0,,2.0,,,,,1.0,3.0,24.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64.0,,12.0,1.0,2.0,25467.74,19727.79,0.0,0.0,7891.05,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,2,2,1
10645803,106458,443.72752,22,1,10645801.0,10645802.0,,,,,,,,1.0,3.0,1.0,5.0,2008.0,3.0,1.0,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1
10646001,106460,281.21067,55,1,,,10646002.0,,,,,,,2.0,1.0,2.0,,1977.0,4.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,71.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,,13.0,1.0,2.0,3448.33,3114.13,0.0,0.0,1068.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646002,106460,281.21067,51,2,,,10646001.0,,,,,,,2.0,1.0,2.0,,1981.0,5.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,13.0,1.0,2.0,32617.77,25063.01,0.0,0.0,10043.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646003,106460,281.21067,22,2,10646001.0,10646002.0,,,,,,,,1.0,3.0,2.0,,2009.0,3.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,34.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,47.0,,11.0,1.0,2.0,6057.53,4800.0,0.0,0.0,1877.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646101,106461,102.12751,55,1,,,10646102.0,,,,,,,2.0,1.0,2.0,,1978.0,5.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,21.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,,13.0,1.0,1.0,50413.96,38840.97,0.0,0.0,15620.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1
10646102,106461,102.12751,52,2,,,10646101.0,,,,,,,2.0,1.0,2.0,,2000.0,5.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,24.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,13.0,1.0,1.0,27820.15,21517.09,0.0,0.0,8366.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1
10646103,106461,102.12751,21,2,10646101.0,10646102.0,,,,,,,,1.0,3.0,1.0,5.0,2008.0,3.0,,,,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,11989.93,9886.65,0.0,0.0,3716.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1
10646401,106464,74.69249,54,1,,,10646402.0,,,,,,,2.0,1.0,2.0,,1974.0,3.0,3.0,2.0,3.0,2.0,,2.0,,1.0,1.0,1.0,5.0,3.0,71.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,1
10646402,106464,74.69249,53,2,,,10646401.0,,,,,,,2.0,1.0,2.0,,1991.0,5.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,12.0,1.0,2.0,33505.43,25594.45,0.0,0.0,10381.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,1
10646602,106466,485.295,86,2,,,,,,,,,,4.0,3.0,2.0,,1936.0,1.0,4.0,1.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,91.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11787.3,798.0,0.0,0.0,0.0,0.0,5,7,2
10646701,106467,225.0925,54,1,,,10646702.0,,,,,,,2.0,1.0,2.0,,1979.0,5.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,72.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,,12.0,1.0,2.0,21599.33,16902.36,0.0,0.0,6692.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646702,106467,225.0925,51,2,,,10646701.0,,,,,,,2.0,1.0,2.0,,2007.0,5.0,3.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,32.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,84.0,,13.0,1.0,2.0,26444.93,20438.89,7680.0,0.0,8197.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646703,106467,225.0925,22,2,10646701.0,10646702.0,,,,,,,,1.0,3.0,1.0,5.0,2010.0,5.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10646801,106468,166.20585,54,1,,,10646802.0,,,,,,,2.0,2.0,2.0,,1974.0,3.0,,2.0,3.0,2.0,,1.0,1.0,1.0,2.0,,5.0,3.0,71.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1
10646802,106468,166.20585,68,2,,,10646801.0,,,,,,,2.0,2.0,2.0,,1958.0,2.0,4.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,91.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,13.0,1.0,2.0,6827.81,6011.65,0.0,0.0,2101.67,0.0,0.0,0.0,0.0,0.0,0.0,9221.73,0.0,314.83,247.37,0.0,0.0,3,3,1
10646803,106468,166.20585,23,1,10646801.0,10646802.0,,,,,,,,1.0,3.0,2.0,,2005.0,3.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,51.0,48.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,,10.0,,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1
10646804,106468,166.20585,42,1,10646801.0,10646802.0,,,,,,,,5.0,3.0,2.0,,1986.0,4.0,,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,,5.0,3.0,71.0,,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.34,2027.01,3000.0,0.0,3,3,1
10647001,106470,146.09293,54,1,,10647002.0,,,,,,,,5.0,3.0,2.0,,1973.0,2.0,2.0,2.0,3.0,2.0,,2.0,,1.0,1.0,1.0,5.0,3.0,91.0,,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,5517.95,5157.94,0.0,0.0,923.15,0.0,0.0,0.0,0.0,1750.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,2
10647002,106470,146.09293,84,2,,,,,,,,,,4.0,3.0,2.0,,1938.0,1.0,5.0,1.0,1.0,2.0,,2.0,,1.0,,,7.0,3.0,92.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9501.72,798.0,0.0,0.0,0.0,0.0,8,7,2
10647102,106471,40.90786,81,1,,,10647103.0,,,,,,,2.0,1.0,2.0,,1940.0,1.0,4.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,83.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10606.46,0.0,0.0,0.0,0.0,0.0,6,4,1
10647103,106471,40.90786,79,2,,,10647102.0,,,,,,,2.0,1.0,2.0,,1942.0,1.0,4.0,1.0,2.0,2.0,,2.0,,1.0,,,7.0,3.0,91.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680.96,0.0,0.0,0.0,0.0,0.0,6,4,1
10647301,106473,311.11598,54,1,,,10647302.0,,,,,,,2.0,1.0,2.0,,1980.0,3.0,,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,83.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,,13.0,1.0,2.0,24826.77,19364.28,0.0,0.0,7638.03,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.93,537.18,0.0,0.0,10,6,1
10647302,106473,311.11598,43,2,,,10647301.0,,,,,,,2.0,1.0,2.0,,1986.0,4.0,3.0,2.0,3.0,2.0,,2.0,,,,,3.0,2.0,34.0,40.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,65.0,,13.0,,,7622.85,6166.6,300.0,0.0,2243.18,880.0,0.0,0.0,0.0,2700.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1
10647303,106473,311.11598,25,1,10647301.0,10647302.0,,,,,,,,1.0,3.0,2.0,,2010.0,5.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,12.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,41.0,,12.0,1.0,1.0,13726.19,10767.45,0.0,0.0,4253.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1
10647304,106473,311.11598,23,1,10647301.0,10647302.0,,,,,,,,1.0,3.0,2.0,,2006.0,3.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,93.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,1.0,,13.0,1.0,2.0,9333.6,7568.0,0.0,0.0,2891.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1
10647305,106473,311.11598,20,1,10647301.0,10647302.0,,,,,,,,1.0,3.0,1.0,4.0,2010.0,3.0,,1.0,3.0,2.0,,2.0,,2.0,1.0,1.0,6.0,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1
10647501,106475,162.58956,54,1,,,10647502.0,,,,,,,2.0,1.0,2.0,,1979.0,4.0,3.0,1.0,2.0,2.0,,2.0,,,,,2.0,3.0,11.0,30.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,12.0,1.0,1.0,22144.06,17910.09,0.0,0.0,6861.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4223.45,0.0,1,7,2
10647502,106475,162.58956,51,2,,,10647501.0,,,,,,,2.0,1.0,2.0,,1978.0,4.0,2.0,2.0,3.0,2.0,,2.0,,,,,3.0,1.0,12.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,79.0,,4.0,,,23033.52,17949.55,0.0,0.0,7136.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,2
10647701,106477,47.58607,54,1,,,10647702.0,,,,,,,2.0,1.0,2.0,,1975.0,3.0,3.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,33.0,40.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1
10647702,106477,47.58607,52,2,,,10647701.0,,,,,,,2.0,1.0,2.0,,1978.0,4.0,3.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0,3.0,41.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,,12.0,1.0,2.0,24000.0,20009.37,0.0,0.0,5792.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.44,1027.58,0.0,0.0,3,3,1
10647801,106478,157.41016,54,1,,,10647802.0,,,,,,,2.0,1.0,2.0,,1973.0,2.0,5.0,1.0,1.0,2.0,,2.0,,1.0,2.0,,8.0,3.0,71.0,,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6692.71,0.0,8,6,1
10647802,106478,157.41016,54,2,,,10647801.0,,,,,,,2.0,1.0,2.0,,1973.0,3.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,11.0,1.0,2.0,9716.94,8160.3,0.0,0.0,2978.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,1
10647803,106478,157.41016,27,1,10647801.0,10647802.0,,,,,,,,1.0,3.0,2.0,,2000.0,2.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,71.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,11.0,1.0,2.0,12000.0,10551.93,0.0,0.0,1453.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,1
10647901,106479,297.94124,53,1,,,,,,,,,,5.0,3.0,2.0,,1979.0,3.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,71.0,40.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,,12.0,1.0,2.0,11807.61,9753.56,0.0,0.0,3660.36,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1
10648001,106480,141.08867,53,1,,,10648002.0,,,,,,,2.0,1.0,2.0,,1975.0,2.0,3.0,2.0,3.0,2.0,,2.0,,,,,3.0,2.0,71.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20942.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,2
10648002,106480,141.08867,51,2,,,10648001.0,,,,,,,2.0,1.0,2.0,,1978.0,4.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,2.0,52.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,,1.0,,,3614.2,3482.14,0.0,0.0,1412.97,0.0,10726.15,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,2
10648003,106480,141.08867,17,1,10648001.0,10648002.0,,,,,,,,1.0,3.0,1.0,3.0,2010.0,2.0,,2.0,3.0,2.0,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,2
10648004,106480,141.08867,15,2,10648001.0,10648002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2
