PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,PD020,PD030,PD050,PD060,PD070,PD080,AP,SL,M_K
1000040001,10000400,484.06244,19,1,1000040003.0,1000040002.0,,,,,,,,1.0,3.0,2.0,,2017.0,354.0,,2.0,3.0,,,,,,,,1.0,3.0,51.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.0,,18.0,1.0,13.0,1.0,2.0,6367.75,5400.0,0.0,0.0,1843.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.48,412.74,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000040002,10000400,484.06244,46,2,,,1000040003.0,,,,,,,2.0,1.0,2.0,,1991.0,300.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,75.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,,19.0,23.0,13.0,1.0,2.0,8138.6,6600.0,0.0,0.0,2513.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.07,87.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000040003,10000400,484.06244,44,1,,,1000040002.0,,,,,,,2.0,1.0,2.0,,1995.0,400.0,,2.0,3.0,2.0,,2.0,,1.0,2.0,,7.0,3.0,54.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,21.0,,1.0,2.0,8905.36,6960.6,0.0,0.0,2822.56,0.0,0.0,0.0,0.0,0.0,0.0,2795.28,0.0,1089.77,884.22,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000040004,10000400,484.06244,25,1,1000040003.0,1000040002.0,,,,,,,,1.0,3.0,2.0,,2012.0,344.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,81.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,,19.0,5.0,13.0,1.0,2.0,15764.32,11612.07,0.0,0.0,5198.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.19,745.06,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000050001,10000500,186.77438,47,2,,1000050003.0,,,,,,,,1.0,3.0,2.0,,1993.0,600.0,3.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,85.0,,22.0,26.0,13.0,1.0,2.0,13920.03,10899.13,0.0,0.0,4035.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000050003,10000500,186.77438,72,2,,,,,,,,,,4.0,3.0,2.0,,1962.0,300.0,4.0,1.0,2.0,2.0,,2.0,,2.0,,,7.0,,,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315.16,350.88,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,10,1,1
1000060001,10000600,307.50238,45,2,,,1000060002.0,,,,,,,2.0,1.0,2.0,,,300.0,3.0,1.0,3.0,,,,,,,,2.0,3.0,33.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,6.0,18.0,27.0,15.0,1.0,2.0,708.0,644.27,0.0,0.0,220.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,10,1,1
1000060002,10000600,307.50238,45,1,,1000060003.0,1000060001.0,,,,,,,2.0,1.0,2.0,,,400.0,2.0,2.0,3.0,,,,,,,,1.0,3.0,71.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,,,27.0,15.0,1.0,2.0,8317.56,6478.37,0.0,0.0,2810.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,10,1,1
1000060003,10000600,307.50238,76,2,,,,,,,,,,3.0,3.0,2.0,,,0.0,,2.0,3.0,2.0,,,,2.0,,,7.0,,,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3509.7,252.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,10,1,1
1000060004,10000600,307.50238,0,2,,1000060005.0,,,,,0.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000060005,10000600,307.50238,23,2,1000060002.0,1000060001.0,,,,,,,,3.0,3.0,1.0,60.0,,344.0,1.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,52.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,,18.0,5.0,13.0,1.0,1.0,5148.41,4311.39,0.0,0.0,1021.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000110001,10001100,256.59559,58,2,,,1000110002.0,,,,,,,2.0,1.0,2.0,,1989.0,600.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,12.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,,24.0,33.0,13.0,1.0,1.0,23411.27,17343.97,0.0,0.0,7245.93,0.0,3406.4,2781.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000110002,10001100,256.59559,54,1,,,1000110001.0,,,,,,,2.0,1.0,2.0,,1991.0,600.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,12.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,,21.0,32.0,13.0,1.0,2.0,11256.0,9600.0,0.0,0.0,561.24,305.0,3838.1,2490.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000120001,10001200,257.78839,18,2,1000120002.0,1000120003.0,,,,,,,,1.0,3.0,1.0,60.0,2017.0,344.0,1.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,42.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,61.0,,18.0,,12.0,1.0,2.0,4350.71,3357.14,0.0,0.0,1356.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000120002,10001200,257.78839,63,1,,,1000120003.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12203.02,9446.48,0.0,0.0,3407.42,0.0,552.0,420.35,0.0,0.0,0.0,267.16,0.0,0.0,0.0,0.0,0.0,,,,,,,10,1,1
1000120003,10001200,257.78839,62,2,,,1000120002.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369.12,3828.58,0.0,0.0,1407.34,0.0,0.0,0.0,0.0,0.0,0.0,2289.84,0.0,68.36,57.99,0.0,0.0,,,,,,,10,1,1
1000130001,10001300,370.96012,27,1,1000130005.0,1000130003.0,,,,,,,,1.0,3.0,2.0,,2009.0,344.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,74.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.0,,19.0,7.0,13.0,1.0,2.0,7494.86,6000.0,360.0,0.0,2196.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,10,1,1
1000130003,10001300,370.96012,50,2,,,1000130005.0,,,,,,,2.0,1.0,2.0,,1990.0,600.0,3.0,2.0,3.0,1.0,2.0,2.0,,,,,1.0,3.0,44.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.0,,23.0,27.0,15.0,1.0,2.0,8699.46,6664.83,0.0,0.0,2527.75,0.0,1029.56,1029.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,10,1,1
1000130004,10001300,370.96012,17,2,1000130005.0,1000130003.0,,,,,,,,1.0,3.0,1.0,20.0,2011.0,100.0,,2.0,3.0,2.0,,1.0,2.0,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,10,1,1
1000130005,10001300,370.96012,59,1,,,1000130003.0,,,,,,,2.0,1.0,2.0,,1976.0,300.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,21.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,,21.0,38.0,13.0,1.0,2.0,11301.68,9600.0,203.93,203.93,2777.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.53,199.37,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,10,1,1
1000140003,10001400,196.01531,29,1,,,1000140004.0,,,,,,,1.0,2.0,2.0,,2010.0,600.0,,1.0,3.0,,,,,1.0,1.0,1.0,11.0,3.0,51.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,,20.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,10,1,1
1000140004,10001400,196.01531,28,2,,,1000140003.0,,,,,,,1.0,2.0,1.0,60.0,2007.0,344.0,2.0,2.0,3.0,,,,,1.0,2.0,,11.0,3.0,51.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,,17.0,6.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,10,1,1
1000140006,10001400,196.01531,1,2,1000140003.0,1000140004.0,,,,,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000150001,10001500,73.607,80,2,,,1000150004.0,,,,,,,2.0,1.0,2.0,,1956.0,300.0,,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,91.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,41.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4026.65,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,10,1,1
1000150002,10001500,73.607,50,1,1000150004.0,1000150001.0,,,,,,,,1.0,3.0,2.0,,1987.0,300.0,,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,96.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,19.0,30.0,13.0,1.0,2.0,5471.51,4800.0,0.0,0.0,1486.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000150003,10001500,73.607,44,2,1000150004.0,1000150001.0,,,,,,,,3.0,3.0,2.0,,1998.0,600.0,2.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,23.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,21.0,21.0,13.0,1.0,2.0,9626.46,7800.0,0.0,0.0,2850.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.71,469.93,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000150004,10001500,73.607,84,1,,,1000150001.0,,,,,,,2.0,1.0,2.0,,1953.0,300.0,,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,71.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,43.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4453.38,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,10,1,1
1000150005,10001500,73.607,9,2,,1000150003.0,,,30.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000180002,10001800,207.11655,61,1,,,1000180003.0,,,,,,,2.0,1.0,2.0,,1977.0,400.0,,1.0,3.0,2.0,,,,,,,1.0,3.0,96.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,85.0,,20.0,40.0,15.0,1.0,2.0,5938.84,4934.6,0.0,0.0,1830.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.25,461.95,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,10,1,1
1000180003,10001800,207.11655,58,2,,,1000180002.0,,,,,,,2.0,1.0,2.0,,1978.0,400.0,3.0,1.0,3.0,2.0,,2.0,,,,,1.0,3.0,53.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86.0,,17.0,30.0,13.0,1.0,2.0,8681.4,6845.2,0.0,0.0,2706.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.59,193.93,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,10,1,1
1000190001,10001900,174.38719,79,1,,,1000190003.0,,,,,,,2.0,1.0,2.0,,1955.0,200.0,,1.0,1.0,2.0,,,,1.0,,,7.0,3.0,83.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,30.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3389.82,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,10,1,1
1000190003,10001900,174.38719,74,2,,,1000190001.0,,,,,,,2.0,1.0,2.0,,1961.0,300.0,4.0,1.0,2.0,2.0,,,,1.0,,,7.0,3.0,91.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.72,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,1
1000240001,10002400,163.07706,49,2,1000240002.0,1000240003.0,,,,,,,,5.0,3.0,2.0,,1987.0,400.0,3.0,1.0,3.0,2.0,,,,1.0,2.0,,8.0,3.0,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,20.0,23.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,10,1,1
1000240002,10002400,163.07706,79,1,,,1000240003.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943.32,0.0,0.0,0.0,0.0,0.0,,,,,,,10,1,1
1000240003,10002400,163.07706,80,2,,,1000240002.0,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.66,0.0,0.0,0.0,0.0,0.0,,,,,,,10,1,1
1000240004,10002400,163.07706,25,2,,1000240001.0,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4657.56,4090.39,0.0,0.0,1452.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10,1,1
1000250001,10002500,259.61094,18,2,1000250002.0,1000250003.0,,,,,,,,1.0,3.0,1.0,34.0,2016.0,200.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,6.0,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,1812.21,1575.21,0.0,0.0,187.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,10,1,1
1000250002,10002500,259.61094,54,1,,,1000250003.0,,,,,,,2.0,1.0,2.0,,,600.0,,2.0,3.0,,,,,1.0,1.0,1.0,5.0,3.0,33.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.85,213.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,10,1,1
1000250003,10002500,259.61094,36,2,,,1000250002.0,,,,,,,2.0,1.0,2.0,,,600.0,,2.0,3.0,,,2.0,,,,,3.0,1.0,11.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.0,,23.0,13.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,4778.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000250004,10002500,259.61094,17,2,1000250002.0,1000250003.0,,,,,,,,1.0,3.0,1.0,34.0,2016.0,200.0,,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,21.38,0.0,148.4,119.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000250005,10002500,259.61094,1,2,1000250002.0,1000250003.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000250006,10002500,259.61094,16,2,1000250002.0,1000250003.0,,,,,,,,1.0,3.0,1.0,20.0,2012.0,100.0,,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,423.37,364.27,0.0,0.0,132.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000310001,10003100,490.41017,82,2,,,,,,,,,,4.0,3.0,2.0,,1956.0,400.0,3.0,2.0,3.0,2.0,,2.0,,1.0,,,7.0,3.0,23.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719.34,252.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,10,1,1
1000330001,10003300,108.85032,64,2,,,1000330002.0,,,,,,,2.0,1.0,2.0,,1972.0,400.0,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,7.0,3.0,83.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,42.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7032.39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,10,1,1
1000330002,10003300,108.85032,64,1,,,1000330001.0,,,,,,,2.0,1.0,2.0,,1974.0,400.0,,1.0,3.0,1.0,2.0,,,1.0,,,7.0,3.0,83.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,42.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,10,1,1
1000390003,10003900,198.64729,80,2,,,,,,,,,,4.0,3.0,2.0,,,400.0,4.0,1.0,3.0,2.0,,,,1.0,,,7.0,3.0,93.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4659.96,391.2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,1
1000400001,10004000,305.4509,19,2,1000400002.0,1000400003.0,,,,,,,,1.0,3.0,1.0,60.0,2017.0,344.0,1.0,2.0,3.0,,,,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10,1,1
1000400002,10004000,305.4509,55,1,,,1000400003.0,,,,,,,2.0,1.0,2.0,,1986.0,700.0,,2.0,3.0,2.0,,,,,,,1.0,3.0,11.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,,23.0,30.0,12.0,1.0,1.0,68828.9,52747.27,56.97,56.97,21460.86,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,10,1,1
1000400003,10004000,305.4509,50,2,,,1000400002.0,,,,,,,2.0,1.0,2.0,,1993.0,600.0,2.0,2.0,2.0,2.0,,2.0,,1.0,1.0,1.0,10.0,3.0,34.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,21.0,20.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.15,820.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,10,1,1
1000400004,10004000,305.4509,16,1,1000400002.0,1000400003.0,,,,,,,,1.0,3.0,1.0,34.0,2017.0,200.0,,2.0,3.0,,,2.0,,2.0,2.0,,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000400005,10004000,305.4509,14,1,1000400002.0,1000400003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000400006,10004000,305.4509,12,2,1000400002.0,1000400003.0,,,32.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000420001,10004200,533.45034,56,2,,,,,,,,,,1.0,3.0,2.0,,1980.0,300.0,2.0,1.0,3.0,2.0,,,,,,,2.0,3.0,52.0,30.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.0,,54.0,2.0,13.0,1.0,2.0,7295.27,6000.0,20.0,0.0,2165.69,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.83,343.68,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000480001,10004800,679.68967,46,1,,,,,,,,,,3.0,3.0,2.0,,1990.0,300.0,2.0,2.0,3.0,,,,,,,,1.0,3.0,83.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49.0,,18.0,28.0,13.0,1.0,2.0,4506.02,3701.89,0.0,0.0,1474.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000510001,10005100,281.9665,66,2,,,1000510002.0,,,,,,,2.0,1.0,2.0,,1980.0,300.0,3.0,1.0,3.0,2.0,,1.0,1.0,1.0,,,7.0,3.0,75.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,30.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,10,1,1
1000510002,10005100,281.9665,70,1,,,1000510001.0,,,,,,,2.0,1.0,2.0,,1965.0,300.0,2.0,2.0,3.0,,,,,1.0,,,7.0,3.0,83.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,47.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,10,1,1
1000530001,10005300,994.5069,34,2,,,,,,,,,,3.0,3.0,2.0,,2006.0,600.0,1.0,2.0,3.0,2.0,,2.0,,,,,1.0,3.0,33.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52.0,,22.0,12.0,13.0,1.0,2.0,18350.56,14298.22,0.0,0.0,5036.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,1
1000530002,10005300,994.5069,3,2,,1000530001.0,,20.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1000530003,10005300,994.5069,0,1,,1000530001.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
