HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10592300,171.8531,4,1,3.0,1959,1,1,,110.0,252.67,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,1200,2,,2,1,2,2,32593.81,25698.54,25698.54,20064.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45.0,45.0,0,0.0,0.0,0,960,0,5935.27,-172,0.0,1,6,1
10592400,253.33161,4,1,4.0,1984,2,2,,150.0,154.0,,1,1,3.0,3.0,,2,1,2,1,1,3,1,1,3,800,2,,2,2,2,2,7028.67,7028.67,7028.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,6,1
10592600,225.80996,4,1,3.0,1987,2,2,,60.0,150.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,400,2,,2,2,2,2,8301.54,7430.33,4161.47,2231.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,871.21,0,0.0,1,6,1
10592700,264.31085,4,1,4.0,1983,2,2,,30.0,171.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,800,2,,2,2,2,2,15645.68,13074.08,13074.08,13074.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.08,0.08,0,0.0,0.0,0,0,0,2571.6,-114,0.0,1,6,1
10592800,454.33872,1,1,9.0,1992,2,1,,110.0,240.75,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,1,3,5000,2,2.0,2,2,2,2,23532.72,20288.32,18147.79,15911.73,0.0,0.0,486.95,486.95,135.54,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,3244.4,-224,0.0,1,6,1
10592900,505.65946,3,1,2.0,2011,2,1,,50.0,53.09,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,950,2,,2,2,2,2,19002.32,17193.62,16937.52,16937.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,14,0,0,1794.7,0,0.0,1,6,1
10593000,139.48161,1,1,6.0,2003,2,1,,100.0,203.5,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,900,3,,2,1,1,2,71303.59,69640.17,69640.17,69640.17,776.18,776.18,0.0,0.0,0.0,0.0,0,0,0.97,0.97,0,0.0,0.0,15,0,0,1648.42,0,0.0,1,6,1
10593100,307.27587,4,1,3.0,1975,2,1,,,115.0,,1,1,3.0,3.0,,2,1,2,1,1,3,1,1,3,625,2,,2,2,2,2,24495.43,20380.32,20380.32,13015.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,4115.11,0,0.0,1,6,1
10593300,307.18302,4,1,3.0,1983,2,2,,100.0,200.0,,1,1,3.0,3.0,3.0,2,2,2,1,1,1,1,1,1,1000,1,1.0,2,2,2,2,4991.35,4294.68,4294.68,4294.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,696.67,-39,0.0,1,6,1
10593400,198.40654,4,1,2.0,2004,1,2,,90.0,100.0,,1,1,3.0,3.0,,2,2,2,1,1,2,1,2,1,500,1,,2,2,2,2,1094.76,1094.76,0.0,0.0,0.0,0.0,0.0,0.0,1094.76,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,6,1
10593500,256.81595,4,1,5.0,1998,2,2,,,150.0,,1,1,,,,1,1,2,1,1,1,1,1,3,850,1,,2,1,1,2,11790.07,10355.9,10007.94,6856.36,0.0,0.0,0.0,0.0,202.73,0.0,0,0,0.0,0.0,0,0.0,0.0,13,0,0,1421.17,-58,0.0,1,6,1
10593600,277.03841,4,1,2.0,1983,2,2,,,149.0,,1,1,,3.0,,2,1,1,1,1,3,1,3,3,200,2,,2,2,2,2,6675.01,6675.01,6675.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,6,1
10593700,462.57124,1,1,7.0,1978,2,1,,1.0,149.91,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,580,3,,2,2,2,2,30547.79,27899.33,27899.33,23129.3,8.69,8.69,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,11,0,0,2637.46,-4,2939.25,1,7,2
10593800,589.73249,1,1,5.0,1990,2,1,,,75.41,,1,1,,3.0,,2,1,1,1,1,1,1,1,3,600,2,,2,2,2,2,4862.4,4242.4,3713.09,1664.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,620.0,0,750.99,1,7,2
10593900,592.32794,2,1,3.0,1965,2,1,,1.0,64.66,,2,2,,3.0,,2,1,2,1,1,1,1,1,4,463,3,,2,1,2,2,8461.52,8461.52,2607.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,7,2
10594000,1168.7044,1,1,4.0,1968,2,1,,1.0,42.75,,3,3,,3.0,,2,1,1,1,1,3,1,3,3,200,2,,2,2,2,2,2302.03,2302.03,2302.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,7,2
10594200,618.86089,1,1,3.0,2007,2,1,,50.0,78.17,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,450,2,,2,2,2,2,8015.7,7870.95,5514.94,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7,0,0,137.75,0,0.0,1,7,2
10594300,363.90447,1,1,5.0,1960,2,1,,1.0,128.25,,1,1,,3.0,,2,1,1,1,1,3,1,3,3,500,2,,2,2,2,2,6367.73,6367.73,6367.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,1531.21,1,7,2
10594500,388.24448,1,1,5.0,2007,2,1,,120.0,123.33,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,800,3,2.0,2,2,2,2,13761.45,12756.18,12540.38,12540.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,16,0,0,989.27,0,0.0,1,7,2
10594600,328.66045,1,1,4.0,1978,2,1,,1.0,92.51,,1,3,,3.0,,2,1,1,1,1,3,1,1,1,600,2,,2,2,2,2,7416.69,7416.69,7416.69,7416.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,1118.08,1,7,2
10594800,1145.27251,1,1,4.0,1963,1,2,,1.0,48.58,,3,3,,3.0,,2,2,2,1,1,3,2,3,1,200,1,,2,2,2,2,5325.97,5325.97,5325.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,7,2
10594900,679.67727,1,1,4.0,1982,2,1,,1.0,90.0,,1,1,,3.0,,2,1,1,1,1,1,1,1,3,800,2,,2,2,2,2,17071.83,15988.23,15054.98,11381.57,25.34,21.57,527.11,527.11,90.36,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1083.6,0,0.0,1,7,2
10595000,397.85571,1,1,6.0,1969,2,1,,70.0,114.66,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,870,2,,2,2,2,2,14671.41,13062.09,13062.09,13062.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,205.09,205.09,0,0.0,0.0,13,0,0,1596.32,-30,0.0,1,7,2
10595100,152.01054,1,1,5.0,1999,2,1,,50.0,91.67,,1,1,,3.0,,2,1,2,1,1,1,1,1,2,800,2,,2,2,2,2,9753.08,8265.75,6771.81,6771.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,13,0,0,1474.33,-34,0.0,1,7,2
10595200,400.31892,1,1,6.0,1984,2,1,,30.0,52.66,,1,1,,3.0,,2,1,1,1,1,3,1,1,4,434,3,,2,2,2,2,15056.92,12483.85,12483.85,10333.39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,11,0,0,2562.07,0,86.35,1,7,2
10595300,1115.00038,3,1,3.0,1968,2,2,,,41.67,,1,1,3.0,3.0,,2,1,2,1,1,1,1,3,3,400,2,,2,2,2,2,4995.11,4995.11,4995.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,7,2
10595400,1308.17985,1,1,4.0,1983,1,2,,1.0,22.159999999999997,,1,3,,3.0,,1,1,2,1,1,1,1,2,3,231,1,,2,1,2,2,750.12,750.12,0.0,0.0,0.0,0.0,0.0,0.0,750.12,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,496.95,1,7,2
10595600,593.87581,1,1,3.0,1940,1,1,,25.0,63.33,,3,3,3.0,3.0,,2,2,2,1,1,3,1,3,2,125,2,,1,1,2,2,3169.45,3169.45,3169.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,7,2
10595700,36.17158,4,1,3.0,1955,2,2,,50.0,170.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,2,900,1,,2,2,2,2,18718.06,15787.15,15787.15,9673.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.32,1.32,0,0.0,0.0,0,0,0,2930.91,-118,0.0,2,2,1
10595800,124.61914,4,1,3.0,1969,2,1,,120.0,103.58,,1,1,,3.0,,1,1,2,1,1,1,1,1,3,500,2,,2,2,2,2,7177.79,7142.79,7142.79,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,35,0,0,0.0,0,257.87,2,2,1
10596000,87.65446,4,1,3.0,1969,2,2,,120.0,183.67,,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,570,2,2.0,2,1,1,2,6886.03,6886.03,6886.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,100.71,2,2,1
10596100,136.81699,1,1,6.0,1976,2,1,,160.0,70.0,,1,1,,3.0,,1,1,1,1,1,3,1,1,4,350,3,,2,2,2,2,4371.41,4196.78,4196.78,765.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,90,0,84.63,0,365.82,2,2,1
10596200,209.04505,4,1,2.0,1985,2,2,,25.0,82.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,2,400,1,,2,1,2,2,16410.5,14688.85,14688.85,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1721.65,0,0.0,2,2,1
10596300,1603.54086,4,3,1.0,2014,2,2,100.0,,183.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,580,3,,2,1,2,2,7106.1,5997.14,5661.42,5661.42,0.0,0.0,0.0,0.0,304.1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1108.96,-112,0.0,2,2,1
10596400,124.88896,3,2,3.0,2004,1,2,,100.0,265.58000000000004,106.0,1,1,3.0,3.0,,1,1,1,1,1,1,1,1,4,560,3,,2,2,2,2,12837.2,10176.71,9711.13,9711.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,120,0.0,0.0,0,0,0,2660.49,-27,0.0,2,2,1
10596500,497.43836,4,1,3.0,2003,2,1,,150.0,85.0,,1,1,,3.0,,1,1,1,2,1,1,1,1,3,400,2,,2,1,1,2,9352.48,7702.21,5932.28,5932.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,840,1650.27,-62,0.0,2,2,1
10596800,142.74275,4,1,4.0,1963,2,1,,200.0,220.0,,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,1000,2,,2,2,2,2,13247.18,11407.23,11407.23,11007.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.23,2.23,0,0.0,0.0,0,0,0,1839.95,-101,0.0,2,2,1
10596900,358.09054,3,1,2.0,1994,2,2,,25.0,60.0,,1,1,,3.0,,1,1,2,1,1,1,1,1,2,500,1,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,1620,0.0,0,0.0,2,2,1
10597100,65.15764,4,1,4.0,1987,2,1,,230.0,200.0,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,1,3,600,2,2.0,2,2,2,2,24931.71,20506.7,19059.24,18659.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,60,0,0,4365.01,0,0.0,2,2,1
10597200,139.64141,4,1,2.0,1969,2,1,,60.0,100.0,,1,1,,3.0,,1,1,2,1,1,1,1,1,3,500,2,,2,2,1,2,5860.19,5860.19,4846.52,0.0,0.0,0.0,0.0,0.0,1013.67,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10597300,76.85026,3,1,3.0,1953,2,2,,145.0,185.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,800,2,,2,2,2,2,21602.78,20120.11,20120.11,14019.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1482.67,0,0.0,2,2,1
10597400,303.39823,4,1,3.0,1992,2,1,,70.0,130.0,,1,1,,3.0,,2,1,2,1,1,3,3,3,2,350,1,,2,2,2,2,5732.77,5732.77,5732.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10597500,325.70358,4,1,3.0,1993,2,1,,200.0,110.0,,1,1,,3.0,,2,2,1,1,1,3,1,3,3,350,2,,2,2,2,2,4058.65,4058.65,4058.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10597600,299.938,4,1,2.0,1975,2,1,,100.0,84.67,,1,1,,3.0,,1,1,2,1,1,3,1,3,3,300,2,,2,2,1,2,3698.2,3698.2,3698.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10597900,397.73808,4,2,5.0,2007,2,1,,250.0,230.0,145.0,1,1,1.0,3.0,,1,1,2,1,1,1,1,1,3,1500,2,,2,2,2,2,26075.27,20651.1,19986.08,19986.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,800.0,800.0,360,0.0,0.0,0,0,0,5424.17,-224,0.0,2,2,1
10598000,121.65699,1,1,6.0,1974,2,1,,,168.33,,1,1,,3.0,,1,1,1,1,1,1,1,1,2,2000,1,,2,2,2,2,21192.88,20017.15,12785.2,9711.43,0.0,0.0,5805.2,4910.31,0.0,0.0,0,0,0.47,0.47,0,0.0,0.0,28,0,0,1147.73,-130,0.0,2,2,1
10598100,216.94717,4,1,3.0,1999,2,2,,110.0,150.0,,1,1,,3.0,,1,1,2,1,1,1,1,1,3,700,2,,2,2,2,2,3659.35,3171.23,2662.95,2662.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,488.12,0,0.0,2,2,1
10598300,137.49683,4,2,3.0,2007,2,1,,,192.0,175.0,1,1,3.0,3.0,,1,1,2,1,1,1,1,1,2,1500,1,,2,2,2,2,27552.72,24716.42,24716.42,24716.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,261.09000000000003,261.09000000000003,900,0.0,0.0,0,0,0,2836.3,-94,0.0,2,2,1
10598400,148.00589,4,1,3.0,2005,2,2,,60.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,3,1000,2,,2,2,2,2,17209.17,15183.51,14451.74,14451.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,2025.66,0,0.0,2,2,1
10598700,319.63414,4,1,2.0,2015,1,2,,110.0,96.0,,1,1,,3.0,,2,1,2,1,1,3,3,3,2,350,1,,1,1,2,2,2524.67,2524.67,2524.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10598800,314.85305,4,4,1.0,1994,1,2,18.0,75.0,87.0,,3,3,,3.0,,2,1,2,1,1,3,1,3,1,370,1,,2,2,1,2,3574.8,3574.8,3574.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10599000,75.10743,1,1,5.0,1975,2,1,,90.0,84.0,,1,1,,3.0,,1,1,2,1,1,1,1,1,2,700,1,,2,2,2,2,18955.76,14724.34,14724.34,14724.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,4231.42,0,0.0,2,2,1
10599100,315.56712,4,1,3.0,1965,2,2,,50.0,90.0,,1,1,,3.0,,1,1,2,1,1,3,1,3,1,300,1,,2,2,2,2,3130.33,3130.33,3130.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10599200,323.12473,4,1,3.0,1963,2,2,,100.0,79.0,,1,1,,3.0,,2,1,2,1,1,3,2,3,1,350,1,,2,2,2,2,3213.42,3213.42,3213.42,720.0,0.0,0.0,0.0,0.0,0.0,0.0,720,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10599400,326.69645,2,1,3.0,1934,2,1,,,66.16,,1,1,,3.0,,2,1,2,1,1,3,3,3,3,300,2,,2,2,2,2,3657.98,3657.98,3657.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10599500,214.3221,4,1,3.0,1999,2,1,,300.0,115.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,1200,3,,2,2,2,2,47670.52,36511.32,36511.32,36511.32,984.71,984.71,0.0,0.0,0.0,0.0,0,0,22.03,22.03,0,0.0,0.0,0,0,0,11159.2,0,0.0,2,2,1
10599700,235.60598,4,1,2.0,1999,1,1,,,81.66,,1,1,,2.0,1.0,2,2,2,1,1,1,1,2,2,700,2,1.0,2,1,1,2,7249.37,6522.79,6450.86,3623.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,726.58,-145,0.0,2,2,1
10599900,153.8859,4,1,4.0,1989,2,1,,230.0,160.0,,1,1,,3.0,,1,1,2,1,1,3,1,1,2,600,2,,2,2,2,2,18487.26,15841.23,15841.23,8285.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,10,0,0,2636.03,0,172.41,2,2,1
10600100,474.08252,4,4,2.0,2013,2,1,50.0,,115.0,,1,1,3.0,3.0,,1,1,2,1,1,1,1,2,3,400,2,,2,2,2,2,1567.76,1567.76,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10600200,324.99795,4,1,3.0,1989,2,2,,130.0,107.0,,1,1,,2.0,,2,1,2,1,1,3,2,3,1,340,1,,1,2,2,2,2320.54,2320.54,2320.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10600300,88.00291,4,1,3.0,1994,2,1,,60.0,122.0,,1,1,,3.0,,1,1,2,1,1,3,1,3,2,530,1,,2,2,2,2,5103.82,5103.82,5103.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10600400,138.16711,4,1,2.0,1972,2,2,,80.0,95.0,,1,1,,3.0,,1,2,2,1,1,1,1,2,4,600,3,,2,2,2,2,7452.27,7413.27,7413.27,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,260.0,221.0,0,0.0,0.0,0,0,0,39.0,0,0.0,2,2,1
10600500,321.70238,4,1,3.0,1973,2,1,,130.0,150.0,,1,1,,3.0,,1,2,2,1,1,3,1,3,4,350,3,,2,1,1,2,3733.88,3733.88,3733.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10600700,258.91153,4,1,4.0,1984,2,2,,,140.0,,1,1,,3.0,,1,1,1,1,1,3,1,1,2,600,1,,2,2,2,2,14047.47,12943.97,12943.97,4626.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55.400000000000006,55.400000000000006,0,0.0,0.0,13,0,0,1090.5,0,0.0,2,2,1
10600800,132.36384,4,1,2.0,1972,2,1,,80.0,100.0,,1,1,,3.0,,1,1,2,1,1,1,1,3,4,600,3,,2,2,2,2,6568.2,6397.1,6248.57,3346.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,171.1,0,0.0,2,2,1
10600900,321.03455,4,1,3.0,2002,2,1,,,72.0,,1,1,,3.0,,2,1,2,1,1,3,1,3,2,300,1,,2,2,2,2,2915.39,2915.39,2915.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,2,2,1
10601000,215.86993,4,1,1.0,1985,2,1,,50.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,3,360,2,,2,1,1,1,9146.51,7019.48,7019.48,7019.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,2127.03,0,0.0,2,2,1
10601100,130.39984,3,1,3.0,1961,2,2,,107.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,1,4,492,3,,1,2,1,2,21890.69,17052.81,17052.81,17052.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,4837.88,-40,0.0,2,2,1
