HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
106510,23.14227,2,2,4.0,1984,2,1,,500.0,315.0,7500,1,1,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3000.0,2.0,,2,2,2,2,62611.71,45238.73,32712.33,32712.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,75,5000,0,12297.98,0.0,0.0,2,2,1
106511,121.73711,1,1,6.0,1999,2,2,,250.0,293.33,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6000.0,3.0,,2,2,2,2,40619.69,31992.94,31992.94,31992.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8626.75,0.0,0.0,5,6,1
106512,160.27854,1,1,5.0,1993,2,1,,80.0,520.5,1,1,1,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3000.0,3.0,,2,2,2,2,15907.38,15115.6,15115.6,15115.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,360,0,0,431.78,0.0,3668.67,2,7,2
106514,74.94718,1,1,4.0,1996,2,1,,,568.33,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3000.0,2.0,,2,2,2,2,71869.9,62634.93,62634.93,62634.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,450.0,450.0,0,0,0,70,0,0,9164.97,0.0,0.0,6,4,1
106515,65.44649,4,1,3.0,1998,2,2,,300.0,400.0,1,1,1,,3.0,,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1500.0,1.0,,2,2,1,2,17785.9,17785.9,17785.9,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,3,3,1
106517,273.24073,1,1,3.0,1985,2,1,,150.0,232.17,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4000.0,2.0,,2,2,2,2,89314.03,68767.5,68767.5,68767.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,75,0,0,20471.53,-257.0,0.0,10,6,1
106518,157.16299,4,1,3.0,1993,1,2,,400.0,461.67,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2300.0,1.0,,2,2,2,1,43983.43,34813.03,34373.82,34373.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,25,0,0,9145.4,-425.0,0.0,2,2,1
106521,78.59468,4,1,4.0,1986,2,2,,250.0,350.0,1,1,1,,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3000.0,1.0,,2,2,2,2,24483.33,20766.31,20714.31,20714.31,0.0,0.0,52.0,52.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3717.02,-125.0,0.0,1,6,1
106522,226.92552,2,5,2.0,2008,2,1,,1.0,133.33,1,2,2,,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,800.0,2.0,,2,2,2,2,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,6,4,1
106524,291.42549,4,1,4.0,1983,2,1,,500.0,700.0,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2000.0,2.0,,2,2,2,2,58283.62,53310.76,51427.14,51427.14,0.0,0.0,52.0,52.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4972.86,-459.0,0.0,10,1,1
106526,87.26284,4,1,4.0,1995,2,1,,100.0,553.75,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3500.0,1.0,,2,2,2,2,16928.21,13422.48,13422.48,13422.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3505.73,0.0,0.0,8,6,1
106530,125.17897,4,1,4.0,1993,2,2,,200.0,600.0,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3000.0,1.0,,2,2,1,1,15823.58,15115.51,7863.4,7863.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,708.07,-1254.0,0.0,10,6,1
106533,254.5096,3,2,5.0,2007,2,2,,100.0,410.46,1560,1,1,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4000.0,1.0,1.0,2,2,2,2,20461.91,19334.95,14187.63,6987.63,0.0,0.0,4720.12,4165.06,156.0,0.0,0,0,0.0,0.0,1524,0,0,0,0,1320,1126.96,-441.0,0.0,5,6,1
106535,70.43001,4,1,2.0,1999,2,1,,300.0,322.5,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2500.0,3.0,,2,2,2,2,35119.43,31163.98,30418.43,30418.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,30,0,0,3925.45,-333.0,0.0,3,3,1
106536,109.33961,4,1,4.0,1991,2,1,,70.0,200.42,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1500.0,1.0,,2,1,2,1,19283.76,16928.54,12782.58,12782.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2355.22,-882.0,0.0,6,6,1
106539,559.47453,4,1,4.0,2000,2,1,,1000.0,500.0,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5000.0,3.0,,2,2,1,2,130749.32,92629.55,92629.55,92629.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4180.0,3344.0,0,0,0,0,0,0,38119.77,0.0,0.0,10,1,1
106540,561.69409,4,5,2.0,2003,2,1,,150.0,300.0,1,1,1,,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2500.0,1.0,2.0,2,2,2,2,18295.01,15471.05,-1323.96,-1323.96,0.0,0.0,14357.45,11533.49,1297.56,0.0,1500,3000,0.0,0.0,0,0,0,0,0,0,2823.96,0.0,0.0,6,4,1
106541,146.90935,4,1,4.0,1987,2,1,,400.0,465.0,1,1,1,,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3500.0,1.0,,2,2,2,2,42751.62,33843.75,32724.73,32724.73,0.0,0.0,52.0,52.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8907.87,0.0,0.0,3,6,1
106545,87.8575,1,1,7.0,1961,2,1,,200.0,207.67,1,1,1,,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1500.0,1.0,,2,2,2,2,13307.04,13057.04,-250.0,-250.0,0.0,0.0,0.0,0.0,5747.04,0.0,0,0,0.0,0.0,0,0,0,250,0,0,0.0,0.0,0.0,5,6,1
106546,279.79985,4,1,3.0,1979,2,1,,400.0,350.0,1,1,1,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3000.0,1.0,,2,2,2,2,20303.34,16348.79,16296.79,16296.79,0.0,0.0,52.0,52.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3954.55,-332.0,0.0,10,1,1
106547,426.66102,1,1,4.0,2006,2,1,,900.0,140.0,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,900.0,2.0,,2,2,2,2,4413.7,3548.0,3548.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,75,0,0,790.7,-23.0,0.0,5,6,1
106549,153.48212,4,1,2.0,1979,2,1,,250.0,394.0,1,1,1,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2200.0,2.0,,2,2,2,2,33771.26,28021.56,28021.56,19748.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,5749.7,0.0,0.0,2,2,1
106551,322.24009,4,1,4.0,1987,2,2,,700.0,700.0,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3000.0,1.0,,2,2,2,2,43505.35,34949.37,34949.37,34949.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,8555.98,0.0,0.0,10,1,1
106554,270.78867,4,1,4.0,1965,2,1,,600.0,450.0,1,1,1,,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3500.0,2.0,,2,2,2,2,23066.69,19502.95,19450.95,18410.95,0.0,0.0,52.0,52.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3563.74,-1145.0,0.0,10,1,1
106555,92.36364,4,1,3.0,1979,2,1,,120.0,375.25,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2000.0,1.0,,2,1,2,2,25772.62,22349.47,13985.47,13985.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,8,0,0,3415.15,0.0,0.0,1,6,1
106557,177.45282,4,1,3.0,1992,2,1,,250.0,370.0,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1000.0,1.0,,2,2,2,2,23675.1,19823.57,19823.57,19823.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3851.53,0.0,0.0,7,6,1
106558,170.35947,4,1,2.0,1974,2,1,,150.0,200.0,1,1,1,,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1500.0,2.0,,2,2,2,2,22455.97,19844.16,18297.64,18297.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2611.81,-547.0,0.0,5,5,1
106559,157.06926,4,1,3.0,1995,2,1,,700.0,432.5,1,1,1,,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2500.0,2.0,1.0,1,2,2,1,6669.46,6358.18,4452.99,4452.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,311.28,-690.0,0.0,10,1,1
106564,190.15257,1,1,8.0,1980,2,1,,1200.0,355.0,1,1,1,,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2000.0,2.0,,2,2,2,2,22911.5,22911.5,22911.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,7,2
106566,202.6835,4,1,3.0,1980,2,2,,800.0,400.0,1,1,1,,3.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2000.0,2.0,,2,2,1,2,77162.28,62229.02,62229.02,53358.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6057.85,6057.85,0,0,0,0,0,0,14933.26,0.0,0.0,10,1,1
106567,139.57832,4,1,3.0,2005,2,2,,100.0,392.33,1,1,1,,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3000.0,1.0,,2,1,1,2,27085.6,27085.6,27085.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,6,1
106568,148.06403,1,1,6.0,1968,1,1,,,268.33,1,1,1,,3.0,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,800.0,1.0,,2,2,2,2,14818.92,14668.92,14668.92,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,150,0,0,0.0,0.0,2987.72,7,7,2
106570,135.4699,1,1,4.0,1974,2,2,,100.0,232.5,1,3,3,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1500.0,2.0,,2,2,2,2,21942.95,21867.95,13505.15,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,75,0,0,0.0,0.0,5043.48,5,7,2
106572,51.51455,4,1,2.0,1993,2,2,,150.0,320.0,1,1,1,,3.0,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3500.0,1.0,,2,1,1,2,12573.12,12573.12,12573.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,3,3,1
106573,268.34529,4,1,1.0,1990,2,2,,100.0,200.0,1,2,2,,3.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,800.0,2.0,,2,2,2,2,19311.72,19311.72,19311.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,5,1
