PB030,HB030,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,RB050,AGE,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL050,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY070G,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
10645101,106451,1,,,10645103,,,,,,,315.95215,54,2,1,2,,1990,5,2,2,3,2,,2,,,,,1,3,31,70,12,0,0,0,0,0,0,0,0,0,0,,3,,11,2,1,13411,12204.01,4500,0,4157.41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10645102,106451,2,10645101,10645103,,,,,,,,315.95215,26,1,3,2,,2008,5,,2,3,2,,2,,,,,2,3,51,20,0,12,0,0,0,0,0,0,0,0,0,,96,3,7,1,2,4800,4368,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10645103,106451,2,,,10645101,,,,,,,315.95215,50,2,1,2,,1980,4,3,1,2,2,,2,,1,2,,10,3,52,,0,0,0,0,0,0,0,0,0,12,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10645201,106452,1,,,10645202,,,,,,,165.81519,54,2,1,2,,1994,4,1,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,10243,8599.13,0,0,3175.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10645202,106452,2,,,10645201,,,,,,,165.81519,50,2,1,2,,1982,5,2,2,3,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,8881.87,7605.5,0,0,2753.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10645203,106452,2,10645201,10645202,,,,,,,,165.81519,16,1,3,1,3,2010,2,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8640,0,2,2,1
10645301,106453,1,,,10645302,,,,,,,261.18944,54,2,1,2,,1974,4,,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,41,,11,1,2,11007.19,9128.54,0,0,3412.23,0,0,0,5484.1,0,0,0,0,0,0,0,0,0,1,7,2
10645302,106453,2,,,10645301,,,,,,,261.18944,52,2,1,2,,1988,4,4,1,1,2,,2,,1,2,,8,3,24,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9623.52,0,1,7,2
10645303,106453,1,10645301,10645302,,,,,,,,261.18944,18,1,3,1,3,2008,2,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
10645401,106454,1,,,10645402,,,,,,,203.77313,54,2,1,2,,1981,5,4,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,78,,13,1,2,31821.2,24364.73,0,0,9864.57,0,0,0,0,0,0,0,0,0,0,0,8065.56,0,10,1,1
10645402,106454,2,,,10645401,,,,,,,203.77313,51,2,1,2,,1983,5,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,47,,12,1,2,26210.55,20268.78,0,0,8125.27,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10645501,106455,1,,,10645502,,,,,,,86.37681,54,2,1,2,,1974,4,3,2,3,2,,2,,1,1,1,5,3,81,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,1107.91,0,546,546,0,0,0,0,0,0,1,6,1
10645502,106455,2,,,10645501,,,,,,,86.37681,50,2,1,2,,1978,4,3,2,3,2,,2,,,,,2,3,91,20,0,12,0,0,0,0,0,0,0,0,0,,10,3,11,1,2,8540.37,7353.74,0,0,2647.51,0,0,0,0,0,0,0,0,0,803.78,634.98,0,0,1,6,1
10645503,106455,2,10645501,10645502,,,,,,,,86.37681,29,1,3,2,,2003,5,2,2,3,2,,2,,,,,1,3,32,40,12,0,0,0,0,0,0,0,0,0,0,,86,,11,1,2,10793.28,9192.88,0,0,3345.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
10645504,106455,1,10645501,10645502,,,,,,,,86.37681,17,1,3,1,3,2009,2,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
10645505,106455,2,,10645503,,,20,0,0,0,10,86.37681,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
10645601,106456,1,,,,,,,,,,869.4106,54,1,3,2,,1973,3,2,2,3,2,,2,,1,1,1,5,3,93,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2
10645701,106457,1,,,10645702,,,,,,,214.30392,54,2,1,2,,1979,4,3,2,3,2,,2,,,,,2,3,71,20,0,12,0,0,0,0,0,0,0,0,0,,84,4,12,1,2,4834.84,4399.7,0,0,1498.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
10645702,106457,2,,,10645701,,,,,,,214.30392,50,2,1,2,,2000,5,3,2,3,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,32929.99,25099.29,0,0,10208.3,0,0,0,0,0,0,0,0,0,1861.53,1470.61,0,0,1,6,1
10645801,106458,1,,,10645802,,,,,,,803.13373,54,2,1,2,,1978,5,2,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,1,39187.29,29807.43,0,0,12148.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10645802,106458,2,,,10645801,,,,,,,803.13373,47,2,1,2,,1985,5,3,1,2,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,70,,12,1,2,23514.39,18303.09,0,0,7289.46,880,0,0,0,0,0,0,0,0,0,0,6933.56,0,2,2,1
10645803,106458,1,10645801,10645802,,,,,,,,803.13373,21,1,3,1,5,2008,3,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,307.7,249.78,0,0,95.39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10646001,106460,1,,,10646002,,,,,,,675.59197,54,2,1,2,,1977,4,2,2,3,2,,2,,,,,1,3,71,50,2,0,0,0,10,0,0,0,0,0,0,,41,,13,1,2,12310.59,9600,0,0,3816.28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10646002,106460,2,,,10646001,,,,,,,675.59197,50,2,1,2,,1981,5,2,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,39448.01,30105.69,0,0,12228.88,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10646003,106460,2,10646001,10646002,,,,,,,,675.59197,21,1,3,1,5,2009,3,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,2925.45,2457.16,0,0,906.89,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10646101,106461,1,,,10646102,,,,,,,254.9555,54,2,1,2,,1978,5,2,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,46,,12,1,2,39788.29,30306.34,0,0,12334.37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10646102,106461,2,,,10646101,,,,,,,254.9555,51,2,1,2,,2000,5,3,1,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,13,1,2,25232.45,19388.53,0,0,7822.06,0,0,0,0,0,0,0,0,0,1805.19,1426.1,0,0,6,4,1
10646103,106461,2,10646101,10646102,,,,,,,,254.9555,20,1,3,1,5,2008,3,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,6,4,1
10646401,106464,1,,,10646402,,,,,,,159.26905,53,2,1,2,,1974,3,3,2,3,2,,2,,1,1,1,5,3,71,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1
10646402,106464,2,,,10646401,,,,,,,159.26905,52,2,1,2,,1991,5,3,2,3,2,,2,,,,,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,39794.53,30283.02,0,0,12336.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1
10646501,106465,1,,,10646502,,,,,,,341.62352,53,2,1,2,,1979,5,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,13,1,1,9713.51,7847.29,5000,0,3011.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10646502,106465,2,,,10646501,,,,,,,341.62352,48,2,1,2,,1984,5,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,13,1,2,51706.85,39206.23,0,0,16029.12,0,0,0,0,0,0,0,0,0,525.19,414.9,0,0,2,2,1
10646503,106465,2,10646501,10646502,,,,,,,,341.62352,21,1,3,2,,2010,5,2,2,3,2,,2,,2,1,1,5,,,,4,0,0,0,0,0,0,8,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10646602,106466,2,,,,,,,,,,953.62675,85,4,3,2,,1936,1,4,1,1,2,,2,,1,2,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10711.44,0,0,0,0,0,5,7,2
10646701,106467,1,,,10646702,,,,,,,509.73603,53,2,1,2,,1979,5,2,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,45,,11,1,2,21167.37,16586.31,0,0,6561.88,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10646702,106467,2,,,10646701,,,,,,,509.73603,50,2,1,2,,2007,5,3,2,3,2,,2,,,,,1,3,32,40,12,0,0,0,0,0,0,0,0,0,0,,84,,13,1,2,36931.76,28800,0,0,11448.85,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10646703,106467,2,10646701,10646702,,,,,,,,509.73603,21,1,3,1,5,2010,5,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,10,1,1
10646801,106468,1,,,10646802,,,,,,,285.80715,53,2,2,2,,1974,3,3,2,3,2,,2,,1,1,1,5,3,71,,7,0,0,0,5,0,0,0,0,0,0,,,,,1,2,13464.71,10500,0,0,4174.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10646802,106468,2,,,10646801,,,,,,,285.80715,67,2,2,2,,1958,2,3,1,2,2,,2,,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,6945.83,5982.71,0,0,2153.21,0,0,0,0,0,0,0,10732.3,0,1318.76,1041.82,0,0,3,3,1
10646803,106468,1,10646801,10646802,,,,,,,,285.80715,22,1,3,2,,2005,3,,2,3,2,,2,,1,1,1,11,3,51,,0,0,0,0,0,0,0,0,0,0,12,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10646804,106468,1,10646801,10646802,,,,,,,,285.80715,41,5,3,2,,1986,4,4,2,1,1,1,2,,1,2,,5,3,71,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10647001,106470,1,,10647002,,,,,,,,254.38243,53,5,3,2,,1973,2,3,2,3,2,,2,,,,,2,3,91,20,0,12,0,0,0,0,0,0,0,0,0,,84,3,11,1,2,4980.92,4532.64,0,0,1544.09,0,0,0,1355.85,0,0,0,0,0,0,0,0,0,8,7,2
10647002,106470,2,,,,,,,,,,254.38243,83,4,3,2,,1938,1,5,1,1,2,,2,,1,2,,7,3,92,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10638.72,0,0,0,0,0,8,7,2
10647102,106471,1,,,10647103,,,,,,,68.68958,80,2,1,2,,1940,1,4,1,1,2,,2,,1,2,,7,3,83,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11720.28,0,0,0,0,0,6,4,1
10647103,106471,2,,,10647102,,,,,,,68.68958,78,2,1,2,,1942,1,4,1,1,2,,2,,1,2,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11319.96,0,0,0,0,0,6,4,1
10647301,106473,1,,,10647302,,,,,,,525.41844,53,2,1,2,,1980,3,3,1,3,2,,2,,,,,1,3,83,80,12,0,0,0,0,0,0,0,0,0,0,,52,,13,1,2,22865.73,17713.81,0,0,7088.38,350,0,0,3468.97,0,0,0,0,0,299.72,236.78,0,0,10,6,1
10647302,106473,2,,,10647301,,,,,,,525.41844,42,2,1,2,,1986,4,3,2,3,2,,2,,1,1,1,5,3,34,,12,0,0,0,0,0,0,0,0,0,0,,,,,1,2,10878.94,8994.84,1140,0,3372.47,880,0,0,0,0,0,0,0,0,66.42,62.43,0,0,10,6,1
10647303,106473,1,10647301,10647302,,,,,,,,525.41844,24,1,3,2,,2010,5,,2,3,2,,2,,,,,1,3,12,40,0,0,0,0,0,0,0,12,0,0,0,,41,,13,1,1,6381.19,4909.88,0,0,1978.17,0,0,0,0,0,0,0,0,0,0,0,0,1975,10,6,1
10647304,106473,1,10647301,10647302,,,,,,,,525.41844,22,1,3,1,5,2006,3,,2,3,2,,2,,,,,1,3,93,40,0,0,0,0,0,0,0,12,0,0,0,,32,,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1
10647305,106473,1,10647301,10647302,,,,,,,,525.41844,19,1,3,1,4,2010,3,,1,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,10,6,1
10647402,106474,2,,,,,,,,,,513.44758,17,1,3,1,3,2009,2,1,2,3,2,,2,,,,,1,3,11,40,0,0,0,0,0,0,0,12,0,0,0,,47,,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10647501,106475,1,,,10647502,,,,,,,280.50033,53,2,1,2,,1979,4,3,1,3,2,,2,,,,,1,3,11,30,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,1,23002.67,18463.43,0,0,7130.83,0,0,0,0,0,0,0,0,0,1094.52,886.85,4520.4,0,1,7,2
10647502,106475,2,,,10647501,,,,,,,280.50033,50,2,1,2,,1978,4,2,2,3,2,,2,,,,,3,1,12,40,0,0,12,0,0,0,0,0,0,0,0,,79,,4,,,23872.75,18561.2,0,0,7400.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
10647701,106477,1,,,10647702,,,,,,,83.82005,53,2,1,2,,1975,3,3,1,3,2,,2,,1,1,1,5,3,33,,11,0,0,0,1,0,0,0,0,0,0,,,,,1,2,4254.74,3649.81,0,0,1318.97,0,0,0,0,0,2600,2600,0,0,5890.98,4653.87,0,0,3,3,1
10647702,106477,2,,,10647701,,,,,,,83.82005,51,2,1,2,,1976,4,3,1,3,2,,2,,,,,1,3,41,40,12,0,0,0,0,0,0,0,0,0,0,,46,,12,1,2,20284.75,15735.12,0,0,6288.27,0,0,0,0,0,1200,1200,0,0,3841.72,3034.96,0,0,3,3,1
10647801,106478,1,,,10647802,,,,,,,313.26019,53,2,1,2,,1973,2,3,2,3,1,6,1,1,1,1,1,5,3,71,,2,0,0,0,10,0,0,0,0,0,0,,,,,1,2,8909.17,7187.34,0,0,2761.84,0,0,0,0,0,7200,6240,0,0,0,0,0,0,8,6,1
10647802,106478,2,,,10647801,,,,,,,313.26019,53,2,1,2,,1973,3,3,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,11,1,2,9296.13,7825.48,0,0,2881.8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1
10647803,106478,1,10647801,10647802,,,,,,,,313.26019,26,1,3,2,,2000,2,2,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,16,,12,1,2,9600,8731,0,0,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1
10647901,106479,1,,,,,,,,,,497.86551,52,3,3,2,,1974,3,3,2,3,2,,2,,1,1,1,5,3,71,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10648001,106480,1,,,10648002,,,,,,,147.80831,52,2,1,2,,1975,2,3,1,2,1,2,1,1,,,,3,2,71,45,0,0,12,0,0,0,0,0,0,0,0,,41,,1,,,16000,16000,0,0,4960,0,0,0,1456.67,0,0,0,0,0,0,0,0,0,7,7,2
10648002,106480,2,,,10648001,,,,,,,147.80831,50,2,1,2,,1978,4,2,2,3,2,,2,,,,,1,3,52,30,0,12,0,0,0,0,0,0,0,0,0,,47,,3,1,2,5853.45,5326.64,0,0,1814.57,0,0,0,0,0,0,0,0,0,94.93,74.99,0,0,7,7,2
10648003,106480,1,10648001,10648002,,,,,,,,147.80831,16,1,3,1,3,2010,2,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2
10648004,106480,2,10648001,10648002,,,,,,,,147.80831,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2
10648102,106481,2,,,,,,,,,,157.70746,48,3,3,1,5,1979,3,3,1,3,2,,2,,,,,1,3,23,16,12,0,0,0,0,0,0,0,0,0,0,12,85,5,12,1,2,28591.92,22340.65,0,0,8863.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
10648201,106482,1,,,,,,,,,,211.20059,52,3,3,2,,1975,3,4,1,1,2,,2,,1,2,,5,3,93,,11,0,0,0,0,0,1,0,0,0,0,,,,,1,2,3791.3,3450.08,0,0,1175.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10648202,106482,1,10648201,,,,,,,,,211.20059,30,1,3,2,,1997,3,2,2,3,2,,2,,1,1,1,5,3,93,,8,0,0,0,4,0,0,0,0,0,0,,,,,,2,8207.06,6400,0,0,2544.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10648401,106484,1,,,10648402,,,,,,,298.05461,52,2,1,2,,1976,4,3,1,3,2,,2,,,,,1,3,93,40,6,0,0,0,6,0,0,0,0,0,0,,19,,13,2,2,14229.27,11141.64,0,0,4411.07,0,0,0,0,0,0,0,0,0,986.54,779.35,0,0,8,7,2
10648402,106484,2,,,10648401,,,,,,,298.05461,53,2,1,2,,1974,4,,1,3,2,,2,,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,85,,15,1,2,8760.1,7883.69,0,0,2715.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2
10648501,106485,1,,,10648502,,,,,,,161.09552,52,2,1,2,,1975,3,2,2,3,2,,2,,,,,3,2,61,40,0,0,12,0,0,0,0,0,0,0,0,,1,,2,,,0,0,0,0,0,0,20991.07,21521.07,2206.98,0,0,0,0,0,0,0,0,0,7,6,1
10648502,106485,2,,,10648501,,,,,,,161.09552,52,2,1,2,,1979,5,2,2,3,2,,2,,,,,1,3,23,28,12,0,0,0,0,0,0,0,0,0,0,15,85,,13,1,2,43633.63,33251.6,0,0,13526.43,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
10648503,106485,2,10648501,10648502,,,,,,,,161.09552,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1
10648801,106488,1,,,10648804,,,,,,,130.21133,52,2,1,2,,1976,4,2,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,49,,11,1,2,13174.48,10751.78,0,0,4084.09,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
10648803,106488,1,10648801,10648804,,,,,,,,130.21133,22,1,3,2,,2008,5,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,55,,11,1,1,6833.18,5694.19,0,0,2118.29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
10648804,106488,2,,,10648801,,,,,,,130.21133,51,2,1,2,,1978,4,2,2,3,2,,2,,,,,3,2,13,60,0,0,2,0,0,0,0,0,0,10,0,,81,,1,,,0,0,0,0,0,0,15428,15000,0,0,0,0,0,0,0,0,0,0,3,6,1
10648805,106488,1,,,,30,,0,0,0,10,130.21133,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
10648901,106489,1,,,10648902,,,,,,,850.82804,52,2,1,2,,1975,3,2,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,10,47,,13,1,2,12589.62,10414.55,0,0,3902.78,0,0,0,1265.03,0,0,0,0,0,0,0,0,0,9,7,2
10648902,106489,2,,,10648901,,,,,,,850.82804,46,2,1,2,,1982,4,3,1,2,2,,2,,1,2,,8,3,92,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,365.24,365.24,0,0,0,0,0,0,0,0,5472,0,9,7,2
10648903,106489,2,10648901,10648902,,,,,,,,850.82804,21,1,3,2,,2008,3,2,2,3,2,,2,,2,1,1,5,,,,0,0,0,0,12,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,2460,2460,0,0,0,0,0,0,9,7,2
10648904,106489,1,10648901,10648902,,,,,,,,850.82804,19,1,3,1,3,2008,2,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19862.5,0,9,7,2
10648905,106489,1,10648901,10648902,,,25,0,0,0,0,850.82804,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
10649001,106490,1,,,10649002,,,,,,,56.78957,52,2,1,2,,1978,4,3,1,2,2,,2,,,,,1,3,93,40,12,0,0,0,0,0,0,0,0,0,0,,23,,13,1,2,12298.8,10096.46,0,0,3812.63,0,0,0,0,0,0,0,0,0,4701.7,3714.35,0,0,2,2,1
10649002,106490,2,,,10649001,,,,,,,56.78957,50,2,1,2,,1980,4,4,1,1,2,,2,,1,2,,8,3,24,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10649401,106494,1,,,10649402,,,,,,,193.34589,52,2,1,2,,1978,4,3,2,3,2,,2,,,,,1,3,72,32,12,0,0,0,0,0,0,0,0,0,0,,11,,13,1,2,21776.94,17004.02,0,0,6750.85,0,0,0,0,0,0,0,0,0,1688.94,1334.26,0,0,6,4,1
10649402,106494,2,,,10649401,,,,,,,193.34589,52,2,1,2,,1977,4,2,2,3,2,,2,,,,,1,3,82,40,12,0,0,0,0,0,0,0,0,0,0,,32,,13,1,2,12342.33,10072.52,0,0,3826.12,0,0,0,0,0,0,0,0,0,264.51,208.96,0,0,6,4,1
10649403,106494,2,10649401,10649402,,,,,,,,193.34589,22,1,3,1,5,2006,3,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,1,11,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10649501,106495,1,,,,,,,,,,528.62514,52,1,3,2,,1975,2,3,2,3,2,,2,,1,1,1,5,3,91,,0,0,2,0,10,0,0,0,0,0,0,,,,,1,2,8342.45,7050.63,0,0,2586.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10649901,106499,1,,,,,,,,,,946.33159,51,5,3,2,,1976,3,,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,52,,12,1,2,16123.92,12860.77,0,0,4998.42,0,0,0,0,0,0,0,0,0,282.14,222.89,0,0,10,1,1
10649902,106499,2,10649901,,,,,,,,,946.33159,23,1,3,2,,2008,5,2,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,13,1,2,22256.48,17291.4,0,0,6899.51,0,0,0,0,0,0,0,0,0,1528.35,1207.4,0,0,10,1,1
10649903,106499,1,10649901,,,,,,,,,946.33159,21,1,3,2,,2009,3,,2,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,,52,,12,1,2,30776.47,24000,0,0,9540.71,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10650001,106500,1,,,10650002,,,,,,,375.6828,51,2,1,2,,1976,3,2,1,3,2,,1,5,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,43,,13,1,2,39781.24,30215.93,0,0,12332.18,0,0,0,0,0,0,0,0,0,7787.42,6152.06,0,0,8,6,1
10650002,106500,2,,,10650001,,,,,,,375.6828,50,2,1,2,,1978,3,3,1,3,2,,2,,1,1,1,5,3,93,,7,0,0,0,5,0,0,0,0,0,0,,,,,2,2,5600,4256,0,0,1736,0,0,0,0,0,2700,2700,0,0,666.96,526.9,0,0,8,6,1
10650003,106500,2,10650001,10650002,,,,,,,,375.6828,17,1,3,1,3,2009,2,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1
10650004,106500,1,10650001,10650002,,,,,,,,375.6828,22,1,3,2,,2005,3,1,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,10,,13,1,2,3432.88,2834.92,0,0,1064.19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1
10650101,106501,1,,,10650102,,,,,,,209.73289,51,2,1,2,,1976,2,5,1,2,2,,2,,1,2,,8,3,83,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,5,5,1
10650102,106501,2,,,10650101,,,,,,,209.73289,57,2,1,2,,1973,4,2,2,3,2,,2,,1,1,1,5,3,52,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
10650301,106503,1,,,10650302,,,,,,,122.64113,51,2,1,2,,1977,3,4,1,3,2,,2,,1,2,,8,3,71,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,2400,0,0,0,600,0,0,0,0,0,0,10000.44,0,10,6,1
