PB030,HB030,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,RB050,AGE,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL050,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY070G,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
10795101,107951,2,,,10795102,,,,,,,71.84718,50,2,1,2,,1979,4,4,,,2,,2,,1,2,,8,3,24,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,4,6,1
10795102,107951,1,,,10795101,,,,,,,71.84718,50,2,1,2,,1977,3,3,1,2,2,,2,,1,1,1,8,3,81,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,0,4,6,1
10795103,107951,2,10795102,10795101,,,25,0,0,0,0,71.84718,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1
10795301,107953,2,,,,,,,,,,663.60362,50,5,3,2,,1977,3,2,2,3,2,,2,,1,1,1,5,3,52,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526.92,0,6,6,1
10795402,107954,2,,,,,,,,,,276.34046,75,4,3,2,,1946,1,3,1,1,2,,2,,1,2,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,1331.89,0,0,0,9709.44,0,0,0,0,0,1,7,2
10795403,107954,1,,10795402,,,,,,,,276.34046,47,1,3,2,,1981,4,3,2,3,2,,2,,1,1,1,5,3,83,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
10795501,107955,2,,,10795502,,,,,,,119.64669,50,2,1,2,,1979,4,3,1,3,2,,2,,,,,2,3,91,20,0,12,0,0,0,0,0,0,0,0,0,,84,3,13,1,2,17405.02,13929.57,0,0,5395.56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
10795502,107955,1,,,10795501,,,,,,,119.64669,55,2,1,2,,1975,4,3,1,2,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,41,,13,1,2,6485.1,5471.73,0,0,2010.38,0,0,0,0,0,0,0,0,0,6702.04,5294.61,0,0,3,6,1
10795503,107955,2,10795502,10795501,,,,,,,,119.64669,17,1,3,1,3,2010,2,3,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1
10795701,107957,2,,,10795702,,,,,,,257.71489,50,2,1,2,,1983,4,3,1,3,2,,2,,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,10,86,,13,1,2,11944.46,9841.46,0,0,3702.78,0,0,0,0,0,0,0,0,0,365.62,288.84,0,0,8,7,2
10795702,107957,1,,,10795701,,,,,,,257.71489,59,2,1,2,,1970,4,,1,3,2,,2,,,,,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,5,86,,13,1,2,23183.43,18159.92,0,0,7186.86,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2
10795801,107958,2,,,,,,,,,,370.89729,50,3,3,2,,1981,5,2,2,3,2,,2,,,,,1,3,34,36,12,0,0,0,0,0,0,0,0,0,0,,93,,11,1,2,74749.16,56899.74,0,0,23172.24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10795802,107958,1,,10795801,,,,,,,,370.89729,16,1,3,1,2,2004,1,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10796001,107960,2,,10796004,10796002,,,,,,,89.52112,50,2,1,2,,1979,3,2,2,3,2,,2,,,,,1,3,91,20,12,0,0,0,0,0,0,0,0,0,0,,93,3,11,1,2,6639.01,5815.8,0,0,2058.09,0,0,0,28.15,0,0,0,0,0,0,0,0,0,6,4,1
10796002,107960,1,,,10796001,,,,,,,89.52112,58,2,1,2,,1972,4,,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,25,,12,1,2,18484.58,14575.97,0,0,5730.22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10796003,107960,2,10796002,10796001,,,,,,,,89.52112,24,1,3,1,5,2005,4,2,1,3,2,,2,,1,2,,6,3,73,,0,0,0,0,0,0,0,12,0,0,0,,,,,1,2,133.85,121.8,0,0,41.49,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10796004,107960,2,,,,,,,,,,89.52112,84,4,3,2,,,,4,1,2,2,,2,,1,2,,7,3,61,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13454.04,0,0,0,0,0,6,4,1
10796201,107962,2,,,10796202,,,,,,,191.29415,50,2,1,2,,1983,5,3,2,3,2,,1,7,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,35,,13,1,2,29453.91,22972.43,0,0,9130.71,0,0,0,0,0,0,0,0,0,4987.3,3939.97,0,0,9,6,1
10796202,107962,1,,,10796201,,,,,,,191.29415,49,2,1,2,,1982,5,3,2,3,2,,1,7,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,35,,13,1,1,59193.21,45040.82,0,0,18349.9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1
10796301,107963,2,,,,,,,,,,163.23402,50,5,3,2,,1978,4,3,1,2,2,,2,,,,,3,2,52,40,0,0,12,0,0,0,0,0,0,0,0,,47,,1,,,0,0,0,0,0,0,85658.99,81743.71,0,0,0,0,0,0,0,0,0,0,5,5,1
10796501,107965,2,,,10796502,,,,,,,626.32184,50,2,1,2,,1981,4,3,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,65,,13,1,2,47586.47,36281.69,0,0,14751.81,890,0,0,0,1040,0,0,0,0,0,0,0,0,10,1,1
10796502,107965,1,,,10796501,,,,,,,626.32184,53,2,1,2,,1974,4,3,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,16,,12,1,2,9435,7995.85,0,0,2924.85,850,0,0,0,1100,0,0,0,0,0,0,0,0,10,1,1
10796601,107966,2,,,10796602,,,,,,,318.31222,49,2,1,2,,1980,3,2,2,3,2,,2,,,,,1,3,91,20,10,0,0,0,2,0,0,0,0,0,0,,84,3,11,2,2,8000,6974,0,0,2480,0,0,0,0,0,600,600,0,0,0,0,0,0,7,6,1
10796602,107966,1,,,10796601,,,,,,,318.31222,52,2,1,2,,1976,4,4,1,2,2,,2,,1,1,1,5,3,72,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
10796603,107966,2,10796602,10796601,,,,,,,,318.31222,23,1,3,2,,2010,5,,2,3,2,,2,,,,,1,3,52,40,8,0,0,0,4,0,0,0,0,0,0,,47,,3,1,2,7869.4,6227.15,0,0,2439.51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
10796701,107967,2,,,,,,,,,,486.30537,49,1,3,2,,1983,5,1,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,52,,13,1,2,32658.12,24839.89,0,0,10124.02,0,0,0,0,0,0,0,0,0,654.78,517.27,0,0,3,3,1
10796801,107968,2,,,10796802,,,,,,,263.08003,49,2,1,2,,1978,3,,,2,2,,2,,,,,1,3,91,42,0,0,0,0,0,0,12,0,0,0,0,10,1,,13,1,2,4473.18,3542.8,0,0,1386.69,0,2758.9,2758.9,5937.61,0,0,0,0,0,0,0,0,0,4,7,2
10796802,107968,1,,,10796801,,,,,,,263.08003,55,2,1,2,,1971,2,3,,2,2,,2,,1,2,,8,3,72,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2
10796901,107969,2,,,10796902,,,,,,,861.13958,49,2,1,2,,1979,3,2,2,3,,,2,,,,,1,3,31,40,12,0,0,0,0,0,0,0,0,0,0,,33,,13,1,2,26003.33,20131.03,0,0,8061.03,1800,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10796902,107969,1,,,10796901,,,,,,,861.13958,53,2,1,2,,1978,5,2,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,23,,13,1,1,11273.06,9395.48,0,0,3494.65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10796903,107969,2,10796902,10796901,10796904,,,,,,,861.13958,28,2,1,2,,2004,5,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,17,,13,1,2,21202.48,17425.21,0,0,6572.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10796904,107969,1,,,10796903,,,,,,,861.13958,34,2,1,2,,1997,5,2,2,3,2,,2,,1,1,1,5,3,34,,12,0,0,0,0,0,0,0,0,0,0,,,,,1,2,15110.6,12259.65,0,0,4684.29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10796905,107969,2,10796904,10796903,,,,,0,0,0,861.13958,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
10797101,107971,2,,,10797102,,,,,,,595.11272,49,2,1,2,,1983,5,2,2,3,2,,2,,,,,1,3,32,40,12,0,0,0,0,0,0,0,0,0,0,,51,,13,1,1,74065.08,56354.22,0,0,22960.17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10797102,107971,1,,,10797101,,,,,,,595.11272,49,2,1,2,,1985,5,2,2,3,2,,2,,1,1,1,5,3,21,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10797103,107971,1,10797102,10797101,,,,,,,,595.11272,20,1,3,1,5,2008,3,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10797201,107972,2,,,10797202,,,,,,,127.71337,49,2,1,2,,2006,5,2,1,2,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,13,1,1,41654.58,32739.55,0,0,12912.92,0,0,0,0,0,0,0,0,1040,0,0,0,0,6,4,1
10797202,107972,1,,,10797201,,,,,,,127.71337,60,2,1,2,,1968,3,2,2,3,2,,2,,,,,1,3,82,40,12,0,0,0,0,0,0,0,0,0,0,20,28,,13,1,2,39600,31191,0,0,12276,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10797301,107973,2,,,,,,,,,,648.55159,49,5,3,2,,1978,3,4,1,1,2,,2,,1,2,,8,3,91,,0,0,0,0,0,0,12,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13278,0,2,6,1
10797701,107977,2,,10797705,10797702,,,,,,,346.44994,49,2,1,2,,1978,3,,2,3,2,,2,,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,,86,,13,1,2,16931.89,13512.02,0,0,5248.89,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10797702,107977,1,,,10797701,,,,,,,346.44994,50,2,1,2,,1976,3,2,2,3,2,,2,,,,,1,3,61,40,12,0,0,0,0,0,0,0,0,0,0,,42,,13,1,2,17025,13561.75,0,0,5277.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10797703,107977,1,10797702,10797701,,,,,,,,346.44994,24,1,3,2,,2006,3,1,2,3,2,,2,,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,80,,13,1,2,18457.52,14567.34,0,0,5721.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10797704,107977,1,10797702,10797701,,,,,,,,346.44994,21,1,3,1,5,2007,3,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10797705,107977,2,,,,,,,,,,346.44994,86,4,3,2,,1935,1,4,1,2,2,,2,,1,2,,7,3,61,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10859.04,0,0,0,0,0,2,6,1
10797801,107978,2,,,,,,,,,,237.24708,49,5,3,2,,1978,3,2,2,3,2,,2,,1,1,1,5,3,93,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10797901,107979,2,,,,,,,,,,852.81896,49,5,3,2,,1983,5,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,85,,15,1,2,35201.71,26806.56,0,0,10912.53,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2
10798101,107981,2,,,10798102,,,,,,,255.99602,49,2,1,2,,1982,5,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,18,,13,1,2,73505.42,55863.93,0,0,22786.68,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10798102,107981,1,,,10798101,,,,,,,255.99602,47,2,1,2,,1982,4,2,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,18,,13,1,1,95723.01,72599.94,0,0,29674.13,0,0,0,0,0,0,0,0,0,2613.36,2139.56,0,0,10,1,1
10798201,107982,2,,,10798202,,,,,,,111.48945,49,2,1,2,,1979,3,3,2,3,2,,2,,,,,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,,10,,8,1,2,11635.96,9586.72,0,0,3607.15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10798202,107982,1,,,10798201,,,,,,,111.48945,49,2,1,2,,1978,4,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,91,,13,1,2,22507.76,17565.06,0,0,6977.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10798203,107982,1,10798202,10798201,,,,,,,,111.48945,20,1,3,2,,2008,3,1,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,41,,13,1,2,13729.95,10968.25,0,0,4256.28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10798301,107983,2,,,10798302,,,,,,,377.13135,49,2,1,2,,1985,5,1,2,3,2,,2,,,,,1,3,22,36,12,0,0,0,0,0,0,0,0,0,0,,47,,13,1,2,33502.34,25580.13,0,0,10385.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10798302,107983,1,,,10798301,,,,,,,377.13135,49,2,1,2,,1984,5,1,2,3,2,,2,,1,2,,10,3,34,,0,0,0,0,0,0,0,0,0,12,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10798303,107983,1,10798302,10798301,,,,,,,,377.13135,23,1,3,1,5,2010,5,1,2,3,2,,2,,2,1,1,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,4629.84,3926.15,0,0,1435.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10798304,107983,2,10798302,10798301,,,,,,,,377.13135,22,1,3,1,5,2005,3,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,747.46,680.19,0,0,231.71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1
10798305,107983,2,10798302,10798301,,,7,0,0,0,0,377.13135,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1
10798402,107984,1,,,,,,,,,,148.9097,49,3,3,2,,1984,5,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,13,,12,1,1,51271.66,38966.21,3600,0,15894.21,360,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10798501,107985,2,,,10798502,,,,,,,128.05242,49,2,1,2,,1996,4,4,1,2,2,,2,,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,5,85,,12,1,2,12284.75,10192.12,0,0,3808.27,0,0,0,2326.96,0,0,0,0,0,0,0,0,0,6,7,2
10798502,107985,1,,,10798501,,,,,,,128.05242,54,2,1,2,,1975,4,3,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,5,85,,12,1,1,21764.54,17121.73,0,0,6747.01,0,1829.89,1829.89,0,0,0,0,0,0,0,0,0,0,6,7,2
10798503,107985,2,10798502,10798501,,,25,0,0,0,0,128.05242,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,2
10798602,107986,2,,,,,,,,,,163.75661,82,4,3,2,,1953,2,4,1,1,2,,2,,1,2,,7,3,41,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8593.8,0,0,0,0,0,6,6,1
10798801,107988,2,,,10798802,,,,,,,403.9416,48,2,1,2,,1979,3,3,2,3,2,,2,,1,2,,10,3,74,,0,0,0,0,0,0,0,0,0,12,0,,,,,2,2,2000,2000,0,0,620,0,0,0,1470.35,0,0,0,0,0,0,0,0,0,2,7,2
10798802,107988,1,,,10798801,,,,,,,403.9416,60,2,1,2,,1972,4,2,2,3,2,,2,,1,2,,10,3,92,,0,0,0,0,0,0,0,0,0,12,0,,,,,1,2,2000,2000,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2
10798803,107988,1,10798802,10798801,,,30,0,0,0,0,403.9416,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2
10799101,107991,2,,,,,,,,,,242.75904,48,4,3,2,,1979,3,2,2,3,2,,2,,,,,2,3,31,20,0,12,0,0,0,0,0,0,0,0,0,,16,3,4,1,1,4908.2,3730.46,0,0,1521.54,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1
10799601,107996,2,,,,,,,,,,133.44475,48,5,3,2,,1980,4,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,13,1,2,26061.46,20248.93,0,0,8079.05,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1
10799602,107996,1,,10799601,,,,,,,,133.44475,17,1,3,1,3,2009,2,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1
10799701,107997,2,,,10799702,,,,,,,125.22232,48,2,1,2,,1985,5,3,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,71,,13,1,1,37437.72,28603.33,0,0,11605.69,0,0,0,0,0,0,0,0,0,2722.83,2151.04,0,0,10,1,1
10799702,107997,1,,,10799701,,,,,,,125.22232,40,2,1,2,,1988,4,3,2,3,2,,2,,1,2,,5,3,93,,0,0,0,0,12,0,0,0,0,0,0,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
10799703,107997,2,10799702,10799701,,,,,,,,125.22232,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
10799704,107997,2,10799702,10799701,,,22,0,0,0,0,125.22232,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
10799901,107999,2,,,10799902,,,,,,,208.96286,47,2,1,2,,1986,5,2,2,3,2,,2,,,,,1,3,12,39,12,0,0,0,0,0,0,0,0,0,0,,47,,8,1,1,33211.66,25468.61,0,0,10295.61,0,0,0,1842.26,0,0,0,0,0,0,0,0,0,4,6,1
10799902,107999,1,,,10799901,,,,,,,208.96286,51,2,1,2,,1998,5,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,12,1,1,34752.32,29013.94,0,0,10773.22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1
10799903,107999,1,10799902,10799901,,,,,,,,208.96286,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1
10800301,108003,2,10800304,,10800305,,,,,,,415.17866,47,2,1,2,,1985,4,3,2,3,2,,2,,,,,1,3,74,42,12,0,0,0,0,0,0,0,0,0,0,30,10,,13,1,2,23402.93,18242.67,0,0,7254.91,882,0,0,10289.61,0,0,0,0,0,0,0,0,0,4,7,2
10800302,108003,2,10800305,10800301,,,,,,,,415.17866,21,1,3,1,5,2007,3,,,,,,,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,4,7,2
10800303,108003,1,10800305,10800301,,,,,,,,415.17866,19,1,3,1,5,2009,3,,,,,,,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,4,7,2
10800304,108003,1,,,,,,,,,,415.17866,85,4,3,2,,1935,1,,,,,,,,1,2,,7,3,61,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8559,0,0,0,0,0,4,7,2
10800305,108003,1,,,10800301,,,,,,,415.17866,47,2,1,2,,1981,3,3,2,3,2,,2,,,,,1,3,83,42,12,0,0,0,0,0,0,0,0,0,0,30,10,,13,1,2,18950.42,17252.5,0,0,5874.63,459,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2
10800501,108005,2,,,10800502,,,,,,,933.28318,47,2,1,2,,1979,3,3,1,3,2,,2,,1,1,1,5,3,82,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10800502,108005,1,,,10800501,,,,,,,933.28318,49,2,1,2,,1978,3,3,2,3,2,,2,,,,,3,3,71,50,0,0,12,0,0,0,0,0,0,0,0,,41,,15,1,2,1493.5,1236.08,0,0,462.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10800503,108005,2,10800502,10800501,,,,,,,,933.28318,27,1,3,2,,2002,3,2,2,3,2,,2,,1,1,1,5,3,41,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
10800504,108005,2,10800502,10800501,,,,,,,,933.28318,26,1,3,2,,2005,5,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,64,,13,1,2,17785.74,14208.02,0,0,5513.58,0,0,0,0,0,0,0,0,0,185.08,146.22,0,0,3,3,1
10800505,108005,1,,10800503,,40,,0,0,0,10,933.28318,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
10800506,108005,1,,10800504,,40,,0,0,0,10,933.28318,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
10800601,108006,2,,10800602,,,,,,,,175.0082,46,1,3,2,,2008,5,2,2,3,2,,2,,,,,1,3,22,35,12,0,0,0,0,0,0,0,0,0,0,,86,,13,1,2,37328.47,28644.91,0,0,11571.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10800602,108006,2,,,,,,,,,,175.0082,75,4,3,2,,,,3,1,3,2,,2,,1,2,,7,3,74,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10827.12,0,0,0,0,0,2,2,1
10800702,108007,2,,,,,,,,,,668.41747,24,1,3,1,5,2007,5,2,2,3,2,,2,,,,,2,3,24,20,0,12,0,0,0,0,0,0,0,0,0,,74,1,5,2,2,4800.05,4368.05,0,0,1488.02,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
10800703,108007,2,,,,,,,,,,668.41747,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1
10800801,108008,2,,10800803,,,,,,,,220.62909,46,3,3,2,,1997,5,2,2,3,2,,2,,,,,1,3,23,30,12,0,0,0,0,0,0,0,0,0,0,10,72,,13,2,1,33092.75,25483.4,0,0,10258.75,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2
10800802,108008,2,,10800801,,,30,0,0,0,0,220.62909,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,2
10800803,108008,2,,,,,,,,,,220.62909,76,4,3,2,,1948,2,4,1,2,2,,2,,1,2,,7,3,41,,0,0,0,0,0,12,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7869.84,0,0,0,0,0,10,7,2
10801001,108010,2,,,10801002,,,,,,,305.24982,46,2,1,2,,1986,5,2,2,3,1,2,2,,,,,1,3,24,40,0,0,0,0,12,0,0,0,0,0,0,,69,,13,1,2,1001.82,833.66,0,0,310.56,0,0,0,0,0,5040,5040,0,0,0,0,0,0,2,2,1
10801002,108010,1,,,10801001,,,,,,,305.24982,47,2,1,2,,1991,5,2,2,3,2,,2,,,,,1,3,82,35,11,0,0,0,0,0,1,0,0,0,0,,47,,13,1,2,27086.8,20988.99,0,0,8396.91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10801003,108010,1,10801002,10801001,,,,,,,,305.24982,21,1,3,1,5,2007,3,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
10801101,108011,2,,,,,,,,,,809.44398,46,5,3,2,,1982,3,3,2,3,2,,2,,,,,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,,31,,13,1,2,9823.59,8174.47,0,0,3045.31,0,0,0,0,0,0,0,0,0,1753.66,1385.39,0,0,3,7,2
10801301,108013,2,,,,,,,,,,144.36691,46,3,3,2,,1982,4,2,2,3,1,2,2,,,,,1,3,82,40,12,0,0,0,0,0,0,0,0,0,0,,27,,3,1,2,20441.01,16131.32,0,0,6336.71,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10801302,108013,2,,10801301,,,,,,,,144.36691,19,1,3,1,5,2009,3,3,1,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
10801401,108014,2,,,10801402,,,,,,,827.278,46,2,1,2,,1983,4,3,,2,2,,2,,1,1,1,5,3,81,,0,0,0,0,12,0,0,0,0,0,0,,,,,1,2,3362.64,2827,0,0,1042.42,0,0,0,6347.59,0,0,0,0,0,0,0,0,0,4,7,2
