HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
10591800,60.20875,1,2,7.0,2003,2,1,,230.0,223.17000000000002,35.0,1,1,3.0,3.0,3.0,1,1,1,1,1,1,5,2000.0,3,3.0,2,2,2,2,52353.99,49585.66,49091.19,49091.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,180,0,0,128.0,0,0,2640.33,0,0.0,1,6,1
10592000,84.12216,4,1,4.0,1989,2,1,,30.0,145.0,,1,1,,3.0,,2,2,2,3,3,3,3,1300.0,2,,2,2,2,2,28591.81,28566.81,25220.61,25220.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22.17,22.17,0,0,0,25.0,0,0,0.0,0,0.0,1,6,1
10592200,245.46303,4,1,2.0,1998,2,1,,35.0,140.0,,1,1,,3.0,3.0,1,1,1,1,1,1,4,2000.0,2,,2,2,2,2,17017.92,13799.97,13490.22,13490.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,3217.95,-172,0.0,1,6,1
10592300,96.87235,4,1,3.0,1959,2,1,,,289.5,,1,1,,3.0,,2,1,1,3,1,1,3,4000.0,2,,2,2,2,2,25561.51,20844.59,20154.1,17206.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05,0.05,0,0,0,20.0,0,0,4696.92,-116,0.0,1,6,1
10592400,138.35023,4,1,4.0,1984,2,2,,100.0,203.33,,1,1,,3.0,,2,2,2,3,3,1,3,725.0,2,,2,2,2,2,8232.2,8222.2,8222.2,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,10.0,0,0,0.0,0,0.0,1,6,1
10592600,120.25567,4,1,2.0,1987,2,2,,100.0,160.0,,1,1,,3.0,,1,1,1,3,1,1,3,600.0,2,,2,2,2,2,7084.32,6652.04,6652.04,1071.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,10.0,0,0,422.28,0,0.0,1,6,1
10592700,159.31065,4,1,3.0,1983,2,2,,100.0,200.0,,1,1,,3.0,,2,1,1,3,1,1,3,1000.0,2,,2,2,2,2,18255.3,15869.9,14851.2,14851.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.16,0.16,0,0,0,35.36,0,0,2350.04,-166,0.0,1,6,1
10592800,321.92552,1,1,9.0,1991,2,1,,,150.0,,1,1,,3.0,3.0,1,1,1,1,1,1,4,7000.0,3,,2,2,2,2,24500.26,20628.72,18412.41,16048.05,0.0,0.0,2216.31,2048.2,0.0,0.0,0,0,0.0,0.0,0,0,0,7.78,0,0,3863.76,-318,0.0,1,6,1
10592900,275.69834,3,1,2.0,2011,2,2,,100.0,100.0,,1,1,,3.0,,1,1,2,2,1,1,3,2000.0,2,,2,2,2,2,12734.44,10538.51,10362.83,10362.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,44.0,0,0,2151.93,0,0.0,1,6,1
10593000,73.04756,1,1,6.0,2003,2,1,,500.0,201.67,,1,1,,3.0,,1,1,1,3,1,1,4,1000.0,3,,1,2,2,2,50828.1,49549.72,49549.72,49549.72,249.0,249.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,101.0,0,0,1177.38,0,0.0,1,6,1
10593100,165.61281,4,1,3.0,1975,2,2,,90.0,140.0,,1,1,,3.0,,1,1,2,1,3,1,3,900.0,2,,2,2,2,2,14415.92,13341.39,13341.39,4573.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31.03,31.03,0,0,0,14.0,0,0,1060.53,-288,0.0,1,6,1
10593300,194.20907,4,1,3.0,1983,1,1,,60.0,340.0,,1,1,3.0,3.0,,2,1,2,1,1,1,3,1500.0,2,,2,2,2,2,5208.37,4710.97,4429.47,4429.47,0.0,0.0,0.0,0.0,0.0,0.0,0,1620,0.0,0.0,0,0,0,0.0,0,0,497.4,-581,0.0,1,6,1
10593400,120.8868,4,1,1.0,2004,2,2,,70.0,180.0,,2,2,,3.0,,1,1,2,3,3,3,3,1000.0,2,,2,2,2,2,2480.53,2045.29,2045.29,2045.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,435.24,0,41.08,1,6,1
10593500,148.12736,4,1,5.0,1998,2,1,,110.0,280.0,,1,1,,3.0,,1,1,2,3,1,1,3,1000.0,2,,2,2,2,2,8496.68,8443.36,8292.84,1535.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,20.0,0,0,33.32,-231,0.0,1,6,1
10593600,160.74016,4,1,2.0,1983,2,2,,1.0,100.0,,1,1,,3.0,,2,2,1,3,3,3,2,250.0,1,,2,2,2,2,4754.75,4754.75,4754.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,1,6,1
10593700,211.58274,1,1,7.0,1978,2,1,,1.0,157.08,,1,1,,3.0,,1,1,1,1,1,1,4,1000.0,3,,2,2,2,2,32456.44,24862.04,24862.04,19826.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,300.0,4500,0,2794.4,-24,2809.85,1,7,2
10593800,272.71564,1,1,5.0,1990,2,1,,200.0,80.0,,1,1,,3.0,,2,1,1,2,3,1,3,700.0,2,,2,2,2,2,4828.38,4812.38,4250.3,2074.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,16.0,0,0,0.0,0,687.64,1,7,2
10593900,285.28353,2,1,3.0,1965,2,1,,1.0,62.08,,2,2,,3.0,,2,1,2,1,1,1,2,1000.0,1,,2,1,2,2,9247.11,9172.11,2703.56,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,75.0,0,0,0.0,0,0.0,1,7,2
10594000,580.23116,1,1,4.0,1968,1,2,,1.0,52.5,,3,3,,3.0,,2,2,2,3,3,3,2,300.0,1,,2,2,2,2,2435.04,2410.0,2410.0,-25.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,25.04,0,0,0.0,0,0.0,1,7,2
10594200,304.3655,1,1,3.0,2007,2,2,,200.0,164.57999999999998,,1,1,,3.0,,2,1,1,2,1,1,1,800.0,2,,2,2,1,2,6562.97,6542.97,5256.84,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,20.0,0,0,0.0,0,0.0,1,7,2
10594300,181.33842,1,1,5.0,1960,2,1,,1.0,124.99,,1,1,,3.0,,2,1,1,3,3,3,3,600.0,2,,2,2,2,2,6800.02,6800.02,6800.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,807.85,1,7,2
10594500,186.15369,1,1,5.0,2007,2,2,,300.0,118.75,,1,1,,3.0,,1,1,1,3,1,1,3,1200.0,2,,2,2,2,2,10732.25,9422.73,9140.92,9140.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,37.0,0,0,1272.52,0,0.0,1,7,2
10594600,153.43093,1,1,4.0,1978,2,1,,1.0,100.41,,1,3,,3.0,,2,1,1,2,3,1,3,800.0,2,,2,2,2,2,4714.37,4665.37,3345.73,2160.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,49.0,0,0,0.0,0,633.67,1,7,2
10594800,545.55477,1,1,3.0,1963,1,2,,1.0,52.5,,3,3,,3.0,,2,2,2,3,3,3,1,200.0,1,,2,2,2,2,5718.08,5709.08,5709.08,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,9.0,0,0,0.0,0,0.0,1,7,2
10594900,318.34406,1,1,4.0,1982,2,1,,100.0,115.83,,1,1,,3.0,,2,1,1,3,1,1,3,1000.0,2,,2,2,2,2,19435.23,17799.59,17252.39,12665.99,25.34,21.34,547.2,547.2,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1635.64,-73,0.0,1,7,2
10595000,155.00911,1,1,3.0,1987,2,2,,70.0,20.83,,1,1,,2.0,,2,1,1,2,1,1,2,1000.0,2,2.0,2,2,2,2,12567.12,10913.51,10913.51,10913.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.5,15.5,0,0,0,60.0,0,0,1593.61,-108,0.0,1,7,2
10595100,76.10999,1,1,4.0,1999,1,1,,,235.00000000000003,,3,1,,,,1,1,2,1,1,1,3,900.0,3,,1,2,2,2,11630.08,10208.94,8174.57,8174.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,20.0,0,0,1401.14,0,383.22,1,7,2
10595200,186.69012,1,1,6.0,1984,2,1,,1.0,84.66,,1,1,,3.0,,2,1,1,3,1,1,4,600.0,3,,2,2,2,2,12513.03,11969.77,11969.77,3579.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,4.0,0,0,539.26,0,567.29,1,7,2
10595300,576.52585,3,1,3.0,1968,2,1,,35.0,79.17,,1,1,,3.0,,2,1,2,3,1,1,3,800.0,2,,2,2,2,2,6656.17,6656.17,6656.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,1,7,2
10595400,305.19008,1,1,4.0,1983,1,2,,1.0,57.83,,1,3,,3.0,,1,1,2,2,1,2,2,1000.0,1,,2,1,2,2,1855.3,1855.3,0.0,0.0,0.0,0.0,1039.3,1039.3,816.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,811.5,1,7,2
10595600,246.0424,1,1,3.0,1940,2,2,,50.0,27.5,,3,3,,,,2,1,2,3,3,3,3,600.0,3,,2,2,2,2,3388.39,3368.39,3368.39,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,20.0,0,0,0.0,0,0.0,1,7,2
10595700,22.28479,4,1,4.0,1955,2,2,,120.0,150.0,,1,1,,3.0,,1,1,2,3,1,3,2,600.0,1,,2,2,2,2,21481.57,17680.2,17680.2,11120.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34,0.34,0,0,0,0.0,0,0,3801.37,-78,0.0,2,2,1
10595800,75.62681,4,1,3.0,1969,2,1,,150.0,103.58,,1,1,,3.0,,1,1,2,3,1,1,3,550.0,1,,2,2,2,2,7733.92,7733.92,7733.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10596000,45.14987,4,1,3.0,1969,2,2,,200.0,178.92,,1,1,,3.0,,1,1,1,3,1,1,3,1000.0,1,,1,1,1,1,8315.41,8175.19,8175.19,755.55,868.86,738.86,0.0,0.0,0.0,0.0,0,0,26.91,26.91,0,0,0,10.22,0,0,130.0,0,83.79,2,2,1
10596100,68.62551,1,1,6.0,1976,2,1,,200.0,90.0,,1,1,,3.0,,1,1,2,3,1,1,3,400.0,2,,2,2,2,2,4767.98,4079.56,3879.85,144.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,600,0,88.42,-29,241.83,2,2,1
10596200,119.14175,4,1,2.0,1985,2,1,,,126.0,,1,1,,3.0,,2,1,2,1,1,1,3,1000.0,2,,2,2,2,2,9334.76,9334.76,9334.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10596300,829.93195,4,3,1.0,2015,1,2,100.0,,185.0,,1,1,3.0,3.0,,1,1,1,3,1,1,4,500.0,2,,2,2,1,2,5239.19,4171.85,4171.85,4171.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1067.34,-146,0.0,2,2,1
10596400,57.52749,3,2,3.0,2004,1,2,,150.0,148.33,105.0,1,1,3.0,3.0,,1,1,1,1,1,1,3,600.0,2,,2,2,1,2,19837.05,16507.69,14968.73,14968.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,180,0,0,0.0,0,0,3329.36,-5,0.0,2,2,1
10596500,246.03728,4,1,4.0,2003,2,1,,150.0,100.0,,1,1,,3.0,,1,1,1,3,1,1,2,400.0,1,,2,1,1,1,9217.46,7110.16,7110.16,7110.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,960,2107.3,0,0.0,2,2,1
10596800,59.36264,4,1,5.0,2011,2,1,,500.0,100.0,,1,1,,3.0,3.0,1,1,1,1,1,1,3,1000.0,3,3.0,2,2,2,2,24235.17,19686.14,17078.53,14403.58,0.0,0.0,0.0,0.0,367.2,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,4549.03,-48,0.0,2,2,1
10596900,217.94932,3,1,2.0,1994,2,1,,50.0,74.17,,1,1,,3.0,,2,1,2,3,1,1,2,400.0,1,,2,2,2,2,9345.28,7200.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,2145.28,0,0.0,2,2,1
10597100,33.67723,4,1,4.0,1990,2,1,,300.0,80.0,,1,1,,3.0,,1,1,1,1,1,1,4,800.0,3,,2,2,2,2,20373.29,16877.28,14894.44,14894.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500.0,500.0,0,0,0,0.0,0,0,3496.01,-78,0.0,2,2,1
10597200,76.24743,4,1,2.0,1969,2,1,,100.0,110.0,,1,1,,3.0,,2,1,2,2,1,1,3,600.0,2,,2,2,1,1,6998.71,6998.71,5181.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10597300,36.73338,3,1,3.0,1953,2,2,,500.0,150.0,,1,1,,3.0,,1,1,1,2,1,1,3,600.0,1,,2,2,2,2,15614.27,14134.78,14134.78,7610.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1479.49,0,0.0,2,2,1
10597400,177.01349,4,1,3.0,1992,2,1,,90.0,120.0,,1,1,,3.0,,2,1,2,2,3,3,1,300.0,1,,2,2,2,2,6169.0,6169.0,6169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10597600,186.83398,4,1,2.0,1975,2,1,,130.0,73.67,,1,1,,3.0,,2,1,2,3,3,3,2,400.0,2,,2,2,1,1,4300.52,4300.52,4300.52,300.0,0.0,0.0,0.0,0.0,0.0,0.0,300,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10597900,233.04468,4,1,5.0,1999,2,1,,500.0,100.0,,1,1,,3.0,3.0,1,1,1,1,1,1,3,1000.0,3,3.0,2,2,2,2,24961.28,19884.42,17680.67,17680.67,300.0,255.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,50.0,0,0,5026.86,-190,0.0,2,2,1
10598000,41.47773,1,1,6.0,1974,2,2,,160.0,166.67,,1,1,,3.0,,1,1,2,3,1,1,2,900.0,1,,2,2,2,2,20032.7,18565.63,13979.7,10663.82,0.0,0.0,662.44,613.82,107.0,0.0,0,0,0.0,0.0,0,0,0,10.0,0,0,1457.07,-486,0.0,2,2,1
10598100,118.143,4,1,3.0,1999,2,1,,150.0,150.0,,1,1,,3.0,,2,2,2,2,1,1,2,1000.0,1,,2,1,2,2,4283.76,3601.89,3601.89,3601.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,681.87,-8,0.0,2,2,1
10598300,84.65112,4,2,3.0,2007,2,1,,90.0,177.83,250.0,1,1,3.0,3.0,,1,1,1,1,1,1,2,900.0,1,,2,2,2,2,27461.37,22910.97,22766.85,22766.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,540,0,0,14.0,0,0,4536.4,-89,0.0,2,2,1
10598400,71.72889,4,1,3.0,2005,2,1,,60.0,130.0,,1,1,,3.0,,1,1,1,2,1,1,3,1200.0,2,,2,1,2,2,5071.25,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1050,0.0,0.0,0,0,0,0.0,0,0,71.25,0,0.0,2,2,1
10598700,177.86878,4,1,1.0,2015,2,2,,130.0,90.0,,1,1,,3.0,,2,1,2,3,3,3,1,400.0,1,,2,2,2,2,3733.2,3733.2,3733.2,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10598800,172.93225,4,4,1.0,2016,2,2,80.0,,138.0,,1,1,3.0,3.0,,2,1,2,3,3,3,1,400.0,1,,2,2,2,2,3863.71,3863.71,3863.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10599000,51.64926,1,1,5.0,1975,2,2,,120.0,101.67,,1,1,,3.0,,1,1,2,1,1,1,2,1200.0,2,,2,2,2,2,23190.71,18137.91,17206.3,17206.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,28.0,0,0,5024.8,0,0.0,2,2,1
10599100,186.11383,4,1,2.0,1965,2,2,,70.0,100.0,,1,1,,3.0,,1,1,2,3,3,3,1,400.0,1,,2,2,2,2,3376.08,3376.08,3376.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10599200,163.94888,4,1,3.0,1963,2,2,,130.0,70.0,,1,1,,3.0,,2,1,2,3,3,3,1,400.0,1,,2,2,2,2,2632.8,2632.8,2632.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10599400,181.56642,2,1,3.0,1934,2,1,,100.0,90.0,,1,1,,3.0,,2,1,2,2,3,3,2,500.0,1,,2,2,2,2,3942.04,3942.04,3942.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10599500,115.24186,4,1,3.0,1999,2,1,,,9.0,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,4,,3,,2,2,2,2,49682.84,38005.55,37064.8,37064.8,984.0,984.0,0.0,0.0,0.0,0.0,0,0,6.12,6.12,0,0,0,65.0,0,0,11612.29,0,0.0,2,2,1
10599700,111.365,4,1,2.0,1999,1,1,,,73.33,,1,1,,2.0,,2,2,2,2,2,3,1,300.0,1,,2,1,1,1,2985.24,2985.24,2985.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10599900,82.92018,4,1,3.0,1986,2,1,,300.0,80.0,,1,1,,3.0,,1,1,1,1,3,1,3,800.0,2,,2,1,1,1,23970.45,20305.53,19605.42,11814.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,3664.92,0,0.0,2,2,1
10600200,164.82984,4,1,3.0,1989,2,2,,150.0,100.0,,1,1,,2.0,,2,1,2,2,3,3,1,400.0,1,,2,2,2,2,2471.99,2471.99,2471.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10600300,52.37459,4,1,3.0,1994,2,2,,90.0,150.0,,1,1,,3.0,,2,1,2,2,3,3,2,700.0,1,,2,2,2,2,5457.43,5457.43,5457.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10600400,77.66792,4,1,2.0,1972,2,1,,100.0,108.33,,1,1,,3.0,,1,2,2,2,1,2,3,800.0,3,,2,2,2,2,7847.41,7847.41,7847.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10600500,183.38814,4,1,3.0,1973,2,1,,50.0,130.0,,1,1,,3.0,,2,1,2,3,3,3,4,400.0,3,,2,1,1,1,4037.52,4037.52,4037.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10600700,142.93043,4,1,4.0,1984,2,2,,150.0,150.0,,1,1,,3.0,,1,1,1,1,3,1,2,600.0,1,,2,2,2,2,15534.02,14326.43,14064.27,5013.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.2600000000000002,3.2600000000000002,0,0,0,8.0,0,0,1199.59,0,0.0,2,2,1
10600800,65.00199,4,1,2.0,1972,2,1,,80.0,100.0,,1,1,,3.0,,1,1,2,2,1,3,4,700.0,2,,2,2,2,2,7476.66,7302.45,7302.45,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,174.21,0,0.0,2,2,1
10600900,176.59427,4,1,2.0,2002,2,2,,,90.0,,1,1,,3.0,,2,1,2,3,3,3,2,400.0,1,,2,2,2,2,3119.99,3119.99,3119.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,2,2,1
10601000,113.09602,4,1,1.0,1985,2,1,,100.0,100.0,,1,1,,3.0,,1,1,1,1,1,3,3,380.0,2,,1,1,1,1,11242.21,8347.56,8347.56,8347.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,2894.65,0,0.0,2,2,1
10601100,63.00411,3,1,3.0,1961,2,2,,180.0,135.0,,1,1,,3.0,,1,1,1,1,1,1,3,800.0,2,,1,2,1,2,23937.19,18465.22,17520.45,17520.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,9.0,0,0,5462.97,-19,0.0,2,2,1
10601200,52.45727,4,1,3.0,1995,2,2,,150.0,140.0,,1,1,,3.0,,1,1,1,1,1,1,2,600.0,1,,2,2,2,2,12029.98,11541.26,9259.76,9259.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,488.72,-16,0.0,2,2,1
10601500,30.80119,4,1,4.0,1990,2,1,,300.0,90.0,,1,1,,3.0,,1,1,2,3,1,2,3,800.0,2,,2,2,2,2,29951.94,22246.84,22246.84,22246.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114.78000000000002,114.78000000000002,0,0,0,0.0,0,0,7705.1,-52,0.0,2,2,1
10601900,163.0155,4,1,4.0,1990,2,1,,50.0,150.0,,1,1,,3.0,,1,1,2,3,1,1,2,600.0,1,,2,2,2,2,13203.63,10253.41,10253.41,10253.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,2950.22,0,0.0,2,2,1
10602100,134.24609,4,1,4.0,2010,2,2,,250.0,120.0,,1,1,,3.0,,1,1,1,3,1,1,3,1000.0,2,,2,1,1,1,32892.86,26517.02,25106.58,25106.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24.0,24.0,0,0,0,0.0,0,0,6375.84,0,0.0,2,2,1
